,full_text
0,ok lets put
1,irelandstarte vaccinate next week
2,important ron desantis news make excuse callous coronavirus response
3,governor texas instruct folk stay home order save life due unprecedente
4,instead celebrate safe return school sport columnist turn mondaymorne epidemiologist predict promote
5,response necessarily iterative pragmatic advice often predate formal state federal recommendation
6,friend advocate reality winner wendy meer collins share update reality horrific condit
7,cbs use video disembark doubt take camp david could land likely marine
8,governor texas tell texans stay home risky go let sink
9,accord cdc school last close first open completely agree however also st
10,dr fauci receive prestigious million israeli prize career public health speak truth powe
11,ice condition present major highway close driver direct exit immediately please stay home
12,joe biden third high presidential approval rating year via save americans covid unemployment bankruptcy food line amp eviction become much high
13,two thing stand datum amp surge infection case eventually come wheth
14,governor texas tell texans stay home risky go let sink
15,condensation runny nose usually make inside mask wet outside cold wet mas
16,pandemic
17,we steel production capacity utilization improve week
18,biden actually still use trump fail pandemic strategy biden still use suppression strategy address pandemic another strategy could use
19,austin public health aph delay appointment vaccine clinic test site tuesday wedne
20,control entire government go vacation week pass covid relief
21,outmigration upwardlymobile professional superstar city great remote work would seem
22,ya boi test covid negative ayyyyyy
23,believe world live ini do not even know feel people
24,finally finish work long weekend full hobi bts lockdown lets go
25,quarantine isolation infect mitigate potential spread asymptomatic carrier vaccine wear mask like do not even apply covid anyone else notice usually soup winterfall relate illness be not present
26,let get straight corporation take tax break settlement pay help fuel op
27,reopen indoor dining case drop lockdown amp hope outbreak like switch back ea
28,think know be not talk white people
29,pandemic winter storm power outage server that s like getting hit draw
30,would negate agreement president donald j trump put place drastically reduce price
31,sorry excuse medical professional make shit scare listening boss like tell yo
32,million family struggle need covid relief
33,pandemic winter storm power outage server that s like getting hit draw
34,black rock cluster case successfully manage deputy cho
35,opening beyond point capacity confidence contact tracing inevitably mean senior official require lockdown rightly guess soon someone test positive environment
36,break fast food worker nationwide go strike hour covidsafe workplace respect job f
37,yet enough vaccination new variant spread transmissible antibodyresistant
38,cross picket buy fast food strike complete
39,cross picket buy fast food strike complete
40,msrtdhybltlbthe egyptian minister high education sacrifice egyptian student impose personal opinion
41,one big reason democrat will not open school covid still school reopen
42,houstonian plz stay home you all barely drive good weather anyways
43,god damn
44,governor texas tell texans stay home risky go let sink
45,wow informative email dr peter daszak feb tell woman shi zhenglis gainoffunction colla
46,there s clearly something go mutation strike new converge variant mutation sudde
47,god see texans take corona serious say know exactly make sit inside
48,lockdown ass
49,february say engineer bio weapon lab wuhanpredicte supply chain disruption amp ten mi
50,come coach do not get complacent owe kid hold one player accountable mask keep
51,manhattan mussolini
52,approx americans perish today low number week overall death toll covid
53,road dallas snowy icy government tell stay home might die infringe
54,teach we mystery smellslightly late hand one illuminate coronavirus story I ve read thank brookejarvis
55,story philly school son school comparatively privileged neighborhood city
56,you re go drive speed limit you re go let liberal tell fast operate vehicle
57,wow informative email dr peter daszak feb tell woman shi zhenglis gainoffunction colla
58,million family struggle need covid relief
59,spend election dayhttpstcoibpkpahyj
60,human sex trafficking case triple pandemic survivor speak
61,cantmoveeurps
62,love
63,prediction become tool choice society firmative speculation privileged mode play capita
64,four week office bidenharris administration increase weekly vaccine supply state site almost
65,cuomo terrible trump come handle pandemic reason people pretend good connection within medium
66,son save elderly man ditch would frozen death please stay home road really ba
67,four week office bidenharris administration increase weekly vaccine supply state site almost
68,book spring outdoor project still develop work indoor studio safety p
69,project fearmongere government pandemic projection utter bullshit yet expert modeler may
70,muhyiddin first batch pfizerbiontech vaccine arrive feb
71,tuesday ontario begin third wave pandemic provincial government decide ignore
72,storiesofwonder eva familaran among suffer impact wonder eva able con
73,today parent amp eligible covid vaccine ny base health condition do not feel reassured feel heartsick compete million other clamor appointment amp sense safetyall should ve prioritize month ago
74,last hear variant
75,happen transition new normal forum role high education institution public health th
76,covid relief bill pass go lot good work americans one thing simply can not b
77,wwwstarttaxingchurchesfuck
78,mark elliott pass covid royal stoke hospital sunday porter colleague john j
79,oh weather important supposedly die covid
80,national guard face look threat maga insurrectionist crowd along design limited due pandemic sorry see something entirely different wrong
81,first case south african supercovid find new york
82,get message come forward get jab please have not first jab yet spe
83,pandemic winter storm power outage server that s like getting hit draw
84,eiopa call capital market capacity pandemic ndbi insurance
85,time start
86,lack access education exacerbate health crisis like nearly million learner around world access computer reduce inequality improve access help million people unicef
87,turkish national water polo team disqualify athlete test covid positive turkey
88,owner adanza coffee farm southern leyte sight coffee prompt stay old neighborhood permanently httpstcokvhxfxushi
89,visit linkhttpstcofetdnjbmfdotlife hotelsky robot southafrica tokyohotel
90,manhattan mussolini
91,lt terry watts tennessee die covid feb veteran fire service recently serve shelby county fire department terry make mark right away love
