,full_text
0,raceis sportplaye inall seasonsworldwidethe contestantsare loveand livelihoodlivelihood alwaysseems
1,absolutely spot doubt trial result comparable trial result unblinde ignomious blame lie shoulder pandemic reveal world bunch incompetent
2,break new zealand order large city auckland snap covid lockdown afp livetube scene information send we livestream get pay go live click
3,sick death media victoria energy sydney northern beaches cluster
4,nz day lockdown four country probably good quarantine system world taiwan vie
5,sad watch arrest video can not treat fellow citizen like include disregard state pron
6,bc stand coronavirus sorry jesus take hike
7,julian assanges homeland australia covid scaremongering pandemicfree society page trum
8,go every dayreopene early insane
9,day sakuatsu valentine day stay home baking brownie
10,break new zealand order large city auckland snap covid lockdown
11,tragicglobal village space dr moeed front govt propaganda give task counterat
12,charlottesville enough ukraine covid failure attack capitol do not leavet
13,break auckland lockdown tonight rest country level
14,israels covid infection datum take turn betterso what s
15,wuhan lab centre covid storm design cage breed bat virus experiment
16,interesting angle sure agreethe claim seem lockdown may debatable retrospect
17,send love xoxo valentine love
18,happy valentine day four gift hope like see bangkok epidemic
19,you ve pay attention might notice dr susan moore die concern black woman
20,yeah think ill pass vaccine already covid anyway
21,reallydont know dr thought world wide hq feds responsibilityinternational flights morrison say would home xmasno vaccine front line labor bagger like medium
22,heart break good friend vent covid ravage lung badly dr say she s unlikely survive
23,case might impression cdc government fund agency operating goal
24,yesterday reveal covid death uk disabled people day tory mp charles walker w
25,everyone afford save lockdown torsten bell
26,I m even sure actually police twitter handle since verify assume please tell
27,infection survey show despite lockdown decline infection cause variant
28,sa health ombud molecular immunologist professor malegapuru makgoba fiercely oppose rollout astrazenec
29,lolwhat go nin registration
30,break auckland lockdown tonight rest country level
31,hey insider daughter amp family go vic lockdown homeschooling two kid work homethey full
32,rajasthan congressi talk save cow amp kerala congressi publicly eat beef that s congress elections yrs
33,student covid volunteer help fight pandemic unite military
34,new zealand large city go threeday lockdown rest country place heightened restrictio
35,new zealand large city go threeday lockdown rest country place heightened restrictio
36,expert want datum china possible early covid
37,infection survey show despite lockdown decline infection cause variant
38,chris cuomo fire say nothing brother covid death coverup scandal
39,tokyo confirm new case sunday daily figure keep eighth day row
