,full_text
0,throwback tornado capture near clarksville virginia april part recordbreake tornado
1,young healthy senator speak rally pack wthousand wo mask support trump who s downplay covid amp mo
2,southern baptist head al mohler manipulate flock suggest christians bibli abortion almohler albertmohler
3,stopstart covid rule cost shop week say industry sue damage lockdown come late
4,joke cnn wants cancel christmaswatch
5,one thing learn watch gop dude get covid shot pushup must consider form socia
6,stop give vaccine gop covid denier that s tweet
7,imagine planning trip month pandemic
8,new dallas county report new positive novel coronavirus case deathsinclude probable
9,I m er doctor despite try yet able vaccinate
10,dr brix part biden administration make video day many people die lie
11,hold virtual town hall last night dr armand dorian move saidit
12,today got call bitch work insist man wear mask nose brain kick
13,I m rn work w covid patient fucker mitch get vaccine
14,you ve water station do not worry what s covid vaccine
15,stand fascist fail fight survival check least people pandemic unemployment benefit also fail call poor treatment state allegedly love
16,fact lindsey graham amp marco rubio get vaccine healthcare worker first responder amp teacher one
17,america do not win anymore we islose war opioidslosing coronaviruslosing
18,something wrong marco rubio downplay covid mock people wear mask among first get vaccine
19,well end owe do not want bad
20,can not allow gop tie biden admin hand respond virusthat exactly toomey amp co try
21,fact lindsey graham amp marco rubio get vaccine healthcare worker first responder amp teacher one
22,today got call bitch work insist man wear mask nose brain kick
23,alockdowncarol come christmas eve feature doctor lockdown choir
24,america do not win anymore we islose war opioidslosing coronaviruslosing
25,man study do not get vaccine compare man get vaccine vaccine available compare something opportunity something
26,wsjri ben ban cdc panel recommend people age essential worker include teacher grocerystore staff next line covid vaccine
27,nothing scream business gtgt scienceph allow big box store open cap lockd
28,mate
29,racialize warfare multiple front target folk may know they re even war who s
30,do not need formal training common sense suffice pandemic need train medical personnel need replaceable congresspeople like put oxygen mask kid experience loss cabin pressure
31,break switzerland sweden turkey ban flight amp uk join long list country include italy
32,break coronavirus mutation first find uk also find italy health minister say
33,grief pile grief nine month coronavirus grip united state kill people
34,million case usten million unemployed starve homelessour leader pa
35,covid brexit reality catch boris johnsons fantasy selfobsession
36,nothing sad see kid letterstosanta beg cure
37,marco rubio healthy year old nursing home health worker first respond
38,eyam selfisolate result competent leadership vicar uk isolation thrust upon incompetence leader let covid get control toolittletoolate
39,something wrong marco rubio downplay covid mock people wear mask among first get vaccine
40,president ever absent crisis congress struggle covidrelief deal man wh
41,young healthy senator speak rally pack wthousand wo mask support trump who s downplay covid amp mo
42,santa still able visit coronavirus season paxton illinois askedi take trip
43,hell yes especially since church hand pandemic bail
44,event give netanyahu political boost israeli pm face criticism management coronavirus crisis htt
45,yo please
46,think team come would different stock would rise another problem price low atm lot club struggle financially coz covid boyhood club come I m pretty sure would go low would accept
47,gop could remove feb single american covid death attempt steal seco
48,time new cover without empathy nothing work chef jose andres want feed world pandemic
49,afternoon meeting colleague official incident response group disc
50,adf deny support victorias border control due one factorthe morrison govt policy open border
51,idea school tier fully reopen january without significant change covid secure regime g
52,yes absolutely wear mask wash hand science background want survive p
53,hospital gear address faulty algorithm frontline worker get shoot first do not forget part come next covidvaccine discrimination cuttheline
54,there s one document case transmission via contaminated surface yet tell wash hand business spend fortune disinfectant station clean shopping trolly handle door etcquestion govt
55,cdc admit nothing trump manipulate fact do not likebig difference suppress withhold conceal lie whichever one suit do not know trump take hunch gage reaction time global pandemic innocent do not refuse dna rapist
56,country play around coronavirus can not mutate something bad month
57,I m tell republican party need disassemble need vote become part dictatorship get relief pandemic get ppe meanwhile they re go home christmas get people starve
58,info influencer promote dubai coronavirus do not right lgbtq please stop promote
59,think longterm
