,full_text
0,we stay think corona virus keep mutate plague earth need rid cancer human
1,time christmas miracle
2,republicans give russia benefit doubt deny americans covid relief do not ever want hear sid
3,pandemic you all get close people line store
4,florida dems slam desantis release covid report lag report death gov ron desantis trumpian do not care many floridians die will not tell gov ron desantis trump minion tell
5,fuck decide misinformation do people do not wake
6,national public health leader meet weekend make decision gets prioritize vaccine teacher
7,vaccine approval get we close return normal life take time vaccine widely avail
8,hold virtual town hall last night dr armand dorian move saidit
9,whoapfizer say trump admin stop give destination million dose sit warehouse trump hh
10,want give billion dollar bc pandemic work life be not
11,good stay tf home san diego nimrod anyway think state rule strict county
12,you all realize roar happen big pandemic century really see people let loose lol
13,think bf covid meet cause taste
14,dipshit chime huh I ve feed thousand people pandemic outside work fuck
15,us coronavirus case month
16,cool I m nurse take care covid patient do not get vaccine yet murder selfish ev
17,what s unnerving fact americans get financial help government pandemic
18,svt member preemptively test corona receive negative result activi
19,minneapolis recognize international migrant day call spread among people ice custody
20,wisconsin vote ron johnson office two year
21,congress may give much leeway treasury department pentagon make loan pandemic put ta
22,clear stimuluscheck bare minimum government ensure eve
23,amazing need amplify coviddenying moron comment either dead vaccinate
24,pandemic you all get close people line store
25,owner lakeville bar reopen defiance restriction charge september attempt murder co
26,good way create job pandemic economic crisisa government support people
27,oh gosh be not even think covid precaution go make much hard also important much later continue check herespecially year first exceptionally difficult
28,live system people fervently deny downplay coronavirus among first rec
29,nytimes rescue year people put orchestra online
30,pandemic you all get close people line store
31,ill take two
32,we ve do nothing stay home since march even avoid close family member outside distance hard watch everyone else go business be not deadly pandemic especially kid
33,announce fda authorize moderna vaccine we emergency use prevent
34,strongly word math correct quebecs per capita death toll usaswere also
35,mental health facility missouri overrun covidgovparsonmo do nothing
36,hey ron johnson remember vote trump tax cut balloon deficit trillion year n
37,americans shock discover actual tyranny
38,dad get covid vaccine nurse anybody question curious lmk relay
39,please clear mean will not hesitate be not right mrhesitation
40,covid cause erectile dysfunction
41,wish republicans like mitt romney
42,sadly be not surprising would not happen leadership
43,think u lie see shit
44,time last year mike huckabee file bar complaint week announce leave area
45,do not feel thing pence say get coronavirus vaccine
46,jan will not many americans leave bc covid depression dam bill
47,clinic open england help thousand people suffer longterm symptom coronav
48,do not feel thing vice president mike pence get vaccine camera via
49,bad nation
50,almost bipartisan covid package last minute republicans make demand never mention
51,slo city fire proud participate historic step help community state country move past
52,epidemiologist explain herd immunity plan sociopathic approach
53,every state restaurant hospitality trade association need sue fight state local lockdown order
54,three different fb friend announce covid today one man whose brother execute year ago anothe
55,speaker pelosi receive vaccination
56,let we remember come close rule class brag get vaccine debate whether
57,covid virus enter body body never see virus beforebut see protein that s th
58,nsw record new locally acquire case hour last nightseven case report
59,today fda issue emergency use authorization eua second vaccine prevention cause sarscov
60,million americans fall poverty last monthsit simply immoral government turn b
61,new coronavirus spread we cdc say
62,pleased add see mike pence bare bicep current rotation nightmare fodder
63,hmmmm herd immunity vaccineinduced immunity antiviral therapy public health strategy may selectiv
64,senate republicans hold covid negotiation want handicap federal reserve abi
65,sex work workthe federal gov do almost nothing help people month must pass stimulus check ui small biz r
66,heart stone
67,daily update publish state report million test case death record
68,pandemic you all get close people line store
69,update monsta x member test negative staff still wait result
70,coronavirus current situation case number australian government department health
71,pandemic you all get close people line store
