,full_text
0,use virus teach we submission take livelihood away perpose one world government take plan china can not wait
1,will not gain traction though tracey many time folk bemoan fact could not go race amp mention car boot supermarket etc folk be not social distancing need set example sport surely
2,lead march
3,santa clara calif ap health officer san francisco bay area issue new stayathome order hospital
4,please look kat tell survival rate
5,high park close vehicle traffic weekend park close car traffic throughout pandemic cre
6,can not go back way thing pandemic wealthy nation world must ensure every ameri
7,service sector worker die coronavirus year soldier kill afghanistan
8,idiot conspiracy theorist every damn
9,open place back people die fitter still getting affected covid march affect breathing do not want virus tell
10,important never forget denier take folk fox amp friend month dead
11,I m late today new case announce nova scotia today saturday central zone
12,u know many police die year covid one
13,take la trump suppress vote fake outrage
14,okay go to wear mask
15,country middle dramatic spike case please wear mask keep social distancing limit
16,perdue loeffler get rich georgia get sick help we expose pandemic profiteer georgia voter will not
17,break news nyt announce true pandemic tolland monthsive wait since summer maj
18,wba walgreen go to rock covid vaccine distribution think amount foot traffic go bring store lifetime situation
19,three story tonightbrexit trade talk stick three critical issue significant difference remain
20,yeah I m medical practitioner work recruiter hiv vaccine trial network merck try vax hope work well sars hiv also former program analyst cdcs vaccine safety datalink table inhabitant yrs
21,american worker keep country go pandemic corporation billionaire pass along
22,thank congresswoman boebert bring death despair national stageive hear nearly enough
23,bill nye still science show king he s get mask lesson maskup
24,support month payment every month pandemic resident sacramentodo support stayathome order sacramento county
25,I m surprised have not abstain advice stay home
26,bill nye still science show king he s get mask lesson maskup
27,replace word economy rich people yacht moneyhow respond covid without sacrifice ri
28,let face itinsurance company make huge amount money score people traumatize worker people lose love one etc let get bill pass say must allow zero dollar copay ptsd therapy session
29,irresponsible middle pandemic arrest stupidity
30,win cause trump that s
31,do not know need hear I m suffer can not accept stimulus package liability
32,you re still social distance wash hand limit contact people wear mask please retweet
33,trump support father already infect whole family covid smell still go I m scared it ll never come back least dick be not break
34,colonizer bring virus disease idk even expect kind concern pandemic truly idk
35,please retweet help pugsley find home leed wakefieldage approx sheltered life far want adult exp
36,entire botched response indeed trump fault remember pandemic response team disband last year intentionally downplay lie along way bs hcq treatment uv light disinfectant injection
37,strike kingyou must kill himit plural bitchkidvicious
38,there s guy go gym do not wipe equipment would not wish coronavirus anyone also karma bitch like come everyone else fucking part
39,anyone co watch think make sense beyond meof course could say damn near everything polis do covid signing bill less ridiculous
40,rapid antigen test effective cheap could quash pandemic within week theory harvard epidemiologist
41,democrats majority senate covid relief would happen month ago everyone food line bein
42,kill clashesthe thing clash israeli bullet childs stomach kind language
43,go to extremely brand nervous breakdown pandemic free
44,I m delighted shop open people support come onwhere make sensehospitality spe
45,I m go share story friend mine work healthcare industry believe shed lig
46,replace word economy rich people yacht moneyhow respond covid without sacrifice ri
47,espn report nba warn severe punishment organization pl
48,congress pass harrissandersmarkey covid relief bill back may person we would end year
49,lead woulda voluntary nationwide lockdown march
50,kere second song project make one time make already like do w
51,maybe something convince ultramacho conservative man think get covid big thing fo
52,could barely breathe friend call check hear struggle speak
53,dude covid lie take mask go lick pole
54,he s generally shocking month bar hot streak lockdown junejuly
55,hi kelvin yes sad debs worker think leave rot set recession online shopping covid make world hard department store survive
56,lockdown course save life wear mask social distancing absolutely need go outanybody think differently moron
57,welp kind warn vascular effect erectile dysfunction risk ago one thing get man pay attention covid smoking ed class ad
58,also type people shit other onlyfan precovid half feed promo teaser page
59,get interesting
60,end pandemic end month ago
61,social isolation take toll mental wellness report percent respondent say
62,covid look video ask want vaccinate
63,know would not like covid restriction
64,test positive I m genuinely curious
65,divide nation centralize power amp crush economic growth amp pandemic profiteeringthe l
66,need wear mask junk
67,check medical expert apparently physically wear mask tinfoil hat time cleari
68,case rise uncertain time turn reliable experienced team protect facility everyone whether preventive measure emergency disinfection always contact we today
69,please retweet help pugsley find home leed wakefieldage approx sheltered life far want adult exp
70,find today friend getting married soon guess courthouse style bc pandemic rager tbd that s awesome
71,argentinas senate pass tax countrys rich people pay coronavirus measure include med
72,wear bra witha bite underwireuncomfortably tight strapsconstantly lift ten pound gravitycrea
73,say lock say drink
74,would wear mask orange one sycophant proclaim covid hoax they ve nothing worry
75,check medical expert apparently physically wear mask tinfoil hat time cleari
76,well certainly help get covid open state open colorado ridiculous stop treat we like child
77,look pretty darn amazing beat early christmas present
78,amanda chase perpetuate voter fraud amp trump misinformation may tweet state
79,kelly loeffler enrich inside information covid allow georgians suffer oppose stim
80,thia covid thing I m stick ina bubble feel like easape schooll close crusice ohio miss
81,I ve wear mask yearif president ask wear one additional day happily b
82,obituary die covid also telloff antimasker deserve every bit article htt
83,give covid
84,happy saturday twitterpal date day hubby something fun yes even covid even wit
85,I ve already tweet gmos allergenicive already tweet rna change artificially invasivedoe rewrite dnamy paradigm whowhat arethe confrontational oligarchic whey vsthe nonconfontational democracy whey
86,got roast wear summer dress sandal jumper marco do not realise lockdown fashion
87,agree lockdown save life live important kevin feeling yes even economy
88,wear mask pretty much day do not much choice do not complain come lung condition month ago do not bother bit fuck use get like zit month I m pizza face kid
89,espn report nba warn severe punishment organization pl
90,talk bogus vote covid
