Unnamed: 0,full_text,sentiment_score
0,last minute trip travel behind black lovely see compartment fully book,-0.016666666666666663
1,convince catch covid kid school week christmas spread mother brother closetheschools gmb,0.0
2,one would love hear argue employerbase healthcare security pandemic,0.5
3,great man product great story great story product deep down high up greatness bounce back fatal fall jackofalltrade lockdown treasure,0.34349206349206357
4,outer packaging frozen pork import mexico stock meat processing plant kaiyuan ne china liaonin,0.0
5,walk vaught post,0.0
6,salute bring big ticket film master theater amid pandemic amp restriction fu,0.0
7,people hospital england point pandemic government,0.0
8,justpublishedupdate weekly map onlinethese map aim support recommendation coordinate,0.0
9,postpone due covid case city,-0.125
10,lets declare congress nonessential demand stay home slash salary country open minute,0.0
11,journalist accidentally stumble stage royalist event bangkok yesterday wear yellow,-0.025
12,butte county number death surpass number camp fire death that s staggerin,0.0
13,covid longhauler study find symptom body organ,0.0
14,sad conscious transmission big criminal offense,-0.2
15,vijay master get release date first major tamil film hit theatre since pandemicmasterpon,0.15625
16,sa totoo lang wala nang sense yung gcq outside lately social distance empty alcohol dispenser,-0.022222222222222227
17,journalist uk look coverage come country bang head,0.0
18,remain face,0.0
19,vijay master get release date first major tamil film hit theatre since pandemicmasterpon,0.15625
20,since come work yesterday I m still like look eye go thata I m exhilarate alcoh,0.0
21,remember economic system fails result pandemic fail sustain communitys core bad economic system change later,-0.21666666666666667
22,I m ashamed congressman mark amodei rnevada dist do not join member house representative vote additional covid relief bill guess feel constituent will not care incompetent inaction harm nevadan,-0.35
23,come tomorrow doctor volunteer nightingale can not tell much effor,0.2
24,make rest world suspicious official news communist regime amp less likely trust china,-0.08333333333333333
25,vijay master get release date first major tamil film hit theatre since pandemicmasterpon,0.15625
26,can not clear gather negative covid might early course detect virus,-0.08333333333333333
27,audit process involve lot people hamper person involve affected wit,0.0
28,imagine pharmaceutical company ask take experimental drug affect dna work never test,0.1
29,today anniversary martyrdom st thomas becket otdthe plan series event commemorate,0.0
30,past week decrease new covid case death americathe medium tell,-0.05681818181818182
31,medical equipment distribute north badiya hospital mafraq along personal protective equipment amp hygiene material provide directorate health mafraq support preventive effort,0.0
32,you all retweet leftsean paul lakers bishop kukahlockdown lackofalltrades,0.0
33,ah shit go,-0.2
34,sutton carer amp youngcarer really worried moment relieve clear lo,0.15000000000000002
35,actor ramcharan reveal covid positive diagnosis instagram post,0.22727272727272727
36,walk stand aside let family group pass walk past one sneer loudly oh look two tr,-0.075
37,way make sure child keep learn read habit pandemiceducat,0.5
38,covid vaccinesthe chance anything like remoteso read medicalthriller kind,0.6
39,want covid vaccine,0.0
40,parliament session,0.0
41,sure sign you ve already covid accord mayo clinic via,0.5
42,year pakistani girl forcibly convert islam human right activist say practice accelerate dur,0.2619047619047619
43,bbc news coronavirus spain keep registry refuse covid,0.0
44,can not understand anyone would go covid test christmas day I m genuinely stumped,0.4
45,euchina dealgiven aggression south china sea amp hong kong treatment uighur denial covid outbre,0.0
46,pandemic resonate,0.0
47,get supplies council ppe take young child unmasked school taxi cloth mask goi,0.1
48,quite effort frame president use kung flu racist back june extra prop go thi,0.0
49,john harriss piece guardian throughout history britains rule class create crisis crisis,0.0
50,help,0.0
51,break accord sindh health department sample uk returnee take genotype,0.0
52,do not irish people praise man way dr tony,0.0
53,new bill donald trump signedemployer long provide pay sick leave worker get,-0.20930735930735933
54,literally mn fuck pandemic do not want breathing pretend valid reason bother,-0.4
55,lady attack testing point quarantine zone free people authoritarian covid quarantine,0.4
56,hola read covid living room spread saturday old house brot,0.1
57,I m sorry loss lose grandpa april kind sure know much wish could may rest peace nana,0.2
58,happen wash alliance kenya ceo tobias omufwoko mampe officer jane njomo get ready interview salma khamisi community radio serve korogocho informal settlement washfirst,0.2
59,salute bring big ticket film master theater amid pandemic amp restriction fu,0.0
60,live world privacy mean thing people would share everything follow like,-0.08806818181818182
61,chinese court monday sentence citizen journalist zhang zhan report coronavirus outbreak centra,0.0
62,covid update go house like,0.0
63,please pray husband rodney icu covid thank,0.0
64,imagine life every movement restrict unless submit globalist covid biosecurity,0.0
65,volkswagen polo tsi comfortline salefinance major bank available monthly installment,0.23125
66,washington vote yes check american hard hit pandemic,-0.14583333333333334
67,neha love hymn fill church music lose chance sing last year age,0.25
68,satisfy thickheadedness watch video surprise surprise you re still wrong yes experiment sar another coronavirus come experiment genetic makeup entirely different,-0.25
69,badha airport par start thermal gun use thayo hto kya kbr padi ti corona ni thermal gun thithermal gun,0.0
70,sooooooo scary stay home tend wreck shit especially business oh wait,-0.2333333333333333
71,vaccinate like catholic guide prickly issuesby brett,0.0
72,we,0.0
73,facebook algorithm clearly crack one try stay forever pandemic be not time meet new peopleis many old single man send friend request lately,0.07748917748917748
74,never favor lockdown measure experience dramatic unfair threaten civil liberty require mask measure less problematic imo also good reason question response base accumulate datum,-0.24000000000000005
75,simply ok day parent idea go kid actually return,0.25
76,per capital vaccination come along canada per capita number likely tend favour small country logistic impress good vaccine already less year would not dare hope really,0.09666666666666666
77,official law make use mask far police discretion cut invoice general public even officer wear mask matter arbitrary go court,0.012500000000000004
78,zithini uhm stay home bro,0.0
79,last week million dose covid vaccine administer give people require two dose would e,0.0
80,benefit suburban office location cre office tenanttip,0.0
81,believe wearamask religiously double wear indefinitelythe rest we believe,0.0
82,put mask adhere restriction like fasten car seat belt head collission police gets injure die one do not want avoid police safety,0.0
83,take look submission casablanca femme design competition design inspire woman struggle due pandemic hope design motivate inspire woman already great job,0.3375
84,thank expensive ass inverter buy i d never without light home we ve light constant,0.07500000000000001
85,pandemic may increase demand cemetery also reestablish rightful role theatre life well mourn,0.0
86,type escort horny tuesday exoticescortsnigeria africans escortgirl bbw trend nudes sensual sex nigeria pornhub porn abuja davido wizkid fuck naked lagos xxx,-0.2
87,emir eastern province prince saud bin naif say coronavirus vaccine safe side effect,0.5
88,lockdown see we stay safe apart meme bring we close together kantarame late pakistan trendreport touch everything important consumer right get touch help business adapt success,0.23714285714285716
89,ceo strike optimistic note despite linger worry,0.0
90,pandemichit govt finance get crude rescue oil import bill fall via,-0.7
91,cold weather paymentpayment grant help people low income stay warmcold weather payment scheme run november march,-0.3
92,minister mps other tweet single tweet ccmsdo think letter,-0.09821428571428571
93,you re allow leave nb work do not mean right thing people careful would less heartache talk experience lose job nsw first wave covid daily newspaper work stop print,0.07088293650793652
