Unnamed: 0,full_text,sentiment_score
0,dem rep lee call federal cash assistance benefit end,0.0
1,asymptomatic transmission do not occur study million find,0.0
2,nffc fan know malc smith sit back row upper trent keep touch since begin covid n,0.0
3,bye thought say I m pandemic like,0.0
4,thread england new tier start tldr nowhere good thing quit,0.41818181818181815
5,one stat do not make story yesterday wednesday afternoon ontario administer ro,0.0
6,fastspreade covid strain arrive ontario,0.0
7,woman discusting,0.0
8,sane world pandemic would opportunity americans come together confront deadly,-0.2
9,today vaccineday european countries day encourage country include detainee vulnerable group vaccinate soon possible people prison live promiscuity infectious disease spread easily,0.01393939393939394
10,work ooh morning lot call possible covid worry sick call today b,-0.35714285714285715
11,one rule we another despite covid restriction boxing day hunt go aheadwhy kill innocent animal,0.5
12,trump must soo busy accomplish well understand time good thing eg fix pandemic golfing,0.39999999999999997
13,sorry say decide covid close duration stay safe lets hope happy new year bbh crew,0.2340909090909091
14,,0.0
15,hear yourselvesyou right pick ccpit china virusalway beenput conspiracy theory brain power right directionyour fear fear monger outrageous,-0.14285714285714288
16,healthy people die covid that s typo zero miss yes that s sad,0.0
17,important know everything include,0.4
18,long pandemic break theater open againwe plan special show jai lava,0.10238095238095239
19,take moment try mind heart calculate enormity human suffering create failur,0.0
20,ga ad seem pointless national ad position dem defend good thing ndaa military pay raise,0.11666666666666665
21,consider luck have not touch covid lose two friend virus devastate community,0.0
22,whatever want man mata pita se pyar karo aur corona mat dobeingsalmankhan happybirthdaysa,0.0
23,unexpected genomic sequence potentially nonrandompossible target therapeutic,0.05
24,part problem solution pandemic last chief,0.0
25,nearly whole year people live fke around incompetent government history sister get covid school kid cos school sd open innit borisfkn idiot,-0.16272727272727275
26,belarus imprison activist deliberately infect coronavirusauthoritie move infected people,0.0
27,new corona strain discover europe country impose strict lockdown time,0.13636363636363635
28,new york go wait federal government protect new yorkers make mistake back spring new,0.10227272727272727
29,pandemic christmas safe socially distance new year look like cheer amwrite writingcommunity sundayvibe newyearsresolution tea,0.22323232323232323
30,never forget congress member warn pandemic feburary sell stock instead anythin,0.0
31,feel sorry every single business owner do not vote liberal demo,-0.2857142857142857
32,well do sarcasm leadership amazing,0.6000000000000001
33,trump one last kick americans way door,0.0
34,ted cruz personally intervene get federal pandemic loan billionaire fracker brothers wilks big dono,0.0
35,believe yourjesusislord sundaythought sundaymorne sundayfunday sundaybrunch jesussave jesus lockdown vaccine video coronavirus corona covidvaccine sundayvibes sundaymotivation jesuschrist sundaynight earthquake jesuslovesyou jesusiscome,0.0
36,long pandemic break theater open againwe plan special show jai lava,0.10238095238095239
37,neighbour aampe nurse take early retirement could long cope devastation covid th,0.025
38,penny refuse wear mask allow hundred thousand die covid due poor fed govt response le,-0.2625
39,take time relax rejuvenate spending time family friend always important,0.4
40,congratulations marc honor testament innovative leadership compassionate response pandemic,0.5
41,go wrongeverythe responsible catastrophic response delay response silence e,0.2
42,long pandemic break theater open againwe plan special show jai lava,0.10238095238095239
43,look back think cat may give we coronavirus,0.0
44,million people lose unemployment benefit today president trump fail sign relief bi,-0.5
45,indian migrate usa still dread visa current law never receive green card meanwhile usa government do not hesitate deport child amp spouse die due,-0.10833333333333334
46,trump leave desperate american worker cold refusal sign covid stimulus package help run,-0.39999999999999997
47,remind always call trumpvirus,0.0
48,year ago idiot like brian say nothing seasonal flu know wrong covid kill time many people seasonal flu,-0.26666666666666666
49,remember people say pandemic would great equalizer turn billionaire we grow,0.8
50,pandemic dating suck many way also oddly clarify dude messaging fly home fa,0.37777777777777777
51,wear mask help protect breathing virus cause wearamask mouth nose reduc,0.0
52,bjprss make pm outdo modi stupid slogan,-0.7999999999999999
53,something like hit can not predict impact business people community start lie foundation tool agile face unknown,0.2
54,arrive centre leave car testedthey first welcome centre,0.525
55,smt hemalatha n k teach one old language world tamil school villupuram chapter,0.1
56,honest headline would read biden bully trump bad militaryexpansion bill give billion foreign military,-0.08124999999999996
57,yes chinese people sell enemy chinese people believe run around spread kill american citizen believe bad guy terrorist one use cut head blow enemy,-0.17499999999999996
58,wisconsin covid case per covid test per day republican lead majority madison write zero final covid response plan stop outbreakshttpstcoafzinpbwdcwisconsin wipolitic wisdem wisgop wiunion wiright,0.0
59,exponential growth love antiscience governmentthis could prevent,0.5
60,I m truly sick people treat like I m wear tin foil hat still healthy fear get coron,-0.10714285714285715
61,merry christmas san francisco gingerbread monolith appear overnight corona heights park,0.0
62,join train journey enjoy taiwan stunning coastal scenery get past pandemic welcome take,0.36250000000000004
63,unemployment benefit million americans struggle make end meet lapse overnight president donald trump refu,0.0
64,always pro billionaire anti regular people,0.0
65,possibly favourite lockdown image street motherwell ironically take merry street thankyouforthemusic lockdown music musician busker outandaboutscotland visitscotland scotspirit letthemusicplay wearamask lockdownuk,0.0
66,new york go wait federal government protect new yorkers make mistake back spring new,0.10227272727272727
67,early gave slogan go corona corona go corona go new coronavirus strain give slogan,0.11818181818181818
68,update extend delivery period due situation thailand highly apologize keep everyone w,0.0175
69,sleep night dad lose fight covid yesterday boxing day catch,0.0
70,trump golfing floridapence skiing vail kill we troop raise kill unemployment benefit,0.0
71,lucky covid happen imagine happen month house nokia play fucki,0.3333333333333333
72,engage irish historicalromance reader love lady ellen amp brooklynnewlondon combine love motherh,0.3333333333333333
73,he s forget there s economic damage coronavirus,0.2
74,guess big deal major us city suffer truck bombing domestic terrorist guess big deal,0.015625
75,president trump sign congress late covid relief bill allow benefit lapse many jobless americans,0.1
76,think pandemic make even cynical politician mediawe shall try eve,-0.6
77,julius de guzman lvn hacienda heights can die loved evening family glass johnny walker blue label hand always first dance floordancing amp singe sinatras way healthcareheroe,0.31666666666666665
78,icymi society midst painful reckoning work threeheaded hydra pandemic economic collapse racism affect every aspect culturehockey govern body include,-0.24999999999999997
79,need donation ensure continue support postcovid poetry community throughout beyond double donation reach,0.0
80,vaccine update ut health san antonio discuss late vaccine news include moderna vaccine current state pandemic vaccine could make available general publicvideo,0.03750000000000001
81,course raise another important point regarding affect mortality well target mitigation high risk area real danger covid general,0.2025
82,ever wonder rich die dread man streetthe virus thrive cold temperat,-0.11249999999999999
83,bengal sanitization deliver clean sanitize product location minimal rate choose what s good choose affordablerate sanitizationnearme sanitizationinkolkata,0.32222222222222224
84,question age,0.0
85,coronavirus lockdown change livesnot huge fan design data tell interesting storyhttpstcochdxkcmdqa,0.45000000000000007
86,americans hospital symptom tuesday large number currently hospitalize people virus since pandemic start accord covid tracking project,0.10714285714285714
87,shanghai public health clinical center set chinas first dedicated department closedloop management bid normalize management amp treatment infectious disease,0.049999999999999996
88,way encourage senior stay activestaye active help stay healthy strong home way encourage senior stay set fitness create exercise join senior fitness classessenior stayactive,0.26666666666666666
89,coincidence coronavirus number we bad world culture country,-0.6999999999999998
90,remember shut economy have not miss paycheck since lockdown begin toget,0.0
91,mother give birth intubate welcome baby home,0.8
92,doctor make difficult decision deliver baby girl week mother test positive early september ventilator,-0.057575757575757565
93,imperative young patient nurse gwen lea treat childrens wisconsin do not contract,0.1
94,well do volunteer stanne,0.0
95,scan support network coronavirus affect every aspect pregnancy childbirthdure first wave pandemic three woman speak newsnight experience pregnant baby,0.29166666666666663
96,high park close vehicle traffic weekend park close car traffic throughout pandemic create space people get activecityoftoronto,0.16
97,yes power stop spread three simple step wearamask keep foot apart wash hand least second,-0.09999999999999999
98,state face host ethical logistical question vaccine production continue ramp heres process complex louisiana states,-0.04999999999999999
99,fate bipartisan package remain limbo sunday president trump continue demand large covid relief check,0.21428571428571427
100,begin jan employer long require give employee become sick two week pay leave,-0.3821428571428572
101,doctor make difficult decision deliver baby girl week mother test positive early september ventilator,-0.057575757575757565
102,state face host ethical logistical question vaccine production continue ramp heres process complex louisiana states,-0.04999999999999999
103,stay home,0.0
104,state face host ethical logistical question vaccine production continue ramp heres process complex louisiana states,-0.04999999999999999
105,sen tedcruz help two texas patron billionaire fracker get million pandemic relief loan,0.0
106,govt prepare pandemic preparedness government must release report say informatio,0.0
107,many travel plan cancel may get see love one want personal problem habit affect professional career please do not hesitate seek help healthy mentality essential army way life,0.26666666666666666
108,christ lifetime live cobh,0.13636363636363635
109,vaccine safe effective give good protection coronavirusthe nhs let know turn vaccinefind,0.6
110,urgent stay home must stay home unless legally permit information tier visit,0.2
111,good michaels favorite content week include view pandemic huge catalyst thing money can not buy investing market,0.5333333333333333
112,rajasthan chief minister ashok gehlot saturday say preparation launch vaccination drive coronavirus go well state,0.0
113,battery course gs yuasa,0.0
114,president trump sign congress late covid relief bill allow benefit lapse many jobless americans,0.1
115,international travel restriction may change little noticeif permit travel abroad plan check late advice travel prepare stay overseas long plan,-0.134375
116,pandemic cause disruption student every turn good enough forget student demand pledge support help we lobby change want see forgottenstudent,0.35
117,emergency number remember national lockdownhttpstcobbuyuuhopc,0.0
118,manila extend uk flight ban china urge control coronavirus,0.0
119,put protective glass protect staff coronaviruscustomer,0.0
120,tremendous honour recognise majesty queen founder great great grandson help chain,0.6444444444444445
121,california strict restriction we yet surge,0.0
122,tweet rise popularity within science pulse database,0.0
123,current condition sayre patemp chill point barometer inhgwind mph secorona virus weekly statscase nepa bradfordcounty,0.0
124,covid gon magically disappear,0.5
125,dr edith marreropesquera pediatrician bayamon puerto rico die christmas day take day,0.0
