,full_text
0,sale alertyou get live japan vinyl right also virtual utopia exp
1,musicsong another day paradise joslin phil lyric create base covid kill friend tdhlyricist tdhcreate
2,break denmark prime minister say long socially critical restriction lift tuesday
3,twice love ring
4,stop pick georgewhat happen australia free country happen agree disagree
5,exhausted maskup covid getvaccinate getvaccinatednow getvaccinatedandbooste work together stop spread soon move
6,thought would go back rock do not problem people feel good interest get shoot choose anyone wish harm other vaccine status pos matter position
7,shaky voice yeah meemaw goope gag
8,americans keep perpetual state covid panic time pivot fox news
9,that s small pox vaccine effective eliminate small pox current covid vaccine do not anything remotely similar do not stop get covid do not stop spread covid
10,true fda personnel prosecute cover vaccine
11,hahaha cancel
12,million raise hundred canadian trucker drive capital protest vaccine
13,mam amp dad decidedly provaccinewhy grow country entire f
14,fck covid
15,you re refuse wear mask ignore order mandate never show vax pass eat resta
16,covid kill amp disable order magnitude people flu comparison workhowever many
17,day late dollar short already take jab keep job people hold got fire ge
18,lucky good vaccine world have not first one still await novavax available australia
19,american people deserve know pandemic start know nih fund dangerous gainoffunction research
20,start read doctor say vaccine misinformationsomeone tell real doctor real concern vaccine mandate
21,indiana general assembly would well focus deal real problem teacher school confrontlack funding teacher shortage pandemic disruption etcnot create new one crt menace red herring
22,one tired government official ministry truth call censorship
23,you ve misinform people get new variant vaccinate
24,americans die today probably around unvaccinatedthat die needlessly
25,youtube ban fox news host dan bongino permanently channel suspend week post video
26,getting vaccinate also boost ability antibody neutralise fight seasonal co
27,dis disney holy mickey mouse ear look gap look huge elliot wave theory get start
28,impact covid exacerbate woman across every sphere include increase risk genderbase violence amp eco
29,break denmark prime minister say long socially critical restriction lift tuesday
30,expect you ll able get disability catch long covid already nearly impossible mo
31,open twitter read mcminn county tn school ban use book maus teach student holocaust ho
32,got post trucker supporter say algonquin support convoy
33,remember bilateral lung transplant covid june september bilater
34,customer really come ask whole covid thing go to lmfao bro idk let go ask manager
35,lot stuff go around nowunderstandable partly correct eliminate omicron infection impossible arg
36,educate bark got expose covid positive person symptom will not show yet b
37,grace we incredible variant cover issue step bloody stepour debut issue fo
38,will not medium person ask contract place vaccine quota really drive mandate health monetary penalty quota be not meet
39,say zero fucks give mean zero infinity fuck
40,pm suga even appoint advisory committee convention every new prime minister lead country yea
41,sick sick sickflsurgeongen refuse apologize express regret refuse wear mask office florida se
42,cp go protect child parent like will not wear mask blame president behavior crock shit meghan someone go check child unfit like anti masker dumb af
43,bill fan arrest charge felony use fake vaccine card attend game
44,antivaxxer simply procovidstill choice side coin
45,covid first thing meghan mccain get without use father name
46,day ago sara palin test positive covid tonite she s eat restaurant pic twitter crowd
47,people b everyone else herd immunity infect kid other bust ass create next ge
48,genuinely confuse desantis demand regeneron do not work omic
49,confident first show music company nervous show member compa
50,whoops mean trouble do not least try stay safethey stil
51,wow induce paracrine death senescence cell signaturei write paracrine cell
52,know transmission link unvaxxe attendee desperate
53,canada lead decent honest people would end health restriction announce end pandemic
54,interested read legal ground legal action federal government ban
55,moment silence yo army veteran longtime nurse jeff sales fully vaccinate work covid unit
