,full_text
0,favorite christmas gift homemade coronavirus cat toy mom
1,south africa health come say pandemic tell pfizer shove vaccine arse do not work need australia make spikeagan make old fashion way death side effect last jab
2,new average daily coronavirus case we reach high since pandemic begin
3,omicron delta know make baby country delta do not stop
4,
5,be not rentagospel scott morrison fly around country visit every icu amp lay hand people sufferi
6,happy new year like challenge make bad year represent difficul
7,good thing come pandemic
8,introduce florona double infection influenza covid woman find vaccinate
9,drop ep call variant capitalize random attention beyond omarionthee
10,movie thing start
11,pretty sure carlin would take vaccine madeinamerica amp approve fda protect madeinchina virus know smart guy would not fall qanon fake conspiracy crap would wear mask be not idiot
12,everyone getting covidvaxe unvaxed everyonestop shame
13,greg abbott horrible governor day ask federal aid fight covid boast beat b
14,want see letter sign school board say report case count within school onpoli cov
15,someone tell hillary clinton covid go testify go away already
16,we ve reach stage even emergency care rationedone aampe see people lif
17,virginia woolfs new year resolution free amp kindly sometimes read sometimes
18,go surgeon office yesterday none worker mask ask doc say mask be not stop
19,maybe covid
20,ask omicron go bad national guard already deploy state help keep hospital runn
21,shocking scene scotland police sadly lose respect people heavy handed approach daft useless
22,current monoclonal be not work omicron creep blood handsthe last time abbot got covid delta take antibody prob think home free plus repeat infection even variant comorbiditie
23,break florida reporting increase case governor fail state
24,point rat unreliabletypical disclaimer negative test result n
25,brexit kick real week big new obstacle import food europe eg uks vegetable
26,covid zero impossible omicron what s point even try reduceslow transmissionmy answer
27,remember first hero covid war
28,bubblesno testingno lockdownsno harassment jabno vaccine passportsyes
29,yet another study time austria find smoker much less likely get covid nonsmoker
30,least south australians hospitalise covid fully vaccinate assume two dose
31,ask omicron go bad national guard already deploy state help keep hospital runn
32,happy new year texans idiotic governor governor push business away able requ
33,yea think that s happen offseason entire season gets destroy covid yep bubble even play field team get embarrassed many time short offseason ever injury happen yet happen
34,see london see france see world fail omicron amp pull underpant wave
35,do not remember remember listen interview one point pandemic musing aloud interview give you re hope attract customer business
36,quebec previous lockdown five month current lockdown indefinitely limit government power could
37,oh
38,psa covid vaccine never suppose prevent get covid still get covidthe
39,hype omicron do not help anyone go around like regular flu know people people risk vaccinate stop fear mongering
40,one word faith faith god keep promise whole list faith statement despite end start covid faith
41,roman reign test positive per sourcesa result will not compete tonight wwe ppv
42,increase overall bed use include covid positive negative patient imply additional load likely covid particularly pronounce western mass surprising give underwhelme vax rate hampden county
43,repetition mother learn keep repeat fully vaxxe boost
44,eye hurricane front half storm pass seem calm covid narrative
45,problem probably hit large delta wave omicron storm scene weird way huge case number good sign suggest omicron arrive datum increase less deadly even unvaxxe
46,usaid warn worsen humanitarian situation tigray continue blockade force eviction western tigray globe
47,break florida reporting increase case governor fail state
48,already untenable hospital effectively care covid patient elective surgery
49,cdc cdc want c way c
50,depressingly relevant new year cartoon exactly year ago end previous deadly pandemic
51,cdc cdc lemme c dem titty
52,ht emerald robinsonthe pandemic force get vaccine vaccine force get vacci
53,do not covid flu symptom covid can not taste nothing can not smell nothing I ve get headache whole face hurt
54,case covid also exist flu shot clinic
55,break florida report recordshattere number new case friday people test
56,covid bc dangerous judge child bcpoli omicron
57,one truthful answer jab spread virus first infect inoculate
58,tas le covid bg
59,dr robert malone expose government response lawless completely disreg
60,colt officially activate qb carson wentz list
61,malone virologist expert social science history discipline push ivermectin selfadministere hydroxychloroquine threat serious side effect push medical disinformation covid
62,million people disabled long covid horrific illness go expensive bi
63,you re protest pfizer covid vaccine still pop viagra make pfizer make hypocrite happ
64,happy let everyone know accord pcr test take day ago get result
65,case I m sure religion say think case pandemic rule good human kind believe god would care
66,thought one together brave musli
