,full_text
0,message nhs workers london know see increase young kid baby toddler sev
1,heart go kid autism kid eczema kid asthma kid learn difficulty deaf kid k
2,love much mo give chief daddy script could not say tell
3,see corporation shamelessly profiteer pandemic clearly see harvey
4,uk hospital see critical staff shortage caseload maybe whoever arrogantly push omicron mild ne
5,covid may airborne pathogen vascular disease also attack organ brain really wish pu
6,long gap two notification fault candidate candidate hav
7,massive ground rural outreach partner transportation company expand access testingva
8,italy evaluate plan require covid booster vaccination every four month green pass valid
9,bts suga fully recover release isolation noon today bighit say add
10,casual reminder disabled child exist deserve education grave risk coronavirus anyone pe
11,covid live uk grind halt isolation rule bin collection scrap nationwide
12,dumbass blame covid control would get vaccinate would control viru
13,national cabinet policy deliberately release hell xmas holiday
14,huge march street amsterdam continue covid restriction today
15,I ve dodge many bullet point lmaoo
16,pause moment grieve life lose life interrupt life permanently alter rele
17,do not understand people who ve vaccine shot reluctant booster
18,week liz truss fight taxpayer fund lunch tory vote labour mot
19,tufton street people bring we brexit covidvaccine denial put energy stop progre
20,see lot folk fence send kid school week would say need trust
21,film director producer ekta kapoor test positive
22,bts suga fully recover release isolation noon today bighit say add
23,london do not get dereham last week people wear hi vis jackets lady mullet
24,min excited
25,dad test positif covid let test finish eat
26,pfizer maddiedegaray injure pfizer trial hide leaveourkidsalone
27,government want handle thing federal state think omicron bad someone act thing control nextno rapid antigen around pcr amp medical pressure amp sco mo say live great many
28,sky news many people icu covidnadhim zahawi do not datasky news many extra teaching
29,tweet saparli auspol
30,regime give world covid complain deserve credit supply poor county ppe testin
31,avoid covid two year give god complex could ever imagine know time come
32,school advise minister start prepare covid staff shortage merge class large group
33,idk do not think variant still limit ina brand have not officially announce anything rumour launch officially feb
34,meanwhile india number rise fast maskless politician hold public rally street show
35,respectfully disagree presentation time sympathize medical community vaccine status should not deny healthcare though sorry many job shortage cause overload that s come every corner
36,court rule die portugal
37,case soar british medium tell public truth play omicron mild
38,what s mild one person death sentence another discussion omicron steep ableism
39,less predict month ago nicola sturgeon ramp fear prepare
40,amazing well disguise you d never guess blessing look much like disaster torycovidcatastrophe herdimmunity
41,folk ig shamelessly roam beach without mask
42,happy warm cheerful healthy safe smart new year stop criminalcruelcrookeddirtyhomicide
43,watch hour interview amazed candid robert malone brave man say thing
44,january year lockdown gameplay iteration lovely community get see retention increase start grow monthonmonth france uk
45,choose follow de blasio fail covid restriction demise result fail
46,starmer must well johnson whatever think vote gtto lets look
47,can not send child school allow omicronthis could blessing disguiseboris johns
48,alivein something worthy celebration midst pandemic people follow rule
49,live another year pandemic real need take compassionate look selfdevelopment
50,there s racism healthcare system gasp
51,people feel get good government refresh parliament gtto
52,disgusted measure protect primary school child absolutely revolting
53,israel admit foreigner presume immunity jan
54,see upscmain postponeupscmain
55,that s exactly variant would say
56,twitter family symptom omicron infection low grade fever extreme tiredness sore throatdr
57,international medium blame kolkatas park street christmas celebration new covid case report west bengal
58,unfunny variant
59,hopefully scrap day pcr test least make lft make way sense lft straight away instead isolate get pcr result omicron everywhere like closing door horse bolt lol
60,lakh covid case report usa single daydear international medium usa allow kumbh mela
61,tufton street people bring we brexit covidvaccine denial put energy stop progre
62,lakh covid case report usa single daydear international medium usa allow kumbh mela
63,obviously vaccine make people infect
64,hand put amount energy want people sick oh I ve omicron mild
65,lets start observational datum country introduce mandate masking within day first case
66,last time ask child wear mask child abuse ask child wear mask try
67,vile
68,devastating decline religious practice among young pole say primate polandhe cite
69,blow anyone else mind essentially government say teacher know you re
70,man charge sas pandemic response police commissioner grant stevens test positive covid accord
71,hell be not anyone talk another stimulus package obvious new variant shut thing
72,go to stay home well bc there s lot false negative aus know
73,safely manage need use package measure include vaccination well ventilation air filtration
74,new case report pune city jan fully vaccinate however requir
75,excellent thread explain new letter global covid strategy c
76,namjoon herecovid isolation come endso shall mark bunggyeong cast away bad luc
77,understand transmission predominantly airborne rather droplet fundamental knowing hi
78,think go see many drs nurse leave nhs end pandemicthe way
79,political turf war control illusionist human control virus conspiracy theorist mild dise
80,several vaxxed friend sure covid can not find testing center openhave availabil
81,people reel dance old bollywood music real pandemic
82,I m sorry republic ireland go fully looper covid drama place madhouse
83,imagine understand update hospital amp vaccination fast would well prepare delta would not extreme lockdown people die mate every year flu cancer car accident need realise covid part
84,omicron school closing debate frustrating frame exclusively political actually
85,return healthcare professional interested support vaccination programme get touch local health board vaccination volunteer
86,covid restriction england expect week thank people test get booster cabinet minister suggestedhttpstcokpfvmoslil
87,south africa lift midnight curfew people movement immediate effect believe country pass peak fourth wave drive omicron omicron
88,read ecacc cell line key vitro tool research pandemicresponse cellline virus
89,nation contemplate technosovereignty amidst pandemic indias unique model serve case study democratising technology digitalisation internet
90,do not kill student closeschoolsandcollege omicron
91,everyone age eligible booster getboostednow either book appointment onlinesearch walkin site find walk centre
92,would suggest take rapid test swab tonsil instead there s evidence omicron reside different part body previous variant would explain many people get false negative
93,hey friend you ve contact someone covid positive symptomatic amp untested need tel
94,antivaxxer fear great healer cure like retweet greathealer
95,defense secretary lloyd austin test positive
96,deadly delta least order magnitude deadly omicron maybe even folk pandemic month vaccine do not end omicron go endemic mode
97,u fully prepare omicron covid tell cm arvindkejriwal do not blame centre
98,early afternoon sunday us flight worldwide cancel accord tracking service
99,supremecourt sunday decide conduct hearing virtual mode two week start jan view rise number case omicronvariant
100,elderly turks make majority fatality last month health minister say call people adhere rule protection mask
101,highlightsluuk de jong header prove difference covidhit win mallorcabeinliga mallorcabarca
102,testing available within north ayrshire week symptom well without symptom find get test locally symptom visit
103,temit chetan sehgal speak tech trend emergingmarket highlight pandemic give digitalisation permanent uplift
104,earth government prepare thisthe government asleep wheel come engl
105,notice bts sugas full recovery
106,exist vaccine still protect people contract omicron variant severe covid case nearnft near nearprotocol para cryptoart digitalart tradingcard vaxie healthcarenft omicron vaccinationworks
107,new variant world urgently need vaccine equity
108,invest pby today per share stock price rebound back prepandemic price investment would worth that s growth profit see agma orly nxrt vet
109,life choose loyalty value thank appreciate simple token gratitude see soon infinityspa
110,hospital admission lockdown pursuit lead accident injury
111,us flight worldwide ground sunday accord tracking service flightaware
112,lionel messi one four paris stgermain player test positive messi
113,police use dog baton violent clash antilockdown protester coronavirus amsterdam nether
114,temporary evening reduction light ongoing staffing challenge rise omicron infection rate see around country make temporary reduction reduce evening frequency route tomorrow
115,india chess federation monday announce postponement several national level championship schedule month view rise number case country restriction impose various
116,twitter say permanently ban personal account republican us representative marjorietaylorgreene tweet repeatedly violate social medium platform policy misinformation
117,surge omicron infection could see israel reach herd immunity countrys top health official say sunday daily case continue
118,vaccination booking open child aged year old first take place next monday january book appointment granville centre blacktown hospital vaccination clinic
119,extent antisemitic narrative find way conspiracy theory vaccination read new blog post topic write marianna karakoulaki
120,outlookmagazine time apocalypse begin world already endeda covid wave hit india die gasp oxygen amp every day apocalyptic situation could imagine movie become reality
121,nurse ari know protocol always wear mask always show ass patient never let leave single penny leftthat work drain clinic findom therapy goone almost free
122,covid restriction england expect week thank people test get booster cabinet minister
123,hey bro corona go post trumphope vaccinate
124,reduce isolation period tough balancing act without risk professor immunology imperial college london tell
125,medical researcher indicate omicron coronavirus variant unlikely replace delta variant due genetic difference also expect less severe see
126,review another difficult year still impact world global supply chain issue cost living rise rapidly also look issue particular interest church
127,big rom big mistake var fire messi catch warmup return first time
128,positive covid patient see give medium briefing without mask terrible event indeed
