,full_text
0,sided keep vaccine disinformation alive well platformb
1,great work leadership et al get large muliticenter nanccollaborative effort stroke publish excited part fascinating work
2,tour de force pandemic research webinar tonight huge thank amp rosie man
3,care home manager sack unjabved november home currently close covi
4,good see recently combine implementation vaccine passport booster mask mandate restriction
5,confirmation hearing today desantis surgeon general nominee joseph ladapo ask simple question
6,message wear helmet
7,there s free safe effective vaccine
8,dear surprise we
9,need drop covid nonsense completely leave ndp communist ideal themselvesway background corrupt msm need ignore completely
10,happen theorder many force people regularly expirebutexpert europ
11,happeningdenmark announce remove restriction include covid passport face mask r
12,pandemic will not end host another vaccination db seminar series booster edition
13,try manipulate datum much want israel shot mrna incredibly high com
14,former newfoundland premier brian peckford launch charter challenge federal government air travel vaccine
15,jan fauci learn agency indirectly fund wuhan lab jan fauci learn
16,really plot kill conservative rightwe medium try keep unvaxxe absol
17,oscanlon murphy administration covid prediction consistently dramatically would comicalif government cred
18,covid rob we see gymnastskater luck pass traditioni want see vlada listy gelya go wish luck kamila sasha anna
19,corona soldier idiot anyways you re fine
20,open border nowstop nonsensestop fearmongeringcovid will not go away will not terminate covid e
21,situation good probably ever go to beyet nothing really change still continually look shoulder wait next lockdown
22,government decide ration healthcare instead suppress covid high risk co
23,oh I m eh still battle covid
24,can not get vaccine type diabete either
25,deny early covid treatment hold accountable death many people
26,one thing love work home could stay dress gown day give fuck look like conference call
27,interesting part study relate vaccine capability prevent asymptomatic infection would
28,know person drive mask have not give lift drop someone covid airborne would make sense
29,read article headline read unvaccinated nhs worker coerce get vaccine die day
30,albertan die covid last day muslim woman still assault edmonton unmarked grave
31,autopsy result implicate platelet pathogenesis complication study addition
32,drug treat omicron come available south florida leader
33,really care bellletstalk mental health would acknowledge harm rolling lockdown
34,government response pandemicrelate trauma child go destabilize school demora
35,pi variant next
36,everyone planet vaccinate least time would equal billion dose vaccine company
37,shaky voice yeah meemaw goope gag
38,feel sympathy die covid
39,early hint norway people infect omicron reinfecte shortly
40,fantastic news toronto district school board return regular class schedule subject per dayk
41,plan b public health measure end tomorrow should nt political move governmentlot peop
