,full_text
0,go
1,do not eat perfect solution science win you ve solve maskhole pandemic congratulation
2,tenet release push back avoid scheduling conflict vod juggernaut nose tail frankly really afraid
3,I ve see movie monkey miss crash trucksone truck carry monkey pennsylv
4,last hour maga gop hascompare vaccine mandate holocaust tucker carlsonmtgaske jews doi
5,tweet amp retweet speed fast corona virus release tweet bullet speed emerge winner tej
6,senkevincramer please consideration legislation rename nd socalled death covid freedom e
7,covid conspiracy theory entire pandemic plot turn personally conservative
8,kudo derasachasauda volunteer yamunanagar haryana distribute mask local public stop prevent
9,despite case per day covid take nhs bed death per day government throw
10,break heart can not imagine terror child family
11,going say covid endemic going accept live society movin
12,jury instrumental infection hospitalisation death several month
13,school district send desperate email parent beg come act substitute along
14,love one nursing home outbreak anywhere aus right please ask question ring f
15,cover iron man far I m aware every suit wear avengers comic we ve hit
16,abbotts national guard operation border pathetic political stunt waste billion deploy parttime troop wi
17,suck dick portugal could never shit
18,eugenics straight eugenic
19,massive canadian trucker convoy way ottawa trucker vaccine mandate
20,break report new hampshire seek make ivermectin alternative covid treatment law
21,probably good limited series I ve see year nearly amp one profound work pandemicera art I ve see yet emotionally satisfy wellearned ending amongst narrative thread act allaround excellent stationeleven
22,sorry mommy mommy hug scared do not like mommythis react put ventilator amo
23,racism humor racism headline action perpetuate hate xenophobia
24,massive canadian trucker convoy way ottawa trucker vaccine mandate
25,oh boy love raise double standard government encourage backpacker return oz aban
26,I m high school teacher amp track coach let tell something covid amp high school kidseven mild case cov
27,last hour maga gop hascompare vaccine mandate holocaust tucker carlsonmtgaske jews doi
28,I m go keep say journalist make connection people currently die underlie condit
29,last time someone make liveaction adaptation cat literally start pandemic
30,covid depression bitch
31,edge cliff trucking industry leader say rewarding people work vaccine mandate worsen
32,we report new daily coronavirus death year
33,act update jan dose dose dose case
34,agree I m agreeable let catch free
35,other leave oz similar reason amp nd be not nd refuse due vaccine make choice can not expect nation bow wish especially behave poorly show little respect oz rule mistake
36,covid spread keep distance get vaccinate wear mask
37,dear story student got covid three timesanother one student got covid two time
38,assam security tighten guwahati railway station ahead republic day celebrationsall unauthorized entry statio
39,leave billboard shield white guy compare asian group artist covid name humor pin
40,prayer maho god bless
41,history natural immunitypast yearsscientific factjanuary january conspiracy theo
42,racism humor racism headline action perpetuate hate xenophobia
43,long suspect wonder number rsa
44,despite know weak impact new covid strain delhi weekend curfew today also mean legally w
45,navient let hook horrid loophole everyone student borrow fed sub unsub loan leave covid relief get interest back put towards principal studentloan
46,massive canadian trucker convoy way ottawa trucker vaccine mandate
47,name josh still do not know wear mask
48,record million americans sick covid rate surge cbs news that s happen let rip covid thr
49,year ago today we report first confirm case
50,live covid moment everyone part ensure protect vulnerable getting vaccinate wear mask simple right thing getvaccinatednow wearamask
51,right
52,biden admin launch phone line americans order four free covid test per household expand availabil
53,ethical principle free inform medical consentguaranteed nuremberg code helsinki declaration th
54,ridiculous comment admit covid develop secondary infection pulmonary embolus complication die covid excess death official death essentially due covid
55,clear would force vaccination vaccine mandate workplace people must interact colleague public
56,school can not say covid cause shut look unmasked parent pick
57,australia hesitate new mask advicethey hard find like rat one reason governm
58,lol thank goodness buy set dollar cost average time context amazing never think would see day panic
59,vaccine statistic vaccine administer across pakistan last vaccine administer till
60,framework agreement maintenance service national regional cold room vaccine store
61,scary stuff happen right colonization steroid lead fool tell
62,kiddo test positive covid monday amp quarantine test positive today miss wk
63,
64,lawsuit file federal court phoenix come week us treasury department demand ducey either restructure million program eliminate
65,redo pcr test come isolationwhat step follow end isolation find
66,chinese mainland record locally transmit infection friday national health commission say saturday friday see new local infection beijing six tianjin four henan three guangdong accord commission
67,I m stayathome parent lose home demon wall I m win new car
68,almost covid restriction lift new turning point happy wake morning nphet freedomday endthepandemic
69,india report record lakh case active infection high day
70,good mornig sa always sanitize enter leave restaurant visit late relate information vaccinatetosavesouthafrica
71,massive corruption fund
72,travel consult measure place concern condition travel france united
73,may eligible receive tax refund thank stimulus law
74,factcheck asymptomatic healthy read symptom health fact
75,candy corn ditto first variant
76,gene wuyou moron biggest bright possible way keep spread demonrat love people like talk follow science yes let follow science ill wait nut job
77,life normal long florida do not even remember pandemic
78,wishful thinking incompetent handle pandemic summer shatter chance scott morrison pull another improbable election win write auspol satpaper
79,own lib confess I m dumb wear mask without instruction
80,also wear mask restaurant soon sit do not lol
81,three bill file support right oklahoma oppression exploitation virushttpstcogjbjlxyrft
82,daily new coronavirus infection russia reach alltime high authority blame highly contagious omicron variant w
83,high value liberal culture censorshipthey prattle endlessly protect sanctity democracy w
84,yes ordinary citizen declare bandh day govts use law declare illegal causing loss exchequerwhat govts declare bandh year compensate loss lockdown stopdelockdown
85,watch lecture download slide vaccine science course thank great panel presenter maryann davies hassan mahome sharing expertise bhekisisaresource
86,rrr maker ramcharan jrntr starrer book two date release keep pandemic
87,one good way joe biden could attack pandemic boost uss vaccination rate would fight medicare least public option refuse
88,brexit show everything true colour msm blatant eu people blatant brexit msm should ve move back neutral pandemic govt bash relentless youth brainwash globalist education amp medium
89,editorial provide comprehensive review know harmful effect infection pregnant woman effect
90,ultimately climate agenda matter global justice survivalandrechkemmer httpstcoafggviouwp
91,record coronavirus incidence report sweden disease infection europe pandemic via
92,cry day anguish people lock japan covid
93,new federal vaccine mandate foreign trucker go effect today big concern could worsen supply chain
94,covid death even though vaccine
95,one early riser late episode realfootballcast live week pod squad discuss httpstcouoevxqbuvq premierleague covid efc sack rafa mcfc clear cfc beat lfc still hunt amp
96,queensland record new covid case open international visitor chief health officer make surprising
97,would get free covid test
98,
99,booster shot need omicron cdc study
100,omicron variant move across us childrens mental physical health top mind parent center disease control prevention say maybe should not participate healthy competitive sport
101,ama queensland member dr answer vaccine questionsthe interval get vaccine booster shot buy forward three month
102,icymi watch study suggest two cannabinoid acid prevent enter cell cause infection human herbimmunity
103,tune late episode thesunoindiashow host speak understand omicron different early variant coronavirus symptom treatment
104,covid rage school swamp hospital first act utah legislature law help spr
105,canadians die covid today today almost covid death preventable kill canadians mis
106,we people die covid past week die ebola whole west africa epide
107,current condition sayre patemp chill point barometer inhgwind mph nnwcorona virus weekly statscase nepa bradfordcounty
108,order free home covid test
109,male podcaster real pandemic
110,well fever thankfully covid negative try active trophy await karan
111,silambarasantr vendhuthanindhathukaadu vtk ready april amp release plan finalise base
112,watch massive canadian trucker convoy way ottawa participate trucker vaccine mandate protesth
113,great news ireland getting rid vaccine passport
114,racism humor racism headline action perpetuate hate xenophobia
115,none indias export enjoy pricing power globally pandemic give we billion export one time surge dissipate time eat pricing power able pass cost increase globe amp absorb
116,I m come home stay
117,ok hear yin say reason decide series go japan unable bcs covid amp war amp wish go menifeste go japan together hyinwr yinyinanw warwanarat
118,history natural immunitypast yearsscientific factjanuary january conspiracy theo
119,we people die covid past week die ebola whole west africa epide
120,covid death even though vaccine
121,say I m kind shock still wrap head around news conference dr henry seem like compl
122,atin lockdown alert please do not respond anything negative nature outside family thank
123,irish eye smile vaccine passport come end
