,full_text
0,omg realise lock girl stay safe
1,lmao halfway thru election day cdc say ok break quarantine you re covid infect get vote de
2,election day everything line job health care whether get pandemic control
3,tough compare people I m single make redundant due covid clue I m go to go that s fine you re alone feeling dms always open btw
4,great ad
5,someone write vote todayi vote friend die covid could notele
6,sandy hook say never nearly eight year later still bury child join
7,delight noblerotbar soho treat help see we lockdown
8,new york world fair park flush queen nyphotography brutal house
9,hello chronically ill vulnerable person remind lockdown never end disabled peop
10,horrifying
11,corteva ceo jim collins speak financial time global food system summit todayhe highlight
12,zero new case zero life lose report last hour day roll average ca
13,reckon get dansfault trend result really dansfault definitely scottsfaul
14,south dakota gov kristi noem science also tell we can not stop virus false country like sou
15,joe say wear mask
16,news do not even tell weather anymore straight good morning coronavirus
17,election day everything line job health care whether get pandemic control
18,criminal
19,vote john lewisvote rbgvote americans who ve die covidvote dreamer child sep
20,many new covid case emerge folk socialize large groupshealthy young people may ri
21,education minister dan tehan want microcredential permanent fixture australian education stockhead good world
22,oh peyton poor little ladthought devastate familyps someone tell allison pearson
23,two week ago warn bbc scotland appear look angle run smear attack use covi
24,whilst we election amp covid abound busy mutter away cute local marlow community
25,truth vote like never
26,contact trace amp cluster investigation key break transmissionim glad much attention thi
27,brazil allow johnson amp johnson resume trial vaccine
28,andrew cuomo seize chaos suffer pandemic try sabotage major force progressive ch
29,radio today tomorrow wella simple message govt ignore advice miss chance
30,georgia may get revenge today could governor lead covid
31,modern university never manage campus life global pandemic plenty guidance defin
32,sepsis cause outofcontrol immune response infection lead cause death mcmaster h
33,reopen case rise lockdown temporary fix
34,headline tuesday november cyberschool update state bind madison academic cross country daily report
35,election day everything line job health care whether get pandemic control
36,voteto remove tyrantto elect first woman vpto give voice americans kill trump covid lie amp
37,election day everything line job health care whether get pandemic control
38,politician do not typically spend last week election murder votersmay history
39,point nightingale hospital going put patient do not enough nurse etc operate get away lockdown another one population suffer protect
40,usa track smash new case today remember president tell supporter
41,evidence find expert check tube bus network trace virusthe late
42,update fbi investigate robocall tell million people stay home electiondaythe call report
43,real piece crap want national mask mandate hope asswipe vote like start socialist lockdown government screw anyone vote socialist ass kamala oversee removal president health reason
44,sweden case per case icu end octobermove wrong directionthe l
45,oxford uni amp astrazenecas coronavirus vaccine work completely amp build sturdy immunity research say astrazenecas immunity perfectly strong study work
46,trump let putin get away murder troop troop trump call loser sucker blame gold star family fo
47,energy shamima begum oh white male
48,administration literally leave white house playbook would show respond
49,record message womans voice tell stay home
50,difference life literally difference live terror peace stagnation progress senior citizen social security medicare fund fund difference pandemic preparedness team action herdimmunity
51,want you all know save many r
52,election day everything line job health care whether get pandemic control
53,election day pregnant wife er doc hospital deal w runaway pandemic
54,photo via quite something voter infect cast ballot help election
