,full_text
0,precedent past people be not dumb enough ask go church pandemic accept need do
1,spend today give thank we probably will not think essential people who ve spend entire
2,you d think people would want avoid pack church deadly pandemic courtesy protect
3,reveal lack empathy lot people
4,think last hear supercharged conservative majority supreme court mess covi
5,captstay safe please
6,forever purge fast amp furious time die heres move tv show impact
7,track turkeys credit flow gdp height covi
8,victory supreme courtthe court rule cuomo attempt unconstitutionally restrict relig
9,work one big hospital state tell covid ic
10,we whether scientist clinician researcher really would like see help group
11,I ve watch first two season soprano since covid started never see one minute begin first season break bad great jump shark psa day
12,please protocol work
13,german get get
14,without negate tragedic injustice we avoid nz lock down do not forget
15,expose crack capitalism age covid teacher free speech fall news view
16,exactly toilet news hell care miley cyrus struggle pandemic like she s one that s struggle ur absolutely pathetic
17,reveal lack empathy lot people
18,pfeffel deploy well wear trick threaten we another full lockdown blame we
19,state governor mandate wear mask
20,people come sensitize masse preventive measure fire outbreak home
21,know would not even mad bc like week debut new wardrobe third lockdown
22,midnight night thanksgiving supreme court block new york gov andrew cuomo enforce
23,nope false narrative presumably nobody get sick anymore covid nobody die anymore covid sound like koolaid ccp liberal idiotspropaganda machine
24,florida extend ban city impose mask mandatescritic call move kill spree ha
25,gop scotus attack blue state decisionnys policy limit covid spread strike scotu make lie write state law spur spread covid safe state we
26,happysociallydistanced maskwearing stayathome crowdavoiding visit relative amp friend zoom watchin
27,need pullout game u get covid
28,tie gift shirt via uniquegifts shopsmall blackfriday uniquegifts christmasgift
29,support makeamazonpay
30,young native activist quite dear already make historic contribution movement right
31,cuomo say we supreme court rule irrelevant
32,weird china tawian vietnam japan singapore new zealand do not close theme park anymore government actually deal
33,italy woman kill every three daysitalys lockdown act accelerator femicide accordin
34,ironically show good example social distancing pitch
35,another thing add list reason thankful today even pandemic constitution can not b
36,maybe corona
37,amid estimate today cancer may undetecte due pandemic important ever
38,fake dubai bind passenger arrest jkia police seize fake yellow fever c
39,front line kitchen move beautifullywritten piece
40,can not restrict people go place worship midst bad pandemic century tell peopl
41,amazon ceo jeff bezos give every amazon worker pandemic bonus he d still rich star
42,need buy drug kid pay hospital bill time pleasei show proof really need helphave home since lockdowni sack
43,government ten big coronavirus lie unmasked byline time
44,larry hogan good man put country party
45,georgia state top tech four otsno techuga goodpicken address absence rumorsnew mort
46,please consider sign petition
47,could largely month ago potus amp other simply put science amp reduce spread feeling choose ignore amp lie science thus extend amp exacerbate spread devastation amp length lockdown whine muh freedums
48,heres videooftheday shopping raccoon
49,yup covid hoax magically disappear obvious care con supporter money conman liar criminal go away
50,ten billion pound track trace system do not work chance work late stage intr
51,god
52,gah wait covid test result limbo want know either way point
53,amazon ceo jeff bezos give every amazon worker bonus he d still rich start coronavir
54,funny blue life matter crowd turn police prevent get barbecue bbqanon coronavir
55,victory supreme courtthe court rule cuomo attempt unconstitutionally restrict relig
56,ugh yeah work well far
57,since one ever got see prom dress bc covid you all go
58,amy covid barrett
59,heartfelt reunion st louis airport holiday travel lag pandemic
60,people do whole month lockdown go even strict tier one start
61,david perdues campaign say month handsoff approach stock portfolio nyt report abo
62,thankful healthcareheroe risk life least dead covid pandemic thank
63,picture see msnbc food line anaheim gop inaction covid relief one else b
64,wow absolute state white supremacist covidiot
65,justice amy barrett rule allow church superspreader covid supreme court decision should not endanger million americans amp cause thousand deathsamy covid barrett put skewed religious view proper legal option supremecourt coronavirus
66,madness be not rest country suddenly realise lockdown hard
67,can not go like surely obvious responsible decision right would delay exit europ
68,expect nothing less ignorant corrupt moron like there s current pandemic kill thousand americans scotus say kill morescotus block restriction impose new york limit number religious service
69,make redundant today effect covid huge family income help job would
