,full_text
0,duh lmao neither ask screen question
1,sure need hear wear mask literally least pandemic p
2,let scream void
3,story rolla mirror many other throughout country health department f
4,biden say week lockdown manage covid amp outside summer lock
5,covid review top symptomstotal loss smellconstant headachefelt like breathe straw virus nothing groundbreaking probably third sick I ve bad bronchitis bad stomach flu get jungle juice party
6,ghana newssreligious leader countries united prayer overcome covid
7,elon musk reportedly fire tesla worker afraid return work fear contract covidbut musk
8,come everyone do not let next two week crucial end england lockdown
9,person invite covid
10,todays dashboard update add case death do not let guard mask public maintain physical distance least foot wash hand thoroughly stay home sick tip maskupaz
11,great piece prime minister could not agree unity solidarity stop co
12,trump know coronavirus dangerous senator perdue amp loeffler know perdue downplay like trump thousan
13,we report coronavirus case death
14,right cure cancer
15,case locally acquire diagnose nsw hour last nightfour case report
16,tell choose career quit you re upset millionth time nurse
17,date lab across test people w average positive overall rate
18,that s you re compare covid ravage economy quit lie we
19,case increase againdont wear mask bank mall ask wear
20,trump legacy largely define claim would protect vulnerable allow virus spread
21,restaurant gym hotel pose high risk study say
22,hey list constituent face bleak winter ahead something love god
23,something extremely bogus go elon musk test positive negative eve spacex launch
24,I m ok die job cry suited go covid unit please acknowledge
25,happy saturday stay home able
26,remember man make promise today vaccine also tell two week ago round
27,downplay tired hearing people downplay covid firsthand thread
28,gov andrew cuomo say new york health official review federally approve vaccine do not trust
29,philippines typhoon last month pandemic they ve lockdown month ave
30,thanksgiving canada fall october year family friend gather fuel widespread surge coronavir
31,thing strike speak expert melbourne strict longlasting farreaching
32,excellent news
33,obviously covid time high
34,anybody short due bog roll panic buying
35,yeah know
36,know lot people focus politic right also need create space news pandemic
37,ref scotland need go
38,covid case surge sweden hospitalization rise bogus claim herd immunity reveal fantasy yet
39,we state set coronavirus case record thursday colorado illinois indiana minnesota
40,thank shout piece week
41,sorry I m nurse bad situation
42,afraid virus survival rate stay homeproblem solve everyone
43,statistics canada look total number ontario cause deathsfeb july j
44,mask stay home gamble gathering thanksgiving day manage
45,definitelydont worry sisafter pandemiceverything finethalaivar good health definitely thalaivar also act good filmshe never disappoint usinsha allahlet hope well
46,feel like essential worker need tax break like eic get extra monie still baffle parttime employee make global pandemic
47,important wear mask especially ugly
48,gov andrew cuomo democrat disgraced state ny say covid vaccine trump executive genius make possible
49,advice covid test nyc avoid urgent care center line hour long dohmhs rapid test center fast b
50,number natural experiment cause kansas republicans thwart gov maskup orderin mask county infection stay stable ampin mask county covid infection doubledmadkswotk ajc gt
51,duh lmao neither ask screen question
52,instead fight defeat pandemic kill americans trump administration
53,north dakota nurse demand maskup mandate amp reject policy allow nurse continue work thousan
54,person invite covid
