,full_text
0,karma get
1,joe biden want everyone everyone know day go to put plan control virus action
2,boom
3,kid go school computer year grandfather die alone neighborhood
4,golf game think covid that s lose
5,biden immediate announcement covid task force good signthe new president opportunity reverse
6,blame mr trump decision coronavirus epidemic management she s ok voter celebration street without pay attention health protocol lets see wanna handle situationtalke really easy
7,wonderful joe biden covid test anyone want one wait already wonderful joe ppe anyone wait already well he s wonderful anyway except black people jail
8,least people trump orbit include chief staff recently test positive
9,trump get whole experiencegot covid got fire got evict
10,congratulation victory deliver record support progressive agenda base de
11,bam biden become president news medium virus virus
12,outbreak
13,kid go school computer year grandfather die alone neighborhood
14,can not wait see biden end pandemic ill sit edge seat way have not hear word covid come mouth last day
15,broadbased italian revolt greatreset conte regime continue bologna
16,despite high death rate america navajo nation increase turnout go bidenye
17,break biden announce covid task force chair scientist former surgeon general
18,ok people mask be not ok fan mask stadium fall
19,encourage dad shut stay twitter need acknowledge covid listen science instead ignorant wearadamnmask
20,exactly play spring
21,pandemic be not election conclude way want keep fucking mask
22,matt gaetz mock coronavirus wear gas mask house floor
23,people demand mail vote scared go outside coronavirus
24,kid go school computer year grandfather die alone neighborhood
25,hey everyone remind still pandemic virus do not care politic large gathe
26,world shift
27,pretty simple economy start go hill around time politician start lock down closing business
28,like trump cure covid end term
29,course could never president lie right mean never lie ever say coranvirus democrat hoax do not lie coronavirus do not exist say coronavirus would disappear april do not lie either go away
30,do not get anyone entertainment still culty trump biden listen scientist amp get covid control hollywood get back normal big cast moviestv kirstie allen dooesnt need job scalemake soaper sure
31,trump may go white supremacy still police brutality still massive income inequality still
32,fbi investigate robocall eerily tell voter stay home stay safe
33,usefulness lung ultrasound followup patient recover easy use without side effect ra
34,safe you all covid front racist backlash front
35,thank iowan green today bless much support home state stay spartan fan g
36,nobody know control pandemic true melbourne mio citizen winter season
37,ill give you all day celebrate remember covid be not black life still matter black transgnc people need
38,ref recent whistle blower instance imo dark winter scenario playboo
39,case record day yesterday today there s ppl marching street town protest covid measu
40,presidentelectjoe support medicare pandemiche support green new deal
41,irresponsible wear mask sincerely covid rn
42,meadow wh staff try keep late positive test secret confirm
43,many we feel confident covid manage bidenharris admin tough battle w mask social distancing become political symbol hopefully step make help far need ga step
44,kwsp retirement fund gomen allow withdraw early wrongbecause shd make gomen emergency
45,dude who s celebrate right still child cage separate parent
46,I m glad thank biden trump fault
47,listen america you re riddle whole country need shut week mean aotearoa nz
48,yup nyc know civil sense communal good subway lesson street etiquette we ve keep wave control covid case explode antimask red state
49,bright side covid go go away soon medium stop report number like
50,trump get full covid experience test positive work evict
51,irresponsibility stupidity selfishness lack common sense really expose right among people wise fast whatever want without regard other put car reverse without rear view mirror
52,kennys little wave finger job alberta need true leadership form rachel
53,like pandemic
54,suddenly people gather large crowd social distancing long consider irresponsible medium
55,covid go away joe biden falsely name president elect scam
