,full_text
0,people get covid need ventilator tell family useanyone power promote social gathering hold accountable death cause americans dead even care
1,today step sister year old baby month ago die covid month ago
2,dishearten family friend look forward event every year show respect support sacrifice we deserve honor
3,tennessee report recordbreake daily case increase active case
4,march rightwing pastor radio host ew jackson boldly declare he d never get pro
5,hey duty reportyou didntyou currently betray oath favor djtyou still lack
6,record americans hospital bed right americans test positive covid
7,inothernew every adult nsw give gift card spend entertainment amp dinning bid resuscitate covid hit sector nsw government call scheme amp expect cost state government onedayrich
8,personally do not think develop corona virus vaccine would unfair people already
9,gstamnesty itc benefit discuss introduce many taxpayer fail get benefit
10,idc piss club reopen story shit beat drop
11,late cdc fluview report show flu activity united states remain low have not get fluvaccine ye
12,absolutely stunning way tell story thousand street vendor new york city support l
13,sick
14,lockdown physician covid rcpsych cpaapc thebjpsych ebcpmcmasterhamhealthscimcmtextbook doctorsuevarma bmjlatest
15,something go terribly terribly wrong gop
16,americans die day amendment say president remove unable
17,wyoming become superrichs goto resident work deal massive spike casesthe cr
18,q dr atlas white house tell state handle covid contradict michigan governor especia
19,today presidentelect biden urge senate republicans finally pass heroes act country deserve covi
20,still do not understand covid bad ever we ve try everything pretend pretendi
21,fuck nonever ever ever
22,clear amp ban story critical lockdown
23,check earthquake aibrthnngwinyangaimaidphuud aespaishere thycchiinaa themaskedsing huracanlota tlpmarch agasaeyimindeulreyugyeomasaengilcughahae vaccine
24,idea need provide lecture solely online accommodate international student stick overseas illogical lecture record live event lecture theatre year student can not
25,secretary general call global effort get vaccine need around world
26,trumpvirus disappear
27,heartbreaking due sick nasty illness miscarry childall someone could not
28,weekend reporting thus low day normally low day america smh
29,pm say covid great time reset mean tax book balance careful new
30,first lockdown wake play animal crossing eat smoothie bowl garden sunsecond lockdo
31,mn gop senator learn covid outbreak tell staffer work homethey alert ds al
32,wear mask expert correct could potentially prevent someone get sick die
33,steve price heartbreake family news amid sa coronavirus outbreak
34,people go gym inherently healthy unhealthy people go gym likely get covid healthy strong people affect covidall false statement
35,joe biden help son sell country china ukraine russia many other say governor w
36,tense moment senate floordemocratic sen sherrod brown scold gop sen dan sullivan wear mask whi
37,I m convince people close will not get know nova she s rate top do not
38,want know joe biden respond china virus look run private cancer initiative
39,us coronavirus wave worst yet
40,please extend due date gst amnesty scheme late f
41,currently case death united states entire continent africa
42,emphasis need invest education science training achieve full proper recovery collection auspol education science training
43,mask barrier few ppl space health screening cornerstone many safety plan amp
44,seven direct report test positive covid crazy
45,icymi ih confirm community member test positive parent student norkam senior secondary school notify interior health positive case kamloop
46,dead could catch something
47,senate republicans election donald trump lose joe biden kamala harris next president
48,guess we say past month urge good doctor right along hope there s do not repeat mistake next pandemic bcpoli
49,covid spread school school relate athletic lot datum support spread outside school community people ignore recommend protocol fact
50,pm say covid great time reset mean tax book balance careful new
51,moderna vaccination even effective pfizer vaccination india big beneficiary moderna v
52,bar close tomorrow expect week lockdown
53,first lockdown wake play animal crossing eat smoothie bowl garden sunsecond lockdo
54,australia shut whole apartment complex couple thousand people week government guard pay pr
55,boris johnson tell selfisolate test trace app alert coronavirus seven month ago
56,even have not slow demand injectable plastic surgery procedure here
57,sen brown start ask preside officer wear masksen sullivan do not wear mask I m speak
58,senate republicans election donald trump lose joe biden kamala harris next president
59,full story
60,nation governor add restriction coronavirus surge unabate across countrylisten
61,tense moment senate floordemocratic sen sherrod brown scold gop sen dan sullivan wear mask whi
62,right congress come together pass covid relief package like hero act house pass six month
63,haha communication communication director new
64,you re wonder page have not post much lately I ve feel well recently find coworker work closely test positive I m get test do tomorrow hope negative result
65,deal son mental health addiction suicide attempt past decade l
66,kelly loeffler focus business people business middle deadly pandemic that s n
67,americans die day amendment say president remove unable
68,include awesome client
69,place short nurse virus pandemic make much bad
70,senate republicans election donald trump lose joe biden kamala harris next president
71,he s cowardly ass
72,parent involvement always matter pandemic finally make new normal educationread kindi parent read homelearne
73,want know joe biden respond china virus look run private cancer initiative
74,prediction magaverse medium satellite vigorously oppose biden pandemic mitigation effort
