,full_text
0,getting win side important get good line especially w covid spike u get u think great number sundaymonday covid case happen wednesday ya number pointless
1,nurse leave cousin she s work einstein er philly will time pandemic p
2,fuck economyfucked businessfucke stand worldfucked million eu citizen ukfucke
3,today announce enrol patient target enrollment ongoing phase tr
4,watch live california health human service secretary dr mark ghaly provide update state watch update live
5,something extremely bogus go test covid four time today two test come back negative two come back pos
6,well say justice alitothe pandemic result previous unimaginable restriction individual liberty
7,whole situation around covid workingfromhome obviously change roadmap plan soon xbox firstparty
8,seriously let cruise start
9,sidharthshukla take hilarious jibe commercialization sanitization product claim kill v
10,link back wedding maine guest do not follow maskwearing protocol one gue
11,madrid region miracle human make related tool substitute pcr antigen testthat confirm pcr
12,war nobody come
13,say he s advise deal do not listen mr presidentelect he d way we d still depth pandemic state premier deal scottyfrommarketing
14,stay home
15,people denver contagious covid right governor estimate statewide say
16,march congress give billion covid relief help struggle business feed pledge
17,stayathome order completely pointless without rent relief universal income people leave home
18,chinese flu look american
19,since I m lockdown dad will not let leave room do not reply instantly probably do not fuck legit excuse
20,there s half dozen couple I d rather see covid sex scene two even couple loathe gh
21,gutte hear will not ever able see race silverstone mean year covid put pay good luck venture yamaha
22,anyone think counter protest maga people weekend please stay home protest accompli
23,secondaryage pupil high rate infection age groupsage accept school play role
24,march lbs decide be not go to let covid lockdown take advantage start weight loss journeynovember lbs pound little time crazy prove anyone still got go
25,many people grieve devastating loss love one due covidmany force die alone
26,black latino americans likely contract likely die itthe bidenharris admini
27,what s sickening height pandemic boris johnson willingly put thousand live risk un
28,covid vaccine trump lose cummings governmentthis finale go bit richard curtis
29,possibly charitable do not good
30,anyone think counter demonstrate million maga march please stay home you re play
31,take socalled smart people long figure thing
32,bcftraveltipit forecast rainy amp windy weekend coastplease wear mask terminal amp board fer
33,historic break rs lock south huge
34,stop test healthy people feel sick stay home do not feel sick long I ve flu sever
35,every strongman authoritaran run noxious mix machismo racial chauvinism capitalism leave people die covid andor hurricane
36,covid sleep heat
37,second stimulus lockdown mask mandate guidance avoid infection assistance worker rent rel
38,march congress give billion covid relief help struggle business feed pledge
39,corona virus explain craft term friend craft use glitter many project glitt
40,say guy willing force rapist baby
41,know enough trouble covid would like ask support love good vibe fluffy good friend brita probably stroke severe infection ear everything save supportthank
42,week shutdown street next summer start right
43,laud up contact trace measure control india news
44,stay home order come go massively change way you ve live social life late
45,keep pile
46,totally agree denier willing risk anyone life know disease deadly do not know behave maximum requirement wear mask amp social distance fit sake save life
47,china want rid trump bad unleash corona virus usa amp use pandemic interfere w election china wants bide
48,corona virus explain craft term friend craft use glitter many project glitt
49,michigan covid case number novembernov nov
50,anyone do covid testing worker go home I m get bit worried get result back fast enough fly
51,corona virus explain craft term friend craft use glitter many project glitt
52,state try stop spread coronavirus make restaurant close
53,follow washington post secret service outbreak story least uniformed secret service officer test positive
54,heart break old nephew jake die last night I m angry do not happen
55,put we secret service family needless risk cruel unconscionable
56,what s sickening height pandemic boris johnson willingly put thousand live risk un
57,agree covid priority day one loyal group dem tryi
58,use covid crash western economy implement communist policy that s what s go
59,chance give man dave cullencomputing f
60,president donald trump schedule speak coronavirus operation warp speed rise garden afternoon
61,you all adapt covid weird hell
62,million unemployed amp biden want super lockdown feed fa via
63,white house assign secret service officer recently order isolate quarantine test positive coronavirus close contact infect coworker accord three people familiar agency staffing
64,taylor swift release folklore gn
65,wisconsinite die covid last three day entirety flu season maskup
66,anyone think counter demonstrate million maga march please stay home you re play
67,tragically tracker record high number infection prison since begin pro
68,absolutely stay home let give party one we show they re bait we
69,new york teacher student test positive shut public school
70,school spring world end testing cancel everything passfail take care sch
71,long receive unemployment thank pelosi rest congress zero income
72,image uk pm refuse fire dominic cummings undermine public compliance lockdown risking
73,know anything music pakistan know
74,king speak
75,vaccine yorkshire ripper die covid cummings amp cain get fire really turn corner
76,hashtag amend readcovidstopswithmeandcovidstopstheflutoo cdc even track flu year hospital forbid test flu symptom flu amp covid thus seasonal flu covid flu bcuz covid flu pay amp seasonal flu do not
77,ontario model predict case day via
78,black latino americans likely contract likely die itthe bidenharris admini
79,united states conduct safe secure election middle global pandemic that s something celebrate
80,marketplace open ready order recommend little lockdown picnic like pie manche
81,food worker contract osha ignore
82,worldwide coronavirus statisticsconfirmed case
83,see fishy covidtesting
84,chinese flu look american
85,louisiana department health report case report state since thursday november total number case report state
86,interesting stuff
87,icu bed available jackson mississippi available elsewhere state accord
88,senate republicans say they ll block susan rice cabinet position bc benghazis deaths benghazi ove
89,people test positive nysc camp lagosprotect do not forget wear
90,anyone think counter demonstrate million maga march please stay home you re play
91,black latino americans likely contract likely die itthe bidenharris admini
92,black latino americans likely contract likely die itthe bidenharris admini
93,enoughafter senate get secret briefing buy stockin company make
94,trump care delusion amp selfishness go cause death highly likely do not care
95,biden people stay home drink do not march do not protest let state work let trump minion tak
96,icymi three grant stream open application art sustainability recovery fund
97,joe biden coronavirus teamtrump team coronavirus that s everything need know
98,personally know someone hire aoc begin pandemic part team nothing call co
99,calgary doctor abhealth stayhome wearamask washyourhand
100,caffe nero have not pay taxis yet still seem want government help seem something wrong picture
101,yes stay home stay safe
102,constitute insider information change pandemic fca tell recent speech starblog starcompliance regtech fintech
103,kenneth betty marry yearswhen move care home could not see co
104,true care prove
105,new report find related rebellion state inside we jail prison wit
106,I ve work site month since covid begin wear mask take proper protocol seriously have not community spread can not say trump stay dumbass lane anil
107,you all scare lockdown actual pandemic
108,dr fauci reveal kim kardashian facilitate private zoom call pandemic cele
109,do not need pm applause do not need donate pizza even do not need gratitudewe need wea
110,back stage
111,mom talk come get baby break bout want stay home
112,worth cancel thanksgiving celebration prevent spread covid give we great opportunity ta
113,countless american life would save charge nation covid response today instead wa
114,yikesglad get teller back week scary group put risk
115,anyone think counter demonstrate million maga march please stay home you re play
116,send sos christmas donation help record number struggle queenslander hit hard pandemic
