,full_text
0,blue state go another full lockdownthese people nut need move red state asap
1,ny crooked plain stupid keep vote idiot office
2,irans deputy minister health iraj harirchi currently people hospitalize coronavirus everyday
3,covid extremely serious right nowplease party large gathering wear mask yes nose wash handsstay inside try enjoy
4,biden administration differently tackle check balance joe biden
5,yes especially pay everyone lose wage provide frontline essential worker
6,coronavirus crisis opportunity change join trox toprate ny admin leader learn adapt remotelearning challenge register session nov
7,he s wrong
8,maga rally may ploy give trump idea declare martial law america scary think plea
9,difference do not support lockdown stupid idiot
10,surely complicate there s overlap sure tea party certainly mold antilockdown protest stop steal garbage
11,want contrast piss poor leadership style trump get well soon governor
12,imagine voting billionaire tax recession pandemic you re pretty propose
13,instal destroy we
14,dem think like republicans large group biden transition member would show hhs monday cameras
15,unelected kelly loeffler use position steal georgians fly around million p
16,somehow think have not sink get coronavirus breathing air people like still thi
17,scream rooftop virus spread like wildfirethe death toll soon soarinhome small ga
18,do not remember depression anxiety keep inside pandemic
19,hello covid meet beatch
20,fridays update utsas online datum show one additional student another facultystaff member athletic
21,sen schumer claim want start focus covid american people wait reliefbut block
22,one listen we third surge break healthcare workers atlantic
23,operation warp speedall covid vaccine trial exclude age cdcnih guideline doctor shall administer covid vaccine child child volunteer america untested school boardsteacher union demand child vaccinate
24,pelosi get backlash plan dinner democrats covid case rise
25,well well wellso trumpf really stick foot hell never tell truth china turn
26,welcome news minister social care ask sage review unacceptably death rate
27,people attend aug reception big moose inn guest arrive w coronavirus infectio
28,fleet farm today buy ammo trip dc woman tell hadda put mask tell go to lockdown state go to make wear mask neighbor mathilda get phone
29,chicago mayor defend appear large biden celebration day issue thanksgiving lockdown
30,blood boil every time trump say china virus like today should not get pass one can not
31,interesting see spin australian paper possible loss multiple money lose oil refinery eve
32,people test positive nysc camp lagosprotect do not forget wear
33,do not need pm applause do not need donate pizza even do not need gratitudewe need wea
34,ad council psa social distancingdownload wrjr real jazz app absolutely free click link
35,two week flatten curve come stop spread come beach closing loss job
36,ask lockdown hardesthit parts ontario dr david williams respond series hypothetical question
37,easy
38,new covid case today hear idiot tell watch election case start disappear
39,would go cruise right people aboard first cruise ship resume sail caribbean te
40,million vote idiot whose see vote classless intergrity graciousnessand course clueless do not give damn get die care power time wakeup
41,unbelievable gop do not even care live people protect
42,pelosi get backlash plan dinner democrats covid case rise
43,fine keep car wash business open good knowledge car do not catch coronavirus decent
44,today donald came hide purposely talk loss mention loss election
45,that s news network make money divide country
46,remember freshman class
47,front line worker succumb kenya sad
48,witness resurgence case pakistan order ensure sufficient stock ty
49,do not think strict long term stay home order without sort business assistance part
50,wearamaskpass
51,new video corruptkelly already trendin crank
52,covid thrive big gathering here dangerous people even attend wedding august diedw
53,today do not word anymore know number go keep go colossal disgrace
54,lock dick
55,remember governor refuses actually pass safety protocolsyou can not economy everyone
56,oregons governor announce freeze everything state new case covid datum
57,oregons governor announce freeze everything state new case covid datum
58,please do not lie twitter do not wear mask take private jet mix household whenever want
59,think that s leave strawman argument accuse side you re make defend
60,trump nearacknowledgement minute ago go administration go lockdown hopefully
61,write healthcare worker go exhausted amp scared pandemic surge
62,corona virus explain craft term friend craft use glitter many project glitt
63,time go back paranoidlevel covid precaution heart know true
64,trump like rest we job covid kick house
65,die willfull ignorance stupidity
66,indefensible missouri gov parsons covid guidance school plain dangerous
67,do not care
68,tw suicidesuicide figure since lockdown could friend please copy repost tweet try
69,they re play we fool
70,talk democrats run city covid spike
71,start one sick woman san jose coronavirus spread million californian
72,please cancel inperson dinner amp keep everyone safe yourselve
73,gov gavin newsom could big lockdown hypocrite nation even close via
74,teacher student family member gather outside capitol encore academy tonight celebrate life mary
75,do not need pm applause do not need donate pizza even do not need gratitudewe need wea
76,know kid need exercise get cold amp need avoid group setting increase due rise
77,well say justice alitothe pandemic result previous unimaginable restriction individual liberty
78,do not need pm applause do not need donate pizza even do not need gratitudewe need wea
79,new video corruptkelly already trendin crank
80,wearamaskpass
81,illinois secretary state jesse white announce friday afternoon due worsen pandemic illinois secretary state driver service facility statewide close reopen dec
82,think we covid mortality rate wildly exaggerate leftist political purpose destroy we economy end united states
83,stay home pandemic
84,stupid I m really sad ewo fatal love album basically lose cause delivery stupidity lockdown know accept I m still sad
85,cancel rent
86,mo salah second swap come positive hence selfisolate till recover
87,do not always wear seatbelt fact first become require people do not like wear
88,lgu protocol disempowere noncagayanbased organization provide assistance tuguegarao mayor amp
89,attempt donald trump deny new york access lifesaving vaccine meet lawsuit plain
90,exboyfriend either do not believe covid think election result fraudulent maybe sorry do not make rule
91,hi work covid clinic currently one blame high number single worker unit test positive dare disrespect doctor attempt prevent spread
