Unnamed: 0,full_text,sentiment_score
0,sell mango juicebuy mangogo thailandi want eat mango mangothe end corona,0.0
1,smell like coverup,0.0
2,I m tired I m sad I m scared want please stay home do not know much,-0.2333333333333333
3,I d rather stay home take advice fascist idiot,-0.8
4,do not want dalca kid will not want spouse want gc due year ago risk,-0.125
5,icymi queensland reopen borders nsw include great sydney area monday february qld do amazing job help keep state safe slow spread thank everyonefind,0.4
6,mom work elementary school covid safety love much,0.3333333333333333
7,covid start sound lot like,0.4
8,nothing make sense unless pander call unity call we racist kill pi,0.0
9,ill grateful god make alive devastating pandemic,-0.4666666666666666
10,anyone be not consume tdsbut hey mean tweet,-0.3125
11,love stock market goes get nothing go lose job except p,0.5
12,philippines impose world long lockdown bring public debt trillionyet economy contract,-0.025
13,die ebola say obama die benghazi hillary testify hour hold hea,0.0
14,one question explain trump succor spread fast covid among gop seemingly infect msmis kompromat putin go bat trump keep destablize we shared dirtit easy explain otherwise,0.31666666666666665
15,actually die could free choose live free stay home scared,0.2340909090909091
16,unfortunately pandemic see rise number report eld harm neglect encou,-0.5
17,disproportionately affect community color kill black people add many poc skeptica,0.16666666666666669
18,revisit grand festivity surround prepandemic thaipusam year also look forward celebration,0.5
19,stay home ya damn whiner,0.0
20,today international holocaust remembrance day account showcase survivor die pandemic,0.0
21,remember senator get coronavirus briefing public sell million dollar stock,0.0
22,investigation team wuhan demand full access relevant record sample amp personnel,0.375
23,philippines impose world long lockdown bring public debt trillionyet economy contract,-0.025
24,remember senator get coronavirus briefing public sell million dollar stock,0.0
25,thebugformerlyknownasthechinavirus instead chinavirus,0.0
26,compare covid matric,0.0
27,spokeswoman say several people infect cluster icon siam shopping mall contact trace w,0.0
28,covid start sound lot like lindsay lohan win oscar,0.6000000000000001
29,can not afford complacent pandemic be not wear mask properly observe physical distancing wash,0.0
30,harvard prof people jog one around wear two threelayer cloth mask,0.0
31,remember senator get coronavirus briefing public sell million dollar stock,0.0
32,sohyi chef mlt yujin say miss yujin izone can not go anywhere covid ask fa,0.0
33,discover conservative tiktok take scroll get antilockdown video,0.0
34,cancer screening drop since start pandemic potentially delay thousand diagnosis new research show,0.06818181818181818
35,classic response,0.16666666666666666
36,corona vairus,0.0
37,care mental health infect covid mental health go crap btw fly go work rather stay home bash mask that s get sick,-0.18285714285714286
38,I ve get right quadruplemasking virus survival rate amidst mass vaccination amp k,0.2857142857142857
39,you all know instead wear mask stay home right you re scared covidw,0.2857142857142857
40,floridas vaccine residency requirement create challenge snowbird need know go,0.0
41,admin wa break hand school job get covid hospital kid work hrsday amp ful,0.0
42,afraid one thing child bear time will not know life like pandem,-0.6
43,joe biden might thing well pandemic lockdown kill job,0.0
44,president magufuli tanzania warn embrace vaccination frm foreign nationsstand firmvaccinati,-0.125
45,new memonth deep pandemic fed give nursing home test training cash nursing home,0.06818181818181818
46,people act like gamestop move trolling read thread desperate people ravage pandemic,-0.6
47,lockdown vs lockdown,0.0
48,closing year covid bs six year muh gamergate I m ready see chaos,0.2
49,care health safety student teacher push,0.0
50,pnl advice please bring mask chin actually expose virus,0.0
51,new test involve anal swab,0.13636363636363635
52,lockdown vs lockdown,0.0
53,west virginia gov jim justice say increase amount vaccine state lead distribut,0.0
54,matter language speak case try we need stay homestay home stay safe save life,0.5
55,do not covid something be not right,-0.14285714285714285
56,indica sativa,0.0
