Unnamed: 0,full_text,sentiment_score
0,upcoming new year may denier actually catch virus show really real sprea,0.11212121212121212
1,desantis pandemic look like new year eve miami beach florida,0.13636363636363635
2,illegal immigrant terrific year get covid stimulus money legal driver license etchttpstcotolp,-0.09999999999999999
3,wear mask witness bts tour happy new year good,0.5454545454545454
4,twatter label dangerous us medical school let find vaccine require effective datum cost halt spread covid immediately stop stupid,-0.19999999999999998
5,I m keep track dekalb county georgias covid data risk level community look like covidactnow,0.0
6,heres deal whole reason mcconnell block check begin w bc he s senate majority leaderhell block cl,0.2
7,covid case go zero niw rise lie propaganda epic failure deal pandemic,-0.10555555555555557
8,patient divert amp transferredcare rationedelective surgery postponedpeople sufferinghealthcare worker plea,0.0
9,big shocker year guy brag sex crime bus turn bad managin,-0.3499999999999999
10,covid bill include countdown pentagon make ufo disclosure happy new year,0.4681818181818182
11,easy year there s doubt one indifferent pain suffer brou,0.43333333333333335
12,hate pandemic want club like you all,-0.8
13,require get license drive require pay thing steal require wear fkg mask whiner complainer follow rule everyday,-0.2
14,drugmaker hike price pandemic political pressure put revenue risk,0.0
15,missouri veterans commission release detailed report death veteran home,0.2
16,covid death,0.0
17,irans people continue struggle regime change despite obstaclesunlike government whose priority,0.0
18,social distancing may save human life make world threaten specie even vulnerable,-0.15555555555555556
19,big thing redblue covid divide axiosam,0.0
20,would ever think okay tell someone take mask look silly middle fucking pandemic look fuck stupid wear get away,-0.3
21,enter party you ll get covid exactly midnight,0.25
22,happy new year madam I m ready roll sleeve kick covid butt,0.37878787878787884
23,negativity unless covid pregnancy test,0.0
24,cdc political organization benefit big perpetrate mask hoaxhowever must take cdcs word mask virus become political,0.0
25,easier eradicate office eradicate virus,0.0
26,community relationship essential,0.0
27,cleaner freight driver logistic worker garbo public transport staff firefighter police ambosthe,0.0
28,even covid do not get car accident take,0.0
29,india brakes trade commerce despite covid lakh certificate origin issue export prom,0.0
30,god help florida holy f go need,0.0
31,start therapy year get side track pandemic I m go back year I m go to take step well,0.0
32,be not report end december see something thanksgive official report outbreak start early december,0.1
33,choice we ve time reflect meditate gratitude owe youthe work never do wear mask wash hand keep head,0.0
34,coronavirus case surge around we lead public health expert like dr anthony fauci warn country,0.0
35,scientist write argument become valid covid patient still human right activist oppose carry positive patient,0.170995670995671
36,reminder abgov set appointment middle night covid vaccine hawaii st barts place alberta,0.0
37,oh sure deal fair share bump bruise physical element job learn,0.39999999999999997
38,bad lockdown ny,-0.6999999999999998
39,farmer road sleep tent use portable toilet risk corona say international raise voice provide give first world right one pay sacrifice hitlermodiagainstfarmer,0.1255952380952381
40,trump predict would lose blame jared kushner covid test,0.0
41,usa citizen train deride social safety net communism really look like people,0.07777777777777778
42,hey guy thank xmas present how d know want covid,0.0
43,florida health authority say there s evidence man recent travel history contract new coronavirus strain first see,0.12878787878787878
44,covid death rest solidly shouldersand tweetyou meaningless irrelevant soulless empty husk personyou repulsive laughingstock entire worldtrumpliedpeopledie trumpfailedamerica trumpisnotwell,-0.22000000000000003
45,we still alive year covid stuff gets declassify go,0.1
46,happy check video crazy yellow grey purple,0.03750000000000002
47,know pandemic celebrate doom playing music be not good enough,-0.175
48,sludge analysis covid bailout datum find company member congress spouse hold position,0.0
49,use negative covid test decide safe go party like use pregnancy test contraception,0.1
50,covid acabou,0.0
51,new variant outrun good control we state achieve wout rapid action well lose race bw vac,0.3121212121212121
52,death hard visualiseimagine three pack fall sky daythat todays co,-0.2916666666666667
53,goodbye covidwelcome vaccine mewsuppasit mewlion,0.0
54,utter chaos california top death via,0.25
55,million americans move pandemic be not look back americans flee big city drove e,0.0
56,friend md tell rigorous exercise month covid diagnosis possibili,0.0
57,prolockdown,0.0
58,see nbc story mardie gras amp avenue pub new orleans covid hit hard business limit h,-0.07765151515151517
59,break florida report first case uk,0.25
60,medium focus vics unfair border restriction return traveler advise travel nsw,-0.5
61,dozen west virginia mistakenly get antibody regeneron instead covid vaccine news,0.0
62,chant freedom anti lockdown protester embankment new year eve london,0.13636363636363635
63,do pandemic pandemic well,0.0
64,oshadol issue citation arise inspection coronavirusrelate violation propose penalty tota,0.0
65,anybody need jail time vote himher,-0.1
66,thalapathy vijay master release kannada big release pandemic era release tamil telugu kannad,0.0
67,huge scalp happy new year,0.4454545454545455
68,coronavirus one top story,0.5
69,really make resent china,0.2
70,even people wuhan happy coronavirus behind want independent investigation beijing deadly,0.05
71,covid testing site wear mask hand paperwork amp two kidswoman look paper okay,0.5
72,sad wear mask amp wash hand people,-0.5
73,appreciation tweet people know help tough time like lockdowniamrahulka,-0.3888888888888889
74,prediction post pandemic worldmen amp woman adopt structured haircutsclothing loose make luxurious fabricsdrinking amp party popular pandemic basically roar,0.2615384615384615
75,albertas government miss vaccination target ten thousandsand happen albertas mi,0.0
76,yup unless you re one rich elitist politician friend mistake forgive belong club,0.375
77,thank god good thing take place pandemic many people without make noise,0.6
78,suppose can not get robot dance party new year right goodbye good riddance htt,0.374025974025974
79,jonas brother go year could warn we choose,0.0
80,lets see sister go last night birthday three different establishment sister currently vegas celebrate nye sister already covid still guess make smart sister cut sister I m tack one,0.05357142857142857
81,you ll see hueningkai concert pandemictxtmember,0.0
82,china provide we virus app zoom none we secure use do not lazy america china,0.2625
83,mitch mcconnells america find new tax break multimillionaire horse owner can not add mo,0.13636363636363635
84,jeff bezos elon musk together gain wealth pandemic billion congress authorize addi,0.0
85,twitter dangerous misleading please action urgently auspol,-0.25
86,covid hair really get hand newyear happynewyear,0.2
87,coronavirus disaster iran peoples mojahedin organization iran pmoimek announce december th,0.0
88,wow doctor fire amp reprimand speak lockdown show datum manipulate,0.1
89,negativity unless covid pregnancy test,0.0
