Unnamed: 0,full_text,sentiment_score
0,vaccine passport policy demonstrably fail prevent infection surge country af,-0.5
1,big question lnp pick rennick senator last election go hard right th,-0.0014880952380952467
2,heart disease stroke type diabetes prevent reduce prevalence obesity division nutrition physical activity obesity dnpao center disease control prevention cdc provide support state local health,-0.03333333333333333
3,onetime process saywe be not abolish filibuster say suspend raise th,0.0
4,gov abbott say order vaccine mandate allow texas,0.0
5,ahead nhs elective recovery plan listen parts conversation ceo david ezra steve roest,0.0
6,well I ve never need flu jab offer vulnerable choose take surely covid want do not should not force,0.0
7,antilockdown protestor belgium try break ministry health,0.0
8,christmas party covid rule follow time,0.0
9,do lie constantly we minister lie we behalf heres ri,0.0
10,important observe follow sop guideline set help fight communitysong like eteredde helped spread message song available youtube via,0.4
11,biontech say datum also show omicron variant probably sufficiently neutralize dose,0.0
12,say goodbye christmas,0.0
13,canadian business owner expect sale rebound prepandemic level survey national,0.0
14,do lie constantly we minister lie we behalf heres ri,0.0
15,liar go put restriction place distract we he s use covid health shield,0.0
16,government audacity try implement plan b variant resemble common cold shortly,-0.3
17,put much pressure set unrealistic target happenslot fake vaccination entry biharhtt,-0.26666666666666666
18,eilmeldung eil breakingpfizer say booster dose vaccine protect omicron variant,0.0
19,lot important new info virus neutralize antibody datum comment review con,0.2681818181818182
20,scared randi purpose union work cdc keep classroom keep apart,0.0
21,johnson sit blame everyone else find someone sack toss coin tough cov,-0.3888888888888889
22,break pfizer report third dose vaccine provide similar level neutralize antibody omicron comparable,0.0
23,worth listen,0.3
24,normal statement normal country enter year three pandemic,0.15
25,wake ted war enemy china help traitor high government try bring usa make we communist nation understand going understand open bordervaccine mandate etc,0.08
26,go distraction,0.0
27,bn teameurope bold commitment tackle global nutrition crisis pledge en,0.16666666666666666
28,covid passport come never take againyou must resist child grandc,0.0
29,plan b restriction explain vaccine passport home,0.0
30,do not investigate covid breach year ago hunt ordinary people cou,-0.25
31,break pfe say dose vaccine neutralize omicron variant report,0.0
32,sure,0.5
33,people enough need vote confidence general election,0.02500000000000001
34,remindervaccine passport make sense change way life forever fight generation,0.0
35,follow rule down street joke break covid stat december new people people intensive,-0.009595959595959616
36,illegal christmas party hold drug trace find throughout parliament gov fail help afghans e,-0.5
37,coronavirus measure work home could announce soon today accord report,0.0
38,that s case vaccine vaccine passport,0.0
39,question worker vaxe many natural immunity many already covid amp board supervisor real threat health amp safety,0.325
40,vaccine work get runnerup,0.0
41,good luck non compliance lockdown go go shop close,0.7
42,anyone travel v saturday need vaccine pass make sure dow,0.5
43,postal telecom worker go work every single day pandemic they ve go home different se,-0.03571428571428571
44,think seriously need get kid urgently vaccinate shot like crazy uks jcvi,-0.4666666666666667
45,complacent cynical behaviour throughout pandemic damage compliance future inquiry must address,-0.3
46,go distraction,0.0
47,happy stay home husband,0.8
48,music get life pandemic time world name year pandemic b,0.0
49,spy qqq,0.0
50,pleasure moderate vaccine manufacturing research commercialization session th,0.0
51,fada sales report november state indian car industry corona read shocking statistic fada november reveal vehicle registration datum,-1.0
52,health care coverage affordable ever subsidy covid relief tha,0.0
53,want help people burma stay home shut thank,0.0
54,u r forget western journalist showcase burn pyre india nd wave chinese virus selectivethey do not care brown ppl,0.0
55,government piss away sense national unity first lockdown protect dominic cummings,0.25
56,tell follow rule guideline anymore rule maker do not follow rule I ve covid I m double jabbed I ve booster book think announce restriction deflect bullshit he s mistake,0.0
57,prep basketball highlight improve home win hermantown cloquet girl stay un,0.8
58,totally coincidence we account similar proportion incarcerate people worldwide,0.0
59,apparently boris announce covid plan b unprecedented rush afternoon can not imagine perhaps he s goi,0.325
60,update say permanently replace worker go strike new system cut,0.13636363636363635
61,kelloggs say permanently replace worker go strike new system cut new worker,0.13636363636363635
62,get accuse cynical guidance probably would not know enough,-0.3
63,please wear mask enter theatre watch rrrtrailer tomorrow know excitement unstoppa,0.0
64,superman jackson hyde team superman son kalel variant coverciantormey,0.0
65,france strict mask mandate vaccine passport place month hit high covid case rat,0.16
66,please wear mask enter theatre watch rrrtrailer tomorrow know excitement unstoppa,0.0
67,scared omicron government,0.0
68,forensic measure factual brilliant,0.9
69,please wear mask enter theatre watch rrrtrailer tomorrow know excitement unstoppa,0.0
70,read catalogue selfinflicte disaster south africa weep reaction covidno wonder aft,0.0
71,pfizerbiontech say booster dose vaccine appear provide strong protection omicron variant,0.4333333333333333
72,pfizerbiontech say booster dose vaccine appear provide strong protection omicron variant ht,0.4333333333333333
73,christmas party covid rule follow time,0.0
74,could purge instead another lockdown know spice bit,0.0
75,please wear mask enter theatre watch rrrtrailer tomorrow know excitement unstoppa,0.0
76,plan b calibrate deltanot omicron,0.0
77,legend,0.0
78,nasdaq sampp stock future accelerate gain positive vaccine headline respectively,0.07575757575757576
79,isabel diaz ayuso far one good politician europe salvation madrid leadership popular union force save rest spain socialist decadence,0.4666666666666666
80,heathrow recreate love actuallys iconic scene follow pandemic reunion,0.5
81,hey you all know social distancing be not strongly enforce nowadays do not mean need actively crawl,-0.04010416666666666
82,baby cold outside day crrcmas response pandemic wrisk run online survey explore people,-0.3
83,covid plan b restriction could reintroduce race save christmas,0.0
84,pfizerbiontech release lab study dose neutralize omicron level dose wildtype,0.0
85,mass awakening happen can not stop people get jab government get desperat,0.0
86,please wear mask enter theatre watch rrrtrailer tomorrow know excitement unstoppa,0.0
87,covid restriction expect announce later today whitehall source tell bbchere what s plan b ht,0.0
88,much want see johnson face consequence mention thousand preventable covid death pretty obvious manipulate timed release story,0.15
89,julia slam down street staff joke christmas partyin video they re laugh we stupi,0.0722222222222222
90,client call ask bump appointment next week kid isolate home,0.0
91,anyways death omicron far,0.1
92,free evening get bored pandemic,-0.04999999999999999
93,want introduce strict covid rule today tomorrow,0.0
94,lokishang di cv go tlo nkga vacancy next year mandatory vaccine mandate,0.0
95,stress ongoing pandemic there s grow drive make wellness priority expert offer strategy incorporate wellness activity,0.0
96,business strategy work covid work post covid need different approach scale encompassbt itconsulting itstrategy itprocess itservice revenue risk leadership,0.0
97,high unemployment record contraction economy follow two nationwide lockdown family across count,0.16
98,business strategy work covid work post covid need different approach scale encompassbt itconsulting itstrategy itprocess itservice revenue risk leadership,0.0
99,feel great though day do not know covid booster jab englands woeful start ashe tour,0.8
100,people receive two covid vaccine shot gross I m grateful atlantic step bestow th,0.0
