,full_text
0,shafqatmehmoodin view current corona pendemic situation whether educational institution open remain closed express opinion voting
1,biden unveil plan pump trillion pandemichit economy
2,who d think year ago still hancock half hour would relevant today ever stay safe wear mask folk hhh
3,dose vaccine give last hour reach total number dose rate dose per people vaccine distributiontogetherwerecover
4,coudnt agree already show several time last month emergency situation reason
5,heartbreaking loss wearamask
6,morn one law worst please savelive socialdistance wearamask cleanhand empower thorsday
7,yes kerala underreporte death document effectively quite
8,sisterinlaws funeral morning complication brother got marry septem
9,pandemic increase south africas unemployment problem new extreme level
10,atriumhealth serve health system offer mass vaccination event charlotte surround area
11,days tigray bank service electricity hospital service water amp food humanitarian service cellphone service transportation medium access school peacetigraygenocidewarcrimesontigraystopwarontigray
12,pope francis emeritus pope benedict xvi receive coronavirus vaccine
13,extremely concern research already fear much evidence need prioritize homeless ppl c
14,ten thou shalt never short thou shalt never short thou shalt always buy
15,covid gotten entirely lose even though kill day talk lauren fucking boebert jim j
16,another week without postwaite bank card send week agoim disabled rely card make transaction understand covid problem surely one delivery month good enough areaagain
17,train lakh youth new era pradhan mantri kaushal vikas yojna skill relate covid
18,update notice profession trial suspend may proceed virtu
19,nope covid be not big threat compare corrupt leadership amp bad governance
20,yer wee yer poor genetically program make decision labourteachersdrill
21,clinton clean bush sr messobama clean bush jr messbiden clean trump messgive
22,national disaster pandemic prime minister take decision late possible can not ant
23,covid death uk today record highhow many new zealand
24,that s like every people edinburgh die covid like entire population northern ireland die g
25,law keep stay home do not like
26,biden unveil plan pump trillion pandemichit economy
27,naively think base first lockdown irish people would opt protect leave feel quite sickened see level spin selfishness still pervade irish politic easily mislead many online
28,something fishyhouse tour cancel even member covid shock see group people w
29,covid death england death occur within day positive test death occur day also add figure appear death certificate
30,sense entitlement continue amaze should not glad there s hope sanity
31,meet herethe genetic variant virus always obey health protocolonline web
32,todays usa hoax relate death total come always say thank goodness hoax real else would really serious trouble thursdayvibe wearamask strongertogether loveislove equalityforall lovewin
33,member congress feel carry gun protect colleague will not wear mask protect col
34,break pdp call immediate dissolution presidential task force reject use pandem
35,name ferrari ernest restaurants owner modenaemilia romagna wife since next january wel
36,nurse lean unconscious patient dab corner mouth cotton swab gently wipe aw
37,update pm january total number confirm case active case
38,nigga get covid lmao
39,meanwhile pandemic
40,new column recently tweet idea reduce daily casesdeath editor
41,great privilege speak today wpresident tsai discuss many way taiwan model world dem
42,read january eplenary newsletter vaccinescapitol hill riotsportuguese presidency priorities gender equalityright recoveryread amp download newsletter
43,people go work rather meet walk outdoors spread covid shame every politician j
44,unknowingly blood contain rare antibody
45,boot superdrug branch among pharmacy able administer coronavirus vaccine today
46,country good coronavirus response common woman leader via roque pakita mo sa amo mong ewan
47,xie lianbai wuxiang pandemic social unrestxie lian
48,trump impeach incite capitol riot fbi know siege inauguration fear covid explode
49,neil thank many doc around world observe similar rapid temp
50,u meet shin myeonghan oh nooo have not hard know many opportunity covid how s yoonbal oh he s well winter snack rec pls mandarin way go
51,want know avoid get covid positive symptomatic roommate share bathroom bec
52,see homeless guy give covid vaccine bridge caring community live
53,late stat show lockdown working ireland yet three
54,vaccination continue protect vulnerable start throw lockdown repressive shackle
55,gavin williamson growth pupil disadvantage gap one great challenge covid
56,sad hear news syekh ali jabers pass jakarta recover hospital heal
57,maybe get contract global pandemic inept government response cost jobwhat wrong mummy hug enough
58,care home covid free like screen people least see love one have not one know anyway
59,got test yesterday get text morning mrs covid would not recommend feel like utter shite
60,delhi government fully prepare administration covid vaccine delhi live
61,within close proximity someone touch contaminated surface eye no
62,country need hope serious disease many want lock we indefinitel
63,can not contract inoculate side effect mi
64,covid less month stop problem need see live watch yr
65,household income emerge pandemic remove week uc impact poverty
66,covid vaccination start jan country delhi govt make preparation review preparati
67,you all well go back protect covid
68,break capitalise pharmacy strong local link offer support vaccination rollout
69,pfizer vaccine risk always choice coercion cdc people vaccinat
70,timehis support soe ceo post apartheid even support privatize still fail excuse blame previous admin expose incompetence pandemiclevel less demand energy still fail
71,new excess mortality influenza pandemic czechia readwriterequest review influenza
72,young people admit hospital people live long covid hospital gps
73,surely sunday times be not try run story encourage public blame spread fan flame animosity division
74,nagaland new positive case recovery amp death report state today total positive case state rise include active case cure recover amp fatality state govtcoronavirus
75,hacker hack pfizer datum hack steal eevthing week
76,see pair play quickwitte london couple weigh pro cons jewel heist pandemic
77,three reason negative coronavirus test do not necessarily mean you re infect
78,tooth crisis need take immediate action get virus control that s tomorrow
79,pandemic highlight extent mean obtain prepare nutrition multiple time day
80,music festival return organizer nys celebrate governor ball announce sept date state remain hopeful event happen vaccine roll
81,brexit eh seamless
82,covid death death one day covid patient hospital nhs overwhelm bad econ
83,australian govt pick fight large trading partner war global tech company refuse enact
84,fantastic pls help u imagine unable give kid internet access
85,keep eye mentalhealth mental health child help limit impact lockdown otherwise havehere top seven tip look childrens mental health lockdown sendhttpstcohmwkykvkyz
86,vaccine arrive quinte region
87,call economic miracle news german gdp contract confirm withstand coron
88,break master take historic highest ever nonholiday open tamil nadu day despite coronavirus rest
89,tooth crisis need take immediate action get virus control that s tomorrow
90,good thing come covid homeworke front fire winter day
