,full_text
0,ugly face gop corruptionloeffler amp perdue georgia senator sell stock likely tank get
1,covid vaccine be not first thing congress doubtingthey doubt everything do not give profit
2,point someone hope counterprotest they re who s go help peopl
3,interesting go hiking thread hike trail gauteng level modderfon
4,lockdown dna discover child
5,pandemic aside what s fun
6,ontario report new case province health minister urge resident stay home much possible
7,minister incorrect say province experience safe reopen thousand ontarian ha
8,joke vaccine pandemic marina can not ok
9,time stop dither delay prime minister must follow lead mr starmer be not captain hindsight he s major
10,incompetency admin play yet w vaccine distribution fireable offense pile
11,airborne outbreak emergency staffer infect kaiser ed san jose positive past week
12,lockdownsdontwork protect ivermectine
13,closing school surely national lockdown mean closing school
14,school covid safe watch infection rate city start climb soon school uni go back be not safe parliament be not safe kid school total lockdown please march border shut
15,la start see issue pandemic joke let make hospital get strained can not help anyone wear damn mask practice hygiene distance
16,chwy rtwevothai try help samut sakhon merchant debt able sell shrimpcovid sit
17,fyi work thorough response smear
18,cnn united states surpass death accord datum johns hopkins university
19,come fake president hillary clinton actually million vote fake lie every minute repeat lie ad nauseam throw
20,fauci warn crowdsyou screamedopen barsopen beachesopen churchesopen schoolsfauci get credit warningsyou get credit self make covid disaster nowarningscredit credit duedeathbydesign djt know crowd deadly
21,fury big scots health board can not guarantee two dose covid jab
22,ms blancas go viral video oct get covid spend next week icu run
23,whole purpose provide small company chance complete backlog noncompliance
24,literally die covid
25,responsible spreading
26,I ve family member family friend die covidand even number death
27,break call announce full national lockdown within next hour h
28,within year pandemic come india scientist innovator work hard vaccine cure
29,baekhyun pandemic let concert hour
30,repeat word covid corona pandemic lockdown vaccine bayern score bayern score bay
31,yeah lets give week two boris see happen
32,heart still heavy pls stay home safemy day quarantine kill we make we strong
33,threadtoday amp agree man year leadership response co
34,people will not ever stop try drag rita today next year covid long go you re problem
35,people need know there s guarantee positive support they re ask isolate circuit breaker restriction temp measure help bring case number explain back october
36,I m stimulus check like damn pandemic
37,do not care number abortion narrative downplay severity pandemic
38,remain crazy parliament brawl I ve see pastor adeboye canada ielts tariq bitcoin dangote lockd
39,I m find difficult move I m lay back feel like someone constantly kick place do not want call ambulance hospital full scary time
40,ok let science say opening school tomorrow lead spread covid death
41,break call announce full national lockdown within next hour h
42,either way win win situation sure well get winwin
43,think comprehensive clear well communicate plan deal ramific
44,need recognise school closesir keir starmer say do not want call closure scho
45,govuk need adopt military type operation ensure vaccination per week ignite economy easter min
46,I m stimulus check like damn pandemic
47,new year celeb fact fab new video rehearse february lo
48,shit hit milly ppl still will not care mother father child sibling pass
49,thread need school closure well worth read see gav
50,uncle pick bookbinding pandemic basement wonderland
51,do not know spin genocide fact genocidalhttpstcofitoopnguv
52,ontario health official report new case ottawa today ottnews
53,pandemic sanjose staff member outbreak kaiser san jose er
54,treat covid home share covid survivor grouphow fight covid homeno one ever talk ab
55,hospital few patient yearnightingale close where s panic
56,americans dead another president die would never stop yell do not even speak covid you re sick man stop spread cancer country well
57,authoritarian bigot really hate lot people do not
58,also call federal agency put resource contact trace known case improve access quick
59,let prove want eliminate mail vote go happen pandemic
60,you all get mad tell you all responsible pandemic weird
61,national lockdown without closure school national lockdown
62,congratulation honble pm shri ji high approval rating among world leadersth
63,high total case ever report single day arizona
64,ted save breath energyeverythe pompeo mouth always li
65,sadly father law die cancer yesterday shock blatantly tell we put
66,israel set pace covid vaccination overdrive
67,entirely true seem something sinister afoot pfizer say uk plenty vaccine shortage go
68,treat covid home share covid survivor grouphow fight covid homeno one ever talk ab
69,cw covidnot get political main even though love talk politic way get virus uber control without nationwide lockdown especially still school college open new strain
70,baekhyun pandemic let hour concert baekhyunlight baekhyun
71,do not forget wear mask
72,I m stimulus check like damn pandemic
73,staff member get covid site teach online choice teach home unless child school close doctor note emptyhighschool lonelysickteacher
74,full lockdown italy do not work
75,russia ready conduct clinical trial ukraine vaccine combine sputnik v vaccine deve
76,dr fauci push back president trump false claim we coronavirus death toll exaggeratedthe number
77,daily reminder david perdue try profit covid oppose stimulus check constituent
78,confirm gabriel jesus kyle walker ederson ferran torres tommy doyle eric garcia six firstteam confirm
79,pfizer biontech offer supply africa million vaccine heath workers
80,congress question nod covaxin politicise lifesave vaccinenabila jamalfull show
81,grump family greek tragedygrump legacy impeach spread catch coronavirus one term incessant liessave grump nonsensical contradictory rant insanity defense criminal trial grump indict
82,another interview government broadcaster sole theme do not youdont lockdown soon tou
83,multimillionaire ted cruz call dems elitist ted wife work goldman sachs ted vote send stimul
84,stay home january
85,thank share
86,process challenge electoral vote literally constitutional unlike covid lockdown
87,bar downtown nashville open nye oh closed pm yeah really accommodate pandemici never ever forget priority show time meanwhile doubledigit positivity rate can not begin open school
88,ok go brexit though covid financial job crisis spin tory job boy ivory tower wash scottish people
89,multiple team report outbreak football player team personnel test positive cor
90,daily reminder david perdue try profit covid oppose stimulus check constituent
91,I m stimulus check like damn pandemic
92,dumb super ignorant there s evidence present support central premise piece
93,shit look awful even without coronavirus
94,break call announce full national lockdown within next hour h
95,need great lockdown restriction however bare minimum call inevitable need look
96,everyone move florida since pandemic start including swear go fall ocean soon lol
97,pandemic cause major paradigm shift sphere life globally anyone fails recognize
98,kirstie child know live effect long covid would definitely regret twe
99,I m stimulus check like damn pandemic
100,ucp politicians alberta return international vacation hotspots mla dispute health expert advice claim travel perfectly safe abhealth yeg yyc yql coronavirus cdnpoli covidiot
101,death toll united states surpass expert anticipate another surge coronavirus case death stem holiday gathering christmas new year
102,obviously long allow airpowered costume facility chavez saidummm take outbreak create rule another article read suggest scapegoate do hospital
103,britain need deal tiny group newspaper columnist backbench mps anonymously fund
104,oldie goodie blog post remove non tenant property centannilaw nj elizabethnj unioncounty landlordtenant evict covid
105,covid regional rule probably go get tough say boris johnson
106,you ve claim doctor hospital cdc intentionally overstate death toll you ve call scienti
107,break call announce full national lockdown within next hour h
108,dereliction duty new strain covid announce amp country close bordersnot trump he s busy activel
109,guy stupid haibo
110,warp speed rollout like response negligent dr fauci hell
111,pierscorbyn arrest take part antilockdown protest londons hydepark saturdayuk
112,lose get covid be not enough you re willing go prison hot
113,can not wait chick first town hall ball one covid nothing bad fake democrat plant need audit june primary many we see thru fraud
114,retrench last year march one month old baby level lock start check bake video
115,vaccine nationalism unfair selfdefeatingno country safe countri
116,mother father die polio say people much well gracious concern epidemic one panic infact family take professional baseball player cub grandfather death
117,ask company publish trial datum
118,you re disgusting can not wait
119,virus first detect yo december week early thoughtevidence rna orophary
120,leeds united kingdom many shop close due pandemic restriction black friday might look
121,work nhs throughout pandemic experience one ever envisage ever want experience senior nurse praise truly amazing staff commitment story
122,cancer do not stop vitally important woman feel comfortable go screen help prevent cervical cancer north
123,current evidence suggest severity disease high among smokerspledgetopause takecarebeforeyoushare
124,be not retire general charge alberta response team paul wynnyk hawaii
125,people run other cycle mount everest home
126,yes vaccine that s good covid may never fully eradicate
127,school safe
128,chaos face parent school tomorrow direct result government failure urgent priority must
129,tiersystem coronavirus covid do not laugh hope
130,around people symptom could spread without know itremember hand face space continue follow government guidelinesstayalert handsfacespace
131,palestinians mobilize fight israel continues steal land build illegal settlement occupy palestinian territory bds campaign hold israel account violate palestinian right vital ever coronaracism spreadsolidarity
132,state uncover failure deliver equitable healthcare need peoplesvaccine tackle virus profit vaccine healthforall
133,pandemic
134,bcph try silence criticism education plan statistic child infection occur
135,ncaa crisis show bidens surgeon general pick navigate pandemic
136,covid case india case test india bot
137,start quarantine social distancing stall economy make many common new year resolution impossible anyway joseph sabino mistick write httpstcogxccvdvxlp
138,virus region may originate china uk spain
139,independent bookstore bay area see success pandemic
140,lithiumtriangle pandemic affect lithium sector litriangle
141,time weep wail reach deep depth beingweep grieve lostcindy pollock flag memorial front boise homevia
142,us surgeon general dr jerome adams say reason doubt cdc death toll contradict president tru
143,want get back getbackmass wear mask keep distance get test learn
144,coronavirus vaccine shortage covid kill mid january stop risk prove protection efficacy pamphlet coronavirus coronavirusvaccine vaccineshortage
145,hospital can not stop react public power put
146,italy people start share figure claim diagram chip insert
147,you ve claim doctor hospital cdc intentionally overstate death toll you ve call scienti
148,weeknd new album inspire black life matter protest amp coronavirus pandemic
149,broadcasting legend larry king hospitalize los angeles source close family tell abc news saturday
150,dudley charlton regional say health board recommendation pandemic wear school remain committed hybrid l
151,find everything need know update vaccine delaware staysafe knowledgeispower
152,amazeballs think he s find secret lair deep mountainside
153,dominate annual list banish word term
154,total test run virus virginia positive case
155,captain hindsight want doom even people financial ruin another lockdown mention lockdown relate death toll far outweigh covid death wonder starmer hit elitist mate take pay cut sympathy
156,heres text receive london gp warning london ambulance service local hospital london
157,fauci push back trump covid death number realgo hospital go intensive care
158,course expect nothing trump administration help veteran fight four long year
159,also death lockdown outnumber death versus covid
