,full_text
0,please wear mask
1,mask equally protective well mask important particularly contagious strain covid sp
2,please wear mask
3,test positive covid avoid exercise least week recovery may cause inflammation h
4,fauci ouchie shall forevermore
5,please wear mask
6,california likely pay billion covid relief organize crime russia china
7,see someone refer covid vaccine fauci ouchie I m
8,know watch porn phoebe buffay
9,please wear mask
10,whole lockdown mood
11,something see among family believe lie former occupant election steal dem bring ruin amp one do not drink kool aid make gather amp subject lot easy
12,stop sexyfye v bad thing
13,please wear mask
14,thank zoom call gooey chocolate cake lockdown celebrating
15,please share someone close lose father covid leave look family mor
16,go sticky finger happen
17,whole lockdown mood
18,food produce worker want raise risk life covid deny ask pay healthcare
19,amsterdams old gay bar rename ikea protest superstore remain open lockdown
20,marianne live across town horror shame cobb county school superintendent call
21,next dr anthony fauci join discuss vaccine distribution within community color tune
22,benitez leave chinese side dalian cite difficulty due
23,covid start sound lot like hell change
24,many worker travel office swansea commuter belt tonia antoniazzi mp gower say
25,well do not happen nearly feb
26,please wear mask
27,stay date late information vaccine view distribution plan data dashboard faqs get vaccinate age old
28,feck tonight I m read twitter loser government kill we alland here another example
29,sehun instagram livesehun corona can not go school right dangerous please stay hom
30,yes good little ghoul you ll gain status
31,please wear mask
32,everything know covid variant far accord faucihttpstcoclglzywdiz
33,new calculus expectation do not actually make sense like day slow spread doe
34,really really really happy rid vice grip negativity trash fire white house squatter social med
35,covid start sound lot like hunter x hunter return hiatus
36,would great government ambition would try get we time zero covid else summer enjoy
37,read social medium post alternate universe gop biden somehow responsible loss ten thou
38,china go serious quarantine stay home convenient quarantine america
39,never ever blame public fail stay public financially support st
40,people keep say thousand business shut million people become unemployed pand
41,imask protocol science do not lie v e r e c n imv lockdown savelive flccc
42,california likely pay billion covid relief organize crime russia china
43,actually friend self righteous brat away wife child expose covid know w
44,link donate reply
45,nearly friend handle parent appointment vaccine obviously do not need techsavvy
46,day job biden cost thousand job eliminate keystone pipeline raise price
47,please wear mask
48,bma endorse week covid dosesthis govt invent datait exist none
49,covid start sound lot like hunter x hunter return hiatus
50,hamburg todayart kidsampteenager mottehappyweekend friendspeacelove war
51,simple
52,good news reminder amazing despite obstacle obstruction highly effective cov
53,please wear mask
54,chesa skip memorial yesterday two woman tragically kill new year chesa refuse
55,I m obsessed bread butter moment lockdown go head x
56,much cost scotland administer covid vaccine every year would scotland pay
57,normal time especially covid people leave bathroom stall deposit still toilet
58,finger toe cross
59,vitamin sunshine vitamin receive increase attention throughout global pandemic questio
60,please
61,today discuss biden accomplish far survive th
62,senate show disrespect executive publicly air personal view will think impact public trust
63,covid evolve week month way flu evolve year ominous
64,striking report antiinflammatory drug colchicine reduce hospitalization need mechanical
65,new coronavirus variant could spell trouble nation already break point need know
66,please wear mask
67,currently face four converging crisis result economic crisis climate change racial inequi
68,two different policing standard toronto american franchise call black life matter po
69,hundred student gather I m field powder puff game maskless social dista
70,food produce worker want raise risk life covid deny ask pay healthcare
71,keep distance comedy pandemic force become well comedian lot people wh
72,film almost close everyone heart create benchmarke record history cine industry bee
73,weekend do not forget wear mask stay socially distance avoid large indoor gathering together save life
74,please wear mask
75,update interest education let tell symptom moderna vaccine first shoot
76,covid start sound lot like hell change
77,please wear mask
78,please wear mask
79,people still hang friend partner stay home order seriously guy totally cool forget r
80,please wear mask
81,please wear mask
82,colleague lucas tomlinson rpt well national guard troop contract coronavirus since dispatch
83,tennis australia delay start three australian open pretournament hour enable tennis start curre
84,hola read correct nothing like influenza virus virological evolutionary standpoint short enjoy
85,million report covid case united states
86,decide pcr nasal swab test sufficient test diagnose american
87,covid show we low tide americait expose ugliness lie beneaththe racism disparity inequality
88,solet get straightrepub go crazy kind watch biden wear totally cool
89,official vaccine forevermore call fauci ouchie
90,hospitalization may trend alabamas hospital system remain strained pm
91,ebe corona dey fear
92,guy doctor whole adult life take less one year decide mask worthless neede
93,one time I ve able safely leave home since march many nomasker phoenix amp
94,premium white house content need
95,I ve go caveman lockdown trim keep bush
96,great story particularly great love story begin one small astute observation nothing che gelida manina
97,dr david nabarro glad see risk prioritise
98,exclusive boris johnsons fail school closure policy worsen pandemic make pressure we
99,ryan friend lot we outside social medium family hit hard covid stepfather pass
100,college bball coach might well wear mask
101,see alsoover third swissbought vaccine administer vaccine tec
102,would raise cost insulin people pandemic
103,k media say today president korea moon talk president costa rica carlos alvarado quesada p
104,please wear mask
105,important message social bubble buddy mum mamakhan agree help spread vit
106,do not know case fact proof canada raise min wage improve life low wage earner effect big business stop pick people work fearlessly pandemic nice person
107,california likely pay billion covid relief organize crime russia china
108,I ve support past indirectly jinx pandemic far despicable
109,china go serious quarantine stay home convenient quarantine america
110,william kate get pandemic puppy
111,covid start sound lot like lorde release new music
112,least five local boat stick dock nowhere deliver bere sea cod shutdown alyeska seafood process planthttpstcochwehquiaa
113,please wear mask
114,get present survive covid
115,watch pandemic end I m lmao
116,maybe expert determine worth keep open be not global pandemic can not stop drive put seatbelt make sure airbag functional
117,please wear mask
118,currently face four converging crisis result economic crisis climate change racial inequi
119,pandemic kickstarte second payment revolution traveler even control book trip spend money wandering
120,covid destroy rural rancho mexico please make sure you all get test go mexico people al
121,uk minister provoke covid case dvla swansea symptomatic tell work vulnerable refuse homeworke cov
122,would raise cost insulin people pandemic
123,announce antigen testsdont wait get test offer antigen test kit pointofcare environment result minute make sure stay date infection statusget antigen test kit
124,please wear mask
125,covid start sound lot like hell change
126,month amp call equitable response pandemic potuss eo answer call taki
127,month amp call equitable response pandemic potuss eo answer call taki
128,covid start sound lot like hell change
129,nobody obey single lockdown mandate one purpose exploit treatable respiratory infectio
130,aoc say fema prepare cover billion funeral cost across we finally got do
131,weekend do not forget wear mask stay socially distance avoid large indoor gathering together save life
132,whole lockdown mood
133,delay second vaccine dose increase risk new resistant strain sage reveal
134,old ballet student ask today I m excited get fauci ouchie soon refer
135,late toptweet thank trump
136,reason move office suburb cre office suburb tenanttip newnormal tenantrep
137,covidits teethe problemsit remainersit big dealit early tellits eu
138,price lemon amp ginger basically poor can not afford mean one cheap way hel
139,yes good little ghoul you ll gain status
140,covid start sound lot like hell change
141,next time get scottish nationalist tell great job nicola sturgeon jeane freeman hand
142,one like leader lead
143,least nhs staff care worker identify die
