,full_text
0,whenever something tell stay home never listen
1,abc poll find biden unite country approve biden covid response approve biden transition support r
2,three big unanswered question coronavirus vaccine someone who s vaccinate still spread disease
3,know pandemic be not start evolution human sloth
4,heres expert new pal say make keep pandemic friend
5,wayv arrive gimpo airport today finishing schedule jeju ten fall due many people mob
6,ask worriedly impeach president goingi open mouth do not know say
7,ok you re go believe tweet one
8,israel looks set impose two week ban income outgoing flight effort prevent new strain enter countryhttpstcordicgfsbeb
9,covid start sound lot like sebastiao come back
10,great convo new album rosario cl simply indestructible
11,q sunday booker invite bunch people lie election lie election
12,frustrierend
13,overwrought lockdowndenier dan mean people worry lockdown evidence show lo
14,dangerous deny covid exaggerate dangerit risk turn people neighbour amp fri
15,covid relate death jampk last hour window news jammucoviddivision
16,break we pass million case johns hopkins
17,vulnerable impact lockdown other true let people gad may already infectious shits giggle stay bit boring thoroughly irresponsible
18,republican colleague concern cost biden covid relief package certainly agree
19,difference biden amp trump covid plan biden plan promise deliver vaccine less
20,introduce bill bill prevent funding paris bill halt funding wh
21,terrible unsurprising thing trouble across africa amp become ever clear government unsure next us street
22,pic someone post make realize much miss touring year drop new bc album cancel
23,year ago today got dress go dance celebrate steph turn today we ve look like potato today competition oh corona miss friend
24,three week lockdown flatten curve matt hancock march lift long long long way
25,switch premium masksive say month need switch european mask asap n
26,postcovid party epic
27,nostalgic remind proper good time covid
28,president biden recognize far many american hurt pandemic fault week
29,day biden presidency recap do not new coronavirus plan allthere nothing
30,joe biden kill good pay union job stroke pen within hour set foot oval office
31,covid start sound lot like hell change
32,heres cdc link
33,covid start sound lot like hell change
34,biden snap reporter ask covid plan say give break
35,stalk amp follow schedule disruption work phone call camp dorm photo take bathroom mob
36,covid start sound lot like hell change
37,china go serious quarantine stay home convenient quarantine america
38,happen airport acceptable surround many fan press still pandemi
39,taiwan put quarantine hospital cluster reuters
40,joe biden kill good pay union job stroke pen within hour set foot oval office
41,one appalling revelation pandemic little people care respected teacher
42,lockdown till july see I m still alive
43,sry bro tryna hold together
44,covid vaccinate people may spread virus say
