,full_text
0,china urge united states return reason rationality origin virus protect life health american people effort international cooperation foreign ministry spokesperson say monday
1,covid get world afraid stayhomesavelive
2,people la covid
3,seem like united fans full force wonder still think season long way decide city look great threat every team blip covid condition lets see
4,imagine racist go way ensure people prepare food unvaccinated
5,yes would good could actually plot like toronto graph esp hard lockdown mean exist mitigationinfection control measure effect reduce would expect magnify even
6,pandemic really ruin everything
7,bill gate need prepare next pandemic get attention time uk variant lookin little dangerous
8,covid case high one seem care
9,tom sudduth vashon washington die covid dec work seattle shipfitter despite become
10,one step away passanger require vaccine certificatecome soon
11,update people infect death report last hour bring total
12,daily update publish state report test case record patient
13,hollywood run covid
14,los angeles county people hospitalize entire state florida
15,ur telling lose teen mental illness I m lose twenty global pandemic haha nice
16,ouch ron desantis embarrass cnn covid press conference
17,proud boy intend create havoc tomorrow dc electoral vote certification engage resister stay h
18,university student expect perform exactly pandemic normal circumstance ale
19,atvthe point long sympathy give itvto innocent victim covid
20,doctor around world issue dire warning get covid
21,steph curry hard game nba history happen bad leg generat
22,dimwit would not mathematical nous cope anyway maybe stick believe big word bus share covid conspiracy theory
23,seattle be not one answer send gulag
24,people inject new vaccine ccpvirus experience adverse event hundred tak
25,hospital ceo physician chief command table stalwart intensivistcaribbean revellerat point
26,bovid sound cool covid
27,get vote turn georgia blue take moscowmitchmctraitor power away
28,encourage get outside move help keep mind body healthy case surge
29,friend chug bottle tequila tell covid taste smell
30,hon minister youth amp sport insist need implement programme facilitate return sri lankan migrant worker strand due situation concessionary airfare give srilankan airlinesceylontoday
31,I m rehab hospital covid covid pneumonia rehab hospital infectious disease rep come morning state expose covid odd
32,instead criminal give vaccine grocery store cashiersfederal inmate set receive vaccine start friday
33,gov ricketts rne say undocumented worker meatpacke plant eligible receive covid vaccineth
34,anyare
35,israeli government leader vote total lockdown start friday via
36,take fucking time
37,student die first lockdown idk long keep cover death
38,f r e e b k boris win election outbreak wuhan check free comedy set
39,god covid fuck already I m annoyed shit today
40,time amp money travel dc midst pandemic economic crisis lifetime rally
41,mad think soon lockdown finish ill legally aloud drink alcohol
42,think someone arrogant racist man ensure people prepare
