,full_text
0,well make sense do nt
1,tdb wi pharmacist sabotage hundred dose moderna coronavirus vaccine bc think hoax
2,stop ask wyd pandemic I m rot bedroom
3,america call covid stay home challenge would ve back normal month ago
4,w tony deangelos nhl future air worth talk new york ranger enable amp promote p
5,case covid perth western australia today first month response full lockdown day includi
6,city edmonton sunday total case active time since nov
7,do not like mask agree difficult wear mask indoor
8,know cdc do vaccination prioritization name ethic you re terrified
9,labours primary line next covid world fast vaccination program befaster v
10,pandemic fedex store ship hundred thousand cadaver body bag bod
11,stop let tourist come shit city
12,way get covid vaccine mmcc mandalorianmercs themandalorian bountyonthebayou
13,live la ratp nbaextra
14,they re busy convince we mean supplemental check be not even send give we mon
15,run curbside grocery pickup like pandemic do not even exist fashion island mall newport beach
16,damn that s crazy year ago today coronavirus declare public health emergency
17,tom moore world war ii veteran raise million charity walking lap garden birthday b
18,family have not affect covid really thank god
19,incredible story
20,biden administration unaware location vaccine dose report
21,I m sorry hear captain sir tom moore admit hospital contract know you ll
22,tdb wi pharmacist sabotage hundred dose moderna coronavirus vaccine bc think hoax
23,biden administration lose million covid vaccinesthis entire administration jokehttpstcoapfgplhkgc
24,wake tomorrow february feel remarkably similar january march unless we
25,perfect illustration danger political footballification delight first fact dis
26,whine cry freedom people reason covid still spread go get bad ou
27,another thing get angry spend upwards million year public fund convince tourist
28,start go backlog find time write personal project you d think lockdown you d time
29,tell hollywood nobody want see pandemic tv depress unemployed existentially pl
30,family have not affect covid really thank god
31,be not funny meeting middle day
32,yet another example seriously people take leadershiptheyre take seriously al
33,cdc warn wear multiple layer ppe
34,genuinely deady pandemic do not require government ad campaign remind
35,lockdown akshay patra distribute crore mealson daily basis akshay patra feed million kid ev
36,month one complete mile day lock due still manage compl
37,gop senator offer relief counterproposal force talk white house back middle cnn politic
38,I m wonder many insurrectionist sign death warrant participate january attempt overthrow government united states
39,case covid perth western australia today first month response full lockdown day includi
40,support favorite artist pandemic shop online store support free healthcare
41,news w gt two new georgia senators ossoff warnock urge biden admin fellow
42,basically plan health leadership team successfully implement we melbourne wave still work clear daily messaging way hard lockdown way new covidnormal life
43,true joke floridas jokeoutside kentucky state vote incompetent
44,credit conservative liberal medium outlet push nonsense really well people fully buy deception
45,make great one specific filter put inside make pretty close protection
46,deal flatten curve that s hear month
47,anyway final race championship jerezjacque villeneuve close gap michael schumacher try overtake schumacher deliberately crash himlike do not work himas brundle say hit wrong part
48,topical issue nigeria last six year good rear cow cause death citize
49,captain sir tom moore british world war ii veteran rise fame spring charity work th
50,regular people do not care whether pass something vote pandemic large economic contract
51,america call covid stay home challenge would ve back normal month ago
52,vaccine roll nhs go wellwhile test amp trace serco private company w
53,dear celeb piss see party close friend find access hundred covid test could little tiny intimate birthday party rest we wait line feel well thnx
54,stay home living fear let we live life
55,year hashem ahmad alshilleh helped bury generation muslim across socalhe never charge servi
56,minute life go
57,sen bernie sanders do not care anybody say get deal pandemic republicans want wor
58,sample two dozen britishbase haulage firm operate total
59,give onetime payment month onetime payment nine month onetime
60,love read stuff like point mention nation full people ignore fuck want
61,sensible recommendation reduce federal prison pop incarcerate people amp staff infect wcovid
62,bidenlie aboutthe response planfrackingcreate jobsstande military
63,heartbreaking medical staff train handle end life isolation suddenness etc due
64,kathmandu january three district kathmandu valley record additional case coronavirus infection sundayof newly infect female male googletagcmdpushfunction
65,covid bring economic emotional depression million we move resistance resilience train
66,wh adviser anita dunn wind biden back opportunity build broad bipartisan support nece
67,january bad month record niagara via
68,take photo today drive first photo meter away live
69,police take take helmet march people covid lockdown belove vienna
70,personally would never cancer like organization
71,irony chinese create release covid worldthey sell we mask soon vaccinet
72,ok know guy early remember interview teacher wuhan etc compelling use listen early morning working cayman island
73,lose sell tablewhere hunter
74,two shocking headline sum capitalism amp covid billionaire make trillion pandemic worke
75,fairness joe biden can not remember time hell going know million va
76,let sink inblack americans likely get amp likely die whitesbut flo
77,free refreshment
78,vaccine datum update jan dose today total dose people
79,america call covid stay home challenge would ve back normal month ago
80,todays day lose player time I d say enic chance sell pandemic
81,government give ppp loan use run office hell covid hardship
82,olivia newtonjohn say will not get coronavirus vaccine via
83,think democrats pass relief package without support gop
84,tell hollywood nobody want see pandemic tv depress unemployed existentially pl
85,case perth morning snap day lockdown whole city talk mess around
86,give onetime payment month onetime payment nine month onetime
87,cdc find scant spread coronavirus school precaution place washington post
88,fairness joe biden can not remember time hell going know million va
89,nyc reveal white new yorkers receive lion share vaccine doseswhite nyc resident take th
90,stop ask wyd pandemic I m rot bedroom
91,hike phuc
92,announce antigen testsdont wait get test offer antigen test kit pointofcare environment result minute make sure stay date infection statusget antigen test kit
