,full_text
0,base work ebola amp zika covid hit january call mass screening rapid test way
1,city mayor literally like please do not give homeless people food they re starve might come ou
2,wuhan virus ccp cover ccp disappear doctor know ccp still refuse let world see w
3,wuhan virus lab still do not know happen need get
4,covid antibody matter show
5,mean kumbh mela covid really
6,stanford study lockdown significant effect reduce may even spread news lifesite
7,ask journalist serious wuhanpneumonia outbreak answer take seriously bc crossborder spread
8,billionaire convince you all certain job be not hard work do not require decent wage you all eat yet
9,cuomo presser anyone interested
10,sad bit covid obey protocol still get infect somebody else do not
11,geography destiny dentist access covid shot depend live
12,wuhan virus ccp cover ccp disappear doctor know ccp still refuse let world see w
13,kai well sort sign shirt lad west ham united family behind
14,delhi aiims security guard develop allergic reaction receive vaccination today keep unde
15,uh princess low light accomplishment impeach twice world record lose election bigly divide country pandemic response wasis disaster build wall dc total failure aka loser
16,economic imperative act moral obligation pandemic america can not le
17,brb go to go cuss uc covid case worker
18,nation love rubina amp want win trophyjanta want jasmean stay home take care man
19,see donald cameron tory msp convening committee discuss scottish government response covid wonder conclusion maybe he d well looking chaos party cause england I m sure however
20,americans die follow covid vaccination norway death rise death thus link vaccine
21,proud good friend former deputy chief staff rosa po name covid response team
22,inna lillahi wa inna ilayi rajioonmy greatgrandmother rhmh llh return lord battle covid leave behind numerous grandchild amp greatgrandchildren adore may allah mercy beautify grave fragrance paradise
23,would risk get covid see bow wow
24,brother deem close contact covid have not test positive yet
25,yet child run around mask child abuse
26,late information uae choosetovaccinatecommittowintogetherwerecovertogetherforyourwellness
27,can not believe hot year r give depression pandemic
28,flip burger flip burger sit hot room hour stock big ass box food
29,tweet send exactly year agoin unrelated news government finally bring check airport f
30,hope people numb number learn number represent real people yesterday dad become one
31,vaccine launch netizen laud pm narendra modi largestvaccinedrive hashtag trend twitter
32,must happen medical profession must feel confident message convince people need v
33,typical eggshell logic oppressive israeli regime also deny covidvacination tel aviv sa
34,january
35,health security issue come stark focus past year pandemic highlight
36,billionaire convince you all certain job be not hard work do not require decent wage you all eat yet
37,want know you re eligible vaccine fill vaccine interest form use
38,can dems run can ground friend leave year property value tax general cost live disaster covid response bungle homelessness epidemic
39,assign group assignment pandemic
40,rand paul say get vaccinate do not wear maskrand paul wrongrand paul real doctorra
41,wuhan virus ccp cover ccp disappear doctor know ccp still refuse let world see w
42,karlanthony town announce he s test positive
43,die norway receive pfizer
44,covid claim live people florida today never forget skip front line
45,pastor yvonne write last six month since welcome first church quite whirlwind read pastoral letter first church weekend update image credit united nations response via unsplash
46,approach year lockdown progress gent
47,point buck stop call incompetence start call
48,need report covid vaccination distribute rich first even though poor folk di
49,norway say shot may risky old terminally sick people die shortly receivin
50,be not australia midnight sunday
51,pete lunn mustread today need tackle differently lockdown ho
52,flip burger flip burger sit hot room hour stock big ass box food
53,wish india amp sri ji great success launch world large covid vaccination rollout covishield part historic effort amp endorse safety amp efficacy join health worker take vaccine
54,official master big blockbuster first indian lead actor release pandemic give
