,full_text
0,national lockdown bro
1,patient hospital receive high grade ventillation amp respiratory support
2,government talk number people vaccinate againyou would not say someone receive
3,bad month ever I m dental nurse work daily pandemic please god chance little pick boohoobluemonday xx
4,almost mln malaysians receive vaccine pm muhyiddin kkmputrajaya httpst
5,beat cancer amp turn pandemichappy birthday son
6,beat cancer amp turn pandemichappy birthday son
7,happy yoon day cupsleeve event chuseyo tj duren jkt bsd tgr galaxy bkskopisoe ngage
8,goodness lord sumptions response woman stage cancer ask life be not valuable do not say
9,two new report show activity level increase autumn term expect drop across spring summer term due disruption cause storm
10,oh surprise
11,cousin partner covid stay today die last night sepsis cause negligence hospital per
12,happy together basecamp stayathome happiness
13,india lead fight corona pandemicstande new case per million population india h
14,example vaccine widespread clinical use selective effect prevent disease infe
15,august visit taiwan highlight health cooperation amid global fight taiwan preside
16,covid take something realize never acknowledge
17,trump do absolutely nothing addresss pandemic surge past two month do not even acknowledge h
18,omg scary
19,literally say do not wear mask exercise could cause serious breathing difficulty w
20,can not even touch naxal sit jnu else intelligentsia threat fascist government
21,pandemic expose much ignorance gullibility still find hard believe people think way
22,accelerate practical use ai machinelearne datascience python ai io
23,farrokh abdullah say can not even kiss wife pandemic sure cause bad breath
24,agree would service make agreement send suitable employee te first place wear mask always specify will not strange house without mask will not get
25,ticket available window exclusive visa cardholder final ticket sale n
26,glance bbc provision lockdown learning material problem seriously fantastic institution bbc
27,necessary pure humiliation
28,new strain covid that s confirm michigan will not see bar indoor eat
29,history guide unless substantial reform think global economy head decade disappointing growth outcome world bank ayhan kose say
30,keep date pharmacist play key role vaccination dear
31,break british refugee flee ethnic tension inhospitable divide covidravage island follow brexit peace
32,we scream level transmission expert say country add nearly million case month
33,austria small country corona
34,thank people derry strabane way pull together stick public health guidance
35,imagine enough energy get get dressed drive grocery store knowingly get argument tr
36,disruption weekly message state strategy one sentence ceo corner disruption chart week economic cost covid econ recon
37,go good prime yearsthis pandemic
38,do not let trump lie away folksyou see see trump foment atta
39,lockdown hit differently I m lose interest basically everything feel tired
40,japans kono administrative reform minister handle coordination coronavirus vaccination
41,todays gac receive support priority present agree coordination solidarity necessary address pandemic
42,number portable alcohol spray card provide rta distribute army personnel royal thai
43,small business owner child get help governmentrich parent would also probably keep business open know illegal choice child starve stop point finger bear rich
44,good pow
45,yes term level mortality rise mean covid be not really big dealonly also think recession be not big deal gdp level drop earlierrate change really matter
46,stop swallow pill lebanonstop ivermectinstop remdesivirstop hydroxychloroquine costop aspirin
47,na covid
48,session who s executive board start morning cet minutesfollow live websit
49,approximately less patient acute general welsh hospital bed januarythere also empty acute general welsh hospital bedsis start promise trend
50,photo school lagos abuja ogun respond covid protocol thecable
51,remember world covid yeah forget
52,need linkedin company page profile full setup linkedin hashtag trend business page digitalmarketing digitalmarketingagency setup digital contentmarkete seo aftertrump mlkday
53,vaccination booking systems korea start take reservation vaccination start next monthvaccination booking system
54,go good prime yearsthis pandemic
55,lose another old friend covid watch funeral online queens college oxforda truly wonderful person
56,work florida department health access additional vaccination part distribution effort information become available post
57,go good prime yearsthis pandemic
58,restriction increase time online make bad many psychologist say okay okay pandemic
59,patty stay home keep mask hour day that s see turn tv amp social medium crawl hole moment awesome
60,wow rip
61,trump administration lead global response foreign assistance fund alon
62,airforceagerelaxationcorona fault something we want age relaxation
63,holy sht hacker indict summer washington access massive amount we international govtcontract
64,prepare postcovid worlda place generation meet life affordable planet protect st
65,pls stay home also pls visit open shop coz u knowthe economy catch u shop well fine u u r
66,wish be not true iswe crossimmunity coronaviruse provenwe herd immunity cir
67,day smell post covid thanks info smell training start day ago great able something anosmia homecovid
68,pandemic teach seize every opportunity life look back many thing I ve say would
69,grow coalition child expert highlight need national emergency response catastrophic imp
70,yeah okay infect everyone matter go covid man kind show give damn yet alone fucking sleeve wonder kid think be not real
71,like trump covid
72,break coronatnupdate new death past hour coronavirus death tamilnadu total go covid coronaintn coronavirus corona coronaupdate
73,two virus bad covidpolitical leader use religionreligious leader play politic
74,tory mp sir desmond swayne say matter urgency lift lockdown restriction say must resist missio
75,good morning mlkday amp air wvmorningnew cover holiday event prep covid
76,mum work two job one school kitchen help sister husband child live away lockdown mean visit wonderful day
77,I m still hope would come back homedont care long I m willing wait staycueshe
78,certain restriction lift today
79,postcovid world look like social medium marketer there s anything we ve learn far nobody ever prepare future
80,time leave office american covid death exceed american death
81,covid true killer far kill flu cancer heart disease kill ability think l
82,log onto twitter see two tweet basically next timeline everyone react dif
83,today be not single case covid community australia grateful they re even
84,use research we ve identify fake news story publish national newspaper
85,morning go great day get home school bring do not need lose temper stay calm theyme afternoon evidently worthless never bear
86,government talk number people vaccinate againyou would not say someone receive
87,reflection pandemic nebulous landscape new post year reshape
88,two thing certain horrific death suitable vaccine save life prepared vaccine implementation nearly year
89,emergency security service offer lock service safe open amp repair emergency boardup amp preventative secur
90,kuala lumpur city centre saturday proof rakyat do part due respect sir waste
91,quote loser president fake news people die covid due attend trump rally stop imagine issue do not exist try get touch reality try historic wake call
92,lets say you re cdn entrepreneur design create class ppe pandemic let say health canada ap
93,do not look covid safe shame brown allow happen smh relegate learn follow rule
94,live event platform found active covid see that s uncertain wan
95,terrible
96,follow whole series disaster lurch one crisis nextgreen party mp caroline lucas claim
97,do not let pile kickhimwhiletheythinkhe trump hatingmedia confuse absent trump win ree
98,live covid time can not believe use go work cold would normal
99,stopamazonextraction amazoniasinextraccion protecttheamazon justicefortheamazonprotect amazon amazonia brazil deforestation oilspill cleanwater mining climatechange rainforest indigenouslivesmatter indigenouspeoplematterindigenousright humanright
100,report people die united states receive vaccinesdo plan take v
