,full_text
0,month amp day covid I m spend sunday night wait brain scan effect daily long cov
1,wear maskwash handspractice social distancingit save life
2,nyc candidate say unsafe collect voter signature amid pandemic via
3,health suggestion make great difference loose life hospital cope let save life
4,yeah do not wear mask covidiot
5,runaway coach year hc kevin stefanski meet team pandemiche prepare team season l
6,influencer we ve struggle pandemic pandemic
7,wear maskwash handspractice social distancingit save life
8,yeah think cruel setup covid cancel season something insane
9,covid would not happen would much billie content
10,laurie cavagnaro read massachusetts die covid may wife mum two mimi
11,funny large company actually benefit pandemic amp lockdown apple amazon
12,cleveland practice week coach sideline
13,x absolute honor announce partner fred hutch raise money cancercovid
14,news I m knit healthcare allsomething democrats will not even include platform even international pandemicto say I m sick fascist trump enabler amp include godamned democrat instal understatement
15,case count test high number daily unlike spring case mean nothing pcr test can not trust accurate add number count death covid lock we detrimental ontario
16,real pandemic someone able recognize behind mask
17,stop brainwash use common sense fail look science ill never wear mask give liberty breathe fresh air ever you re part psyop
18,russia detect first case new coronavirus strain first discover uk last month authority say sunday
19,cleveland practice week coach sideline
20,support president week policy successful say broadcast hom
21,incredible actually
22,new coverup fear chinese official delete critical datum wuhan lab
23,much india spend corona vaccine free report
24,gladys still incline ignore premier indeed gold standard policy trace amp tracking
25,join recent episode talk college admission application essay tip mo
26,amp supporter spread urine amp fece throughout workplace steal electronic equipment office force staff
27,may pregnancy test covid test negative amen
28,watch list week capsidex ev trading amp day move average dpw ev trading floornovn ibb strong looking make big move soon newsnby covid matter timeinuv ai
29,business open listen govt covid closure since amazon apple other ban trump private business open door make living fuck joe biden douche want business reliant govt
30,I m sure large amount irresponsible americans travel mexico covid getaway nothing
31,watch unseen footage enrage heartbreaking brutal lockdown arrest farthen w
32,new infectious strain coronavirus may mean unless we adjust response pandemic adju
33,girl sick w covid week ago bro sure go care
34,cdc make right decision get vaccine first europe country provide old people first people die covid mostly old people underlie condition like diabetes cancerpeople old get vaccination
35,socially distance fort funny funny word covid amp quarantine part yos vernacular
36,idiotpm cowardly leader press conference day still claim transparent
37,otcstmxn mj court date expect another continuation rallyepaz ethrjdg merger play aquisition accumulate levelsdtii covid security embrace pullback have not move high canhral techacquisition
38,nancy bush ellis dead age business insider
39,ranger force regiment collaboration municipality perform cleaning spray disinfectant
40,go uch staff panic like mad doctor nurse test positive like nothing people
41,steeler have not since dirty bird effed season postponement due covid steelernation
42,time covid someone say comfortable attend event large gathering really b
43,vaccinated case vaccinate carry virus behave symptomatic recommend wear mask question case would symptomatic presenting assume household environment
44,vaccination set begin jan pm modi say landmark via namo app htt
45,taxis capitulate government get youscottish police use lockdown power storm
46,raise taxis wealthy get rich pandemic know u r doingthat pay
47,inflatable hospital researcher south korea unveil blowup negative pressure hospital ward isolate treat
48,allow short smelly stranger stay night home could kill smell alone people brave hingeisghetto
49,key worker get country pandemicthe government must give decent pay rise nowhttps
50,brown covid cesspool they re skunk steeler
