,created_at,full_text,sentiment_score
0,2020-11-06 09:59:54+00:00,tnie hubballi doctoroncall swrrly central hospital chief gynecologist dr jamuna kanakaraya advise manage pregnancy friday call xpressbengaluru,0.0
1,2020-11-06 09:59:54+00:00,sage allow intense desire lockdown create misleading data support goal whether conscious n,0.15000000000000002
2,2020-11-06 09:59:55+00:00,healthtech scaleup secure grant location tech help covid fight,0.4
3,2020-11-06 09:59:55+00:00,today drop tablet fiona joseph crossley almshouses resident keep touch wit,0.0
4,2020-11-06 09:59:55+00:00,back pizza beer delivery keep feed water lockdown,0.0
5,2020-11-06 09:59:55+00:00,new lockdown manchester university student pull campus fence,0.13636363636363635
6,2020-11-06 09:59:55+00:00,location proximity time help make safe choice you re area widespread transm,0.5
7,2020-11-06 09:59:55+00:00,pandemic amp consequence accentuate inequality person w disability face build,0.0
8,2020-11-06 09:59:55+00:00,follow fire outbreak oando tank farm along gaskiya road ijora badia axis lagos combine response team pub,0.0
9,2020-11-06 09:59:55+00:00,time personally feel anything pandemiclorenz hellman gloucester speedoundertale concertwh,0.0
10,2020-11-06 09:59:55+00:00,friday perfect time relax home good show choose well accurate,0.7000000000000001
11,2020-11-06 09:59:55+00:00,yet awful consequence lockdown govt sage etc do not care be not covid,-1.0
12,2020-11-06 09:59:55+00:00,trump stop ballot stop covid,0.0
13,2020-11-06 09:59:56+00:00,I m coach game earn living I m passionate job ambitious clubharlequinswomen head coach gerard mullen move challenge amp inspirational quin side,0.075
14,2020-11-06 09:59:56+00:00,governor ikpeazu scrap pandemic prevention fee absu,0.0
15,2020-11-06 09:59:56+00:00,yet awful consequence lockdown govt sage etc do not care be not covid,-1.0
16,2020-11-06 09:59:56+00:00,wow less secular congis kejris excel temple takeover minority appeasement rev,-0.033333333333333326
17,2020-11-06 09:59:56+00:00,stick since see early tonight get to wonder result would look like without un,0.1
18,2020-11-06 09:59:56+00:00,lockdown mean messy room month clean joke loser yes clean mouth like dog move dirty clothe mouth findom,-0.07583333333333331
19,2020-11-06 09:59:56+00:00,unnecessary polarisation sceptic current lockdown without covid denier govt strategy endless squeeze release lockdown rather proper quarantine universal face cover test trace right question,-0.039880952380952385
20,2020-11-06 09:59:56+00:00,grateful opportunity give back society make impact unitedwewin wearamask unitedwayg,0.0
21,2020-11-06 09:59:56+00:00,religion guy fam do not give damn grade ever hear systematical racism well,0.0
22,2020-11-06 09:59:56+00:00,global pandemic require global effort today sign million research grant support team coun,0.0
23,2020-11-06 09:59:56+00:00,stick since see early tonight get to wonder result would look like without un,0.1
24,2020-11-06 09:59:56+00:00,rapid virus test falter people without symptom study find headtohead comparison lab amp rapid coronavirus test,0.0
25,2020-11-06 09:59:56+00:00,let feast help lockdown,0.0
26,2020-11-06 09:59:56+00:00,good thread,0.7
27,2020-11-06 09:59:56+00:00,democrats take pandemic seriously do not want we follow cdc guideline social distancing respect enough do not want risk get anyone sick,-0.1285714285714286
28,2020-11-06 09:59:57+00:00,booklovecarnival u websiteampwarehouse se london open clickandcollect,0.0
29,2020-11-06 09:59:57+00:00,also every idiot say thing go go back bad lockdown imminentthats wtf need since coon will not sit tf protect be not enough hookah amp pussy you re getting still spread damn virus,-0.4
30,2020-11-06 09:59:57+00:00,think animal also prone contracting,0.0
31,2020-11-06 09:59:57+00:00,essential worker go work,0.0
32,2020-11-06 09:59:57+00:00,petitioner ghulam asghar saeein whose pray decriminalize char reject sindh high court today tell reporte,0.16
33,2020-11-06 09:59:57+00:00,yeah sort head kmish field walk around distance midnight field countryside much chance spread covidunless rogue mink,0.2
34,2020-11-06 09:59:57+00:00,economic catastrophe maybe body pile would ok ask question never give answer cause disent medium lot answer pandemic none hack help,0.35
35,2020-11-06 09:59:57+00:00,fuck hell good choice part hear story friends uk academia amp sound like unis pretty awful pandemic plan hope keep safe,0.075
36,2020-11-06 09:59:57+00:00,lockdown loon even real lockdown people still everywhere train full virus know exception survive without pint twat shame really though,0.25
37,2020-11-06 09:59:57+00:00,umaine employee student test positive,0.22727272727272727
38,2020-11-06 09:59:57+00:00,one reason miss volunteering hurry go away get back duty,0.0
39,2020-11-06 09:59:57+00:00,service offer lockdownclick amp collect club regrippingshoe respiking also send gift lesson voucher via email post info enquiry please dm we,0.0
40,2020-11-06 09:59:58+00:00,okay nak bercerita jap go ikea last week ticket fee pocket could not pay f,0.25
41,2020-11-06 09:59:58+00:00,negative result must entry oman caa oman muscat,-0.3
42,2020-11-06 09:59:58+00:00,number people die home illness coronaviru rocket since marchdiabete,0.0
43,2020-11-06 09:59:58+00:00,governor ikpeazu scrap pandemic prevention fee absu,0.0
44,2020-11-06 09:59:58+00:00,auto awareness campaign covid third phase fourth day fob tiruchirapalli seerathoppu,0.0
45,2020-11-06 09:59:58+00:00,I m celebrity start covidsafe,0.0
46,2020-11-06 09:59:58+00:00,soooo happy say confetti can not thank enough love you ve show we year,0.43333333333333335
47,2020-11-06 09:59:58+00:00,past global emergency show ongoing communication engagement government ngo amp community vital successfully provide support children wellbeing reality share experience,0.15
48,2020-11-06 09:59:58+00:00,do not let lockdown reason learn stop online coach fine tune transform game well detailsvisit website httpstcoywwyvyassn,0.008333333333333331
49,2020-11-06 09:59:58+00:00,yet evil dictator lock we must wonder ramp back,-0.5
50,2020-11-06 09:59:58+00:00,happy day lockdown view talkradio tower,0.8
51,2020-11-06 09:59:59+00:00,youth artsakh armenia stay strong human strongly believe victory struggle home artsakh save whole world savedstoperdoganstopaliyevstopterrorismpeaceforartsakhpeaceforarmeniastopazerbaijanaggression,0.26666666666666666
52,2020-11-06 09:59:59+00:00,also good morning I m feel way compose abt whole lockdown today I ve make schedule I m go to watch animal crossing movie organise thesis notes hope know much love,0.4666666666666666
53,2020-11-06 09:59:59+00:00,englands sea green weekly covid infection rate drop countrys local authority,-0.1
54,2020-11-06 09:59:59+00:00,look chunky af lets flatten curve hanbinbelift debutation agenda yknow priorities lil story,0.0
55,2020-11-06 09:59:59+00:00,hope guy know reason I m eat year building thrive business pandemic,0.0
56,2020-11-06 09:59:59+00:00,could change lifestyle habit bring see isp steal mobile operator lunch possible say bloghttpstcoagvwsbqmpptechpr telecoms operator,0.0
57,2020-11-06 09:59:59+00:00,work class people go work will not get pay otherwise,0.0
58,2020-11-06 09:59:59+00:00,communication research suggest leader think differently crise,0.0
59,2020-11-06 09:59:59+00:00,predict we impose new restriction counter surge covid case hit,0.13636363636363635
60,2020-11-06 09:59:59+00:00,look forward important proactive mental amp physical wellbeing lockdown pl,0.10000000000000002
61,2020-11-06 09:59:59+00:00,one thing sure global pandemic surely speed digitaltransformation accounting accountancyage analysis trend expect positively shape purchasetopay finance account accountingsoftware,0.3068181818181818
62,2020-11-06 09:59:59+00:00,do not fix income return migrant worker indonesia call target aid,0.0
63,2020-11-06 09:59:59+00:00,todays covid case that s news brace people,0.0
64,2020-11-06 09:59:59+00:00,can not ignore climate amp nature within covid recession recovery government kickstart lowcarbon economy put uk track meet target net zero emission climatetarget insulation,0.0
65,2020-11-06 09:59:59+00:00,cdc say likepeople stand hundred other pandemic votesame reason one mail vote vote trump vote trump vote covidget stop cry,-0.125
66,2020-11-06 09:59:59+00:00,governor ikpeazu scrap pandemic prevention fee absu,0.0
67,2020-11-06 09:59:59+00:00,woah,0.0
68,2020-11-06 09:59:59+00:00,cnns article uks doubledip recession fuel coronavirus brexitan intensify reminder u,0.0
69,2020-11-06 09:59:59+00:00,super junior kim heechul go selfquarantine visit area someone test positive,0.2803030303030303
70,2020-11-06 09:59:59+00:00,chinas early mishandle coronaviru along blatant theft ip human right abuse suppression,-0.02857142857142858
71,2020-11-06 09:59:59+00:00,maybe give seater next time,0.0
72,2020-11-06 09:59:59+00:00,appeal everyone follow covid appropriate behaviour strictly festive seasonsave dear one,0.5
73,2020-11-06 10:00:00+00:00,pharmacy direct ceo gawie erasmus agree return uif funds department employment labour,0.1
74,2020-11-06 10:00:00+00:00,many postpandemic office worker fit one elevator cre newnormal pandemic office,0.45
75,2020-11-06 10:00:00+00:00,personal trainer pete amp paul back episode take thing little bit know you ll nail itfind yourpersonalbest exercise please adhere government guideline relation,-0.0625
76,2020-11-06 10:00:00+00:00,big stream dayben peel space potato kosmokrats gmt weird dwavid cwage flip fahrenheit gmtkick lockdown relockene style,-0.25
77,2020-11-06 10:00:00+00:00,mary wife veteran remove barrier service supply tablet help connect friend australia via skype able connect family covid love loyaltolancashire veteran,0.25
78,2020-11-06 10:00:00+00:00,indiabound passenger also undergo testing airport provision httpstconcmrdrwjuk,0.0
79,2020-11-06 10:00:00+00:00,meet office mp kandhamal representatives block amp youth coordinator circuit house phulbani discuss,0.0
80,2020-11-06 10:00:00+00:00,tourist feel safe driving vacation swfl amid national uptick,0.5
81,2020-11-06 10:00:00+00:00,what s next high education amp pandemic discuss amp february click book whefevent onlineconference,0.08
82,2020-11-06 10:00:00+00:00,thursday november matlab sig running event highlight researcher use matlab amp research carry uob past year dcmore information herehttpstcoidtjvwsgvm,-0.25
83,2020-11-06 10:00:00+00:00,look community championswould interest new volunteering opportunity help people stay safe support local community respond recover pandemichttpstcorizfqlwaux,0.21212121212121213
84,2020-11-06 10:00:00+00:00,kotakinabalu mohd shafie also say special attention give sabah one poor state malaysia also currently state high number,0.029285714285714283
85,2020-11-06 10:00:00+00:00,wonderful opportunity philosopher stripe reach engage ht,1.0
86,2020-11-06 10:00:00+00:00,there s reason stop workingfromhome pandemic become webcammodel today take control life apply internet modeling today,0.0
87,2020-11-06 10:00:00+00:00,operation moonshot pass first test fight covid liverpool,0.25
88,2020-11-06 10:00:00+00:00,prove tough year business find financial help amp support get business coronavirus pandemic,-0.19444444444444445
89,2020-11-06 10:00:00+00:00,ballyhoura forest co limerick important remember star staysafe amp stayathome munstervales fillyourheartwithireland visitballyhoura,0.4
90,2020-11-06 10:00:00+00:00,need help find right book run christmas always pay askabookseller well answer query hashtag today remember call local shop advice even lockdown go,0.14285714285714285
91,2020-11-06 10:00:00+00:00,dog chew computer lead moggy keep delete email animal behavioural expert give advice harmonious homeworke homeworke pet remoteworke,0.0
92,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period httpstcolzbagqemsq clickandcollect buyonline carsales,0.0
93,2020-11-06 10:00:00+00:00,htc continue review service delivery response second national lockdown measure relation burial arrangement hailsham cemetery continue practice protect local communityfind,0.0
94,2020-11-06 10:00:00+00:00,consequence lot people sit solo room home office take part conference call virtual meeting,0.0
95,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
96,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
97,2020-11-06 10:00:00+00:00,new self isolation service hub launchedthi telephoneline employer establishment provide nhs testamptrace list people identify contact case establishment therefore must selfisolate,0.13636363636363635
98,2020-11-06 10:00:00+00:00,astrazeneca work university oxford develop one closely watch vaccine late stage trial america,-0.3
99,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
100,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
101,2020-11-06 10:00:00+00:00,thing seem get worsemashablesea malaysia kkm mco,0.0
102,2020-11-06 10:00:00+00:00,spike come large crowd spot sixth street halloween,0.21428571428571427
103,2020-11-06 10:00:00+00:00,suburban st louis election official work polling place election day despite positive test coronaviru die raise concern nearly people vote,0.10909090909090909
104,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
105,2020-11-06 10:00:00+00:00,still buy car lockdownhere everything need know buy car uks second lockdown period clickandcollect buyonline carsales,0.0
106,2020-11-06 10:00:00+00:00,careful wish devil know lol nationwide covid shutdown come way prepare total full lockdown least china iran grateful american people lol,0.22142857142857145
107,2020-11-06 10:00:00+00:00,massive jump sabah new case every hour report sabahans healthcare facility leave behind hype election promise lawmaker licasnews lightforthevoiceless malaysia humanright,-0.08787878787878789
108,2020-11-06 10:00:00+00:00,help available national lockdown mlg gazettes andover testvalley romsey hampshire mlggazettes,0.4
109,2020-11-06 10:00:01+00:00,community building villagehall struggling financially result yes reach advisory service learn may able access government ruralsussex midsussex eastsussex westsussex sussex,0.25
110,2020-11-06 10:00:01+00:00,tough year stroke professional front line pandemic work important community also need let hair dance party trivium night,0.037037037037037056
111,2020-11-06 10:00:01+00:00,manchester university install new lockdown fence security check around fallowfield campus student say give,0.13636363636363635
112,2020-11-06 10:00:01+00:00,anna due pick wizzybug us march lockdown mean appointment cancel finally time life anna first go eye light loves keen learn,0.0425
113,2020-11-06 10:00:01+00:00,south australia come alive lockdown treat good good southaustralia seeaustraliaholidayherethisyear,0.5
114,2020-11-06 10:00:01+00:00,lowkey set lockdown christmas,0.0
115,2020-11-06 10:00:01+00:00,hello catsoftwitter furpal jax acrocats need help paw pandemic shut tour amp behind bill would able help would appreciate greatly please visit website donate,0.3
116,2020-11-06 10:00:01+00:00,late figure show coronavirus case fall london boroughs kingston upon thame see big drop confirm case record new infection week october previous week,-0.08257575757575758
117,2020-11-06 10:00:01+00:00,denmark put extra restriction people fight mutationhttpstcofepkgqvumu,0.0
118,2020-11-06 10:00:01+00:00,although covid pandemic bring turmoil everyone word god give we comfort please watch ang date daan mass indoctrination,0.0
119,2020-11-06 10:00:01+00:00,remark white house tonight president disrespect every single american figure way safe,0.10714285714285715
120,2020-11-06 10:00:01+00:00,india new delhi suffer toxic day year rage,0.13636363636363635
121,2020-11-06 10:00:01+00:00,last century become expectation architect design architect rest we benefit genius that s never right even wrong,-0.21428571428571427
122,2020-11-06 10:00:01+00:00,read world health organisation say africas health service crisis could worsen pandemic continue wreak havoc,0.0
123,2020-11-06 10:00:01+00:00,filming shut,0.0
124,2020-11-06 10:00:01+00:00,swedenbase healthcare education staff firm ngs group ab report revenue third quarter end september revenue decline yearago quarter,-0.1
125,2020-11-06 10:00:01+00:00,russia report record high new coronavirus case bring national tally,0.1481818181818182
126,2020-11-06 10:00:02+00:00,science hill athletic director keith turner tell news channel thursday afternoon todays game maryville high school canceledhttpstcogfkjjiwhum,-0.12000000000000001
127,2020-11-06 10:00:02+00:00,uk researcher find restriction include public event ban school closure ban gathering peopl,0.0
128,2020-11-06 10:00:02+00:00,trump want us streetsi beg stay home,0.0
129,2020-11-06 10:00:02+00:00,cordially invite attend day live mass indoctrination compliance government order mandate concern event livestreame ang date daans social medium page youtube channelspuredoctrinesofchrist,0.08484848484848484
130,2020-11-06 10:00:02+00:00,ready wave read european business cope challenge newreality remotework digitalnomad corporatenews,0.1
131,2020-11-06 10:00:02+00:00,join we next week leadingmind take infodemicamp fake news webinar thursday november cest,-0.25
132,2020-11-06 10:00:02+00:00,india new delhi suffer toxic day year rage citys air pollution level times safe limit,0.3181818181818182
133,2020-11-06 10:00:02+00:00,covid case india cases test india bot,0.0
134,2020-11-06 10:00:02+00:00,national guard troop able test people week blackhawk technical college testing site spokeswoman say thursday,0.25
135,2020-11-06 10:00:02+00:00,dear alli postpone next weekend dec due rise number covid case decision wa,-0.0625
