,full_text
0,do not see covid case would not time high right seem like people knowfollow time pandemic
1,study show benefit natural immunity covid god like wapo fauci hav
2,bring back taxi squad vax clearly prevent spread team vaxxe spread hard imagine covid ever go away point
3,please get covid vaccine two family member die do not want anymore else die do not care color person skin love concur
4,believe they re take personal risk reject vaccine actually create societal hazard one
5,need covaxin arsenal pandemic wholevirion inactivate vaccineit anticipate covaxin would produce immune response multiple antigen present virussuch spike nucleoprotein antibody ask fda
6,france travel ban good resort winter holiday uk name
7,reflexologist sack care home jabbed get union involve get exemption base hav
8,weird be not see tweet could achieve ignorance willful destructiveness pure obst
9,balanced piece stuff child amp vacc week remark child hospital hospital reason covid status point
10,personal news almost two year avoid whole thing finally get almost certainly omic
11,look hospital stat lot people icu head south africas medical assoc
12,breaking turn rishi sunak do not bugger california holiday well stay holiday h
13,gallow humor seriously time double pandemic habit choose physical risk carefully really want wait hospital anything right
14,need big chunk country learn there s difference freedom dick wear mask
15,nfl announce week schedule change due largescale covid positive across league nfltwitter
16,you ve test positive covid worry pass along roommate nyc great hotel
17,serious note think since movie theater become hard ans hard sell regard yhe pandemic tbe convience streaming studio actually feel need overload movie plot make worth price admission
18,people act like one trip try get covid
19,girl use stay home cook like mother go drink like father
20,care comment
21,macron cancel visit mali new measure announce
22,every covid episode thedaily
23,think virus earth vaccine we
24,good break news boeing drop vaccine mandate employee
25,jon kent dick grayson half nightwing superman crossover march superman son kale
26,go another lockdown country hate we take ya vitamin c drink tea daily eat ur green amp drink pl
27,newboeing suspends vaccine mandate employee
28,stay home wear mask consistently could not stay home even outside be not alone continue
29,exclusive boeing suspend coronavirus vaccination requirement usbase employee accord internal doc
30,free rapid test lcbo buckabeer promise pandemic nice sound bite one find itonpoli
31,mark success vaccine passport use nightclub wales welsh government announce tota
32,fraud people do not trust government greedy fool god see repent resign god wrath come amen
33,restaurant go bust go to fault eat enough infection rate sky rocket gon
34,filthy fucking antivaxxer go die deserve
35,omicron elaborate hoax create jackbox game get everyone nation back play quiplash
36,yes believe
