,full_text
0,read reason optimistic pandemic
1,wow regional ons infection survey londoner covid week dec
2,know covid new girl remember contagious disease covid
3,add list thing do not expect see today
4,imagine doctor right snd see attorney general state go tv call liar
5,you ve get first pfizer moderna vaccine dose you re fully vaccinate yet remember get
6,good part trump actually push back militant antivaccer candace owens try blame biden th
7,anytime fitness gym bukit timah shopping centre close day suspect omicron cluster emerge
8,allison pearson promote conspiracy theory mmr vaccine cause autism describe brussels jihadist c
9,question impose intensity war calamity climate change increase
10,still favourite meme entire pandemic
11,disagree cardy thing correct herethis covid thinghttpstcohayjpqtnwu
12,watch covid number work tick
13,astrazeneca vaccine booster effective omicron
14,allow like thisbut true
15,delusion covid time high december
16,extremely well act quotable butcher editing suite really make less could assemblyspecial cut godsendmuch well outbreak cholera
17,fda authorize second antiviral pill one merck treat fda authorize pfizer pill paxlovid
18,speaketh truth
19,triple vaxxed boost wear double mask everywhere still catch covid maybe need stfu
20,break supreme court hear challenge biden vaccine mandate healthcare worker oral argument set january
21,hey uh remember covid incubation period day right pass rapid test day
22,one get sick go hospital one do not take vaccine get
23,platinum program strategic retreat
24,else think president biden handle pandemic well donald trump ever
25,spftap new rule spectator
26,go stack body overrun hospital two approve therapy omicron be not bad one week
27,risk fade oblivion pillage nhs pandemic easily forget
28,rupaul work cdc name new strain drag race girl ppl like oof miss vanjie get
29,police chief north carolina put unpaid leave week tell officer clinic get fake
30,fda authorize second antiviral pill treat cnn
31,yupor potentially antibodiessince do not screen blood donor donation element whole new category refusal emerge
32,sage cry wolf routine healthcare operation cancel care home shut door kid miss end ter
33,blatantly clear left want try use american taxpayer pay military resource even much law enforcement justice system eliminate pro americans help win upcoming election must stop they re traitor amp must pay
34,sustainable acceptable nhs staff work london many contact
35,dwp staff drink night therese coffey office lockdown
36,he s always fix brokeim surprise do not go do not know think biden something bad perfect vaccine would ve devastating hope vaxxe ego hey do not rip vaccine
37,tonia buxton say lockdown kill prepared go prison everything prevent lockdownwatch
38,pandemic create huge sense isolation athlete
39,I m tell sympathy that s last thing want I m tell do not want
40,vax way thispandemic energy resource go make vaccine need go
41,year ago tell we get vaccine
42,stay home time I m home bts decide drop smth
43,that s blood take next stop ecg scan cardiologist appointment let see vaccine fuck heart
44,entire scottish population thirdbooster dose vaccine
45,amidst fear covid third wave unreasonable university conduct offline examsaktulucknow aktu
46,ironbrother porkistan give china germ cluster believe start six infection detect passenger come pakistan december
47,get vaccination require mobile vaccination station today ag
48,democrat politician carjack gunpoint say crime would ve bad be not vaccinate philadelphia pennsylvania healing power magical covid vaccine prove againdemocrat politic crime vaccine
49,evidence suggest omicron significantly mild delta yet government across uk decide c
50,time frame story report publish hoursthe positivity rate go puerto rico
51,play we d play anyone position make game go aheadnearly wigan november
52,per cent london covid hospitalisation diagnose admit ailment
53,get infection day you re go hear pretty loud silence idiot like boebert greene cruz covid remember many kill politic
54,covid be not issue fear
55,biden admin say prepared omicron know come can not explain shortage test like everybody rush counter prepare
56,lie omicron mild symptom death actually need everyone get
57,challenge time pandemic keep employee motivate amp take care discover inspiring story team new learning experience progressishuman
58,let clear there s enough evidence recognize omicron mild do not try recognize fact another month enough coerce booster
59,bad covid
60,shall see jude okoye react wife ifeoma announce do child almost lose baby due covid
61,what s mad boris johnson could come look smug give finally show sage middle finger amp refuse follow wales amp scotlands lead
62,people selfish take pride
63,oh yeah that s fun one effective do not work still wait hear back one acceptable noncovid vaccination effective
64,break supreme court hear challenge biden vaccine mandateif justice apply constitution wi
65,uk government still list symptom cough breathlessness loss smell omicr
66,come campaign vaccine come life could savedfrankly shock silence nowlooking favor suspect
67,course bring case combat mental health issue
68,whole nba get covid
69,triple vaccinate uncle icu fight life covid stop lie gaslighte people vaccine be not protect anyone
70,explain omicron seem spread regardless vaccination status
71,next time someone bring looter I m a pull listfucke ghoul make guillotine list
72,nearly billion steal relief program set help business people lose job
73,I m sure you ve think something thousand highly qualified scientist work full time understand covid have not think idea look realtime datum probably completely slip mind
74,counted count people die covid canadian health dept say would count covid anyone sick test be not clearly identify call b
75,omicron whatsarojininagarmarket delhi
76,think begin pandemic china building modular hospital full hvac capacity weekend whi
77,cbc state pcr test gold standard testing covid aware cdc suspend
78,we head second christmas covid case rise americans rush get booster shotsthe country report
79,reminder shortage covid test completely manufacture profit
80,outrageous washington post editorial audacity blame president biden uptick covid case ret
81,year end positive note literally
82,president biden take pcr covid test morning negative
83,ill retweet type content day love see
84,interview send shockwave antivax magas morning vaccine one great achie
85,anecdotal also confirm pa rapid test symptom you re boost rapid test may pick you re asymptomatic go pcrs far accurate neg btw one doozy cold
86,village administrator sac various myaungmya township irrawaddy division threaten peo
87,concerned omicron panickedif you re fully vaccinate especially got boost yo
88,big big big fact right yet hear nay sayer ineffective
89,struggle understand would publish something demonstrably untrue toby public credibil
90,know early treatment make illegal government wait could make profitall peop
91,anybody tell mark drakeford amp nicola sturgeon omicron variant mild reaction do not suggest
92,fit freedom pass covid cert
93,omicron james corden variant nobody really know get get loud amp appear place
94,break merck pill clear we regulator give highrisk patient another athome treatment option v
95,ps vaccinate people spread covid
96,thank million student borrower relief continue battle pandemici commend
97,candace owens vaccine misinformation ridiculous even donald trump push backthe vaccine work
98,well have not tell boosty mcboostface
99,candass get school drumpf attempt change topic vaccine question
100,impatient jezza againtorie powerthey level upconsidere anticipate need another
101,thread
102,love man know stay home
103,second covid pill clear we today first pfizer merck ndtv
104,jee advance extra attempt student
105,you re actually fight muppet need ct scan brain something amer
106,cliff note link important resource paxlovid new covid pill
107,test positive covid expose covidlearn next step
108,pm address massive gathering varanasi later today chair meeting threat omicron variant
109,covid
110,kevin mccarthy say jesus reason season jesus would never deny covid relief starve family j
111,anthropologist take society look way college educate yoga mom affluent blue community
112,russ taylor rightwe extremist trump supporter ladera ranch can whose home raid fbi
113,sister roommate covid sister negative also see since roommate likely get rona still go to christmas without can not afford make pcr test
114,congress staff exempt almost like fear staff get vaccine freely run maybe bring covid back
115,mega newsinstead censorship twitter facebookmeta googlealphabet especially youtubemany
116,mean you re go retract support fire fellow healthcare worker vaccine appear unable impact infection result transmission be not whole justification safe work place
117,two classic two covid variant
118,quebec toast read room stay home rail
119,americans die covid month die homicide last year
120,mislead
121,low hospitalization risk omicron vaccine pfizer drug end covid
122,heres fact million people do not even first shoot july today number million
123,vaccine mandate new supreme court follow we constitution properly weigh
124,I m taste colour blurple
125,police chief north carolina put unpaid leave week tell officer clinic get fake
126,concerned omicron panickedif you re fully vaccinate especially got boost yo
127,covid day throat really hurt
128,dr fauci warn large gathering holiday season unsafe even fully vaccinate people who ve ha
129,hour tracking day end make sure join we wonderland l
130,come tv screen soon xmaslecture amp dec timely theme jonathan v
131,keep mind do not include people test positive home can not get pcr test anywhere
132,covid queen
133,think reason rutgers take rutgers get national exposure purse good program finally game start covid protocol good chance game play one team
134,spite media gop say we economy improve biden year prez last
135,fampke nazi totally unconstitutional work people chicago beetlejuice do not work foh gfy
136,omicron go new yorkers nicholas braun
137,retweet oppose vaccine mandate
138,teacher unsung hero east asia many find shift online class challenge
139,could future vaccine target wide range pathogen include emerge variant find answer healthfoward blog
140,blue line daily covid case usared line bad review yankee candle amazon say do not scen
141,you all talk slick covid house talk bout iont wish one
142,shoutout cute guy main quad testing negative covid
143,ctv news united conservative party carry christmas reception edmonton restaurant tuesday night hour official ask albertan cancel party limit contact help fight cdnhealth
144,hope omicron may bring record case few death forecast
145,seem common assumption omicron displace delta delta displace alpha beta gamma etc
146,get vaccinate get test wear mask good way slow spread covid holiday season part especially travel see family
147,bill gate predict bad still come coronavirusthey can not let go
148,ministry health democratic republic congo drc declare end ebola outbreak
149,love one contract coronavirus believe due negligence employer may b
150,almost million pfizer vaccine shot arrive
151,everyone get covid prayer
152,renterlandlord financial hardship due may qualify rentutility assistance statewide program rentreliefri accept application eligible rhode islander
153,universal stop make excuse kill amp destroy future next generationour child deserve well sit home almost year
154,one four healthcare workers africa vaccinate vaccine apartheid see crime hu
155,day authorization paxlovid pill pfizer fda authorize molnupiravir pill make merck also patient
156,spend christmas isolate hotel must terrible experience can not wait pandemic
157,supreme court hear challenge biden vaccine rule health care worker large company
158,aapl apple close eight north american retail store case surge
159,holiday bring stress add stress rise number may feel overwhelming tip well cope stress change year holiday celebration
160,inbox long monitor jan hub still available time access resource webinar include topic manage school holiday child mental health parenting covid visit
161,side effect covid leave tourettes unfortunately verse would unprintible
162,tend bit comfortable counterfeit continue problem sa
163,event recognize scholar amp ceo fellowwhen halt italian tourism march video provide educator traveler amazing content roman culture amp history inspire
164,call bullshit people refuse honest last year like be not subtle trump crash america b
165,meanwhile mask mandate indoor placesbooster third dose age
166,wonder toby young keen free speech allow misinterpret data global pandemic wa
167,still favourite meme entire pandemic
168,interview send shockwave antivax magas morning vaccine one great achie
