Unnamed: 0,full_text,sentiment_score
0,can not stop learn take look conduct training villager maharashtra the,0.0
1,bring website launch forward go release first day lockdown thursday independents port ne,0.25
2,digital marketing strategy post technology,0.0
3,rather use tax dollar help actual tax payer pandemic tax money use bs fortyfour previous president need build wall around white house,-0.05555555555555555
4,q start film covid right stop film betweenm postpone film,0.2857142857142857
5,disobey may legal problem line public advocacy,0.1
6,yope depend severity also age physical immunological factor person involve know someone die covid test result come outdied day result,0.0
7,live area tier go week self isolation october due covid positive contact work isolation go tier day come isolation go lockdown terrible timing,-0.1903409090909091
8,bed full transfer patient hospital,0.35
9,reality check lockdown cultist never mind obsess time socalled circuit break etc look across channel could not strict lockdown french we back square one groundhogday,0.0
10,lockdown loom would good time collect book order come amp buy open today mon tomorrow tue amp wednesday lockdown start thursday nov remember remember,0.35
11,singer currently quarantine home take precautionary,0.0
12,new lockdown special free postage discount order bottle moremixe order welcomedlo,0.29783549783549784
13,dvsa service englandwe work closely government agree impact lockdown england dvsa se,0.0
14,militao injured day miss game season already covid mean hell miss another day,-0.35625
15,answer question regard stockton number antimasker throw cdc try support argument show lose pointremember bring stockton information,0.0
16,never first lockdown do not need negativity life,-0.125
17,hindus treat land rama,0.0
18,come people get lockdown overturneddeath forecast use justify national lockdown base old sta,-0.35000000000000003
19,read know power vote pos,0.0
20,one people use play poker get covid life never sameand do not happen,0.0
21,lets give elizabeth united states america gift need right landslidejoebidenkamalaharris,0.2857142857142857
22,thank shine light adult learning get adult stand,0.19999999999999998
23,single govt minister willing speak kayburley morning single one national lockdown lo,0.03571428571428572
24,great talk morning interesting hear impact oncology workforce wellbee cope strategy may moderate negative effect ncrivirtual,0.25
25,yeah lockdown go to bad you ll still able get chicken select unlike march,-0.2666666666666666
26,trumpisscare he s go full bunkerbaby,0.35
27,curfew patrol might seem easy work yet european nation battle resurgence assignment critica,0.21666666666666667
28,uks sunak say hopeful england lockdown lift december,0.0
29,apart million dead worldwide family colleague doctor nurse treat,-0.2
30,within hour prospect visit individual must register negative coronavirus test three nba team executive,-0.15
31,like wales england can not keep fund devolve state that s final,0.0
32,well much good help covid,0.7
33,five level plan coronavirus protection scotland place use postcode checker confirm leve,0.0
34,ifit look like marxist revolutionit act like marxist revolutionit goal marxist revolutionit,0.0
35,indeed sensible analysis affair last,0.0
36,could possibly go wrong,-0.5
37,time download disney app lockdown,0.0
38,amazing meadow say six week ago know tell public literally,0.30000000000000004
39,happy birthday iamsrk use pandemic catch bit read get launch another boo,0.8
40,service update please remember wear mask travel we amp stationsdisruption via chadwellheath due safety checksall update,-0.125
41,service update half hourly stansted express service runningplease remember wear face cover travel we update,-0.16666666666666666
42,mene abhi lock hi dekhi,0.0
43,lockdown lot problem many opponent snake oil salesman try fool people believe easy amp costfree way manage pandemic,0.4666666666666667
44,regeneron good drug world cure covid minute,0.7
45,anybody really think whole country go bend mans criminal really,0.05
46,tech company erbil develop mobile application medical consultation response hire yo,0.0
47,need live breathe human being outweigh need small green piece,-0.07840909090909091
48,sony really mess launch sure pandemic do not help still think upfront transparent acknowledge situation instead stoic silence would go well audience everywhere,0.1625
49,puzzle do not suppression strategy never anywhere near government approachthe,0.1
50,business usual throughout lockdown still advise contact we prior order favourite altro burmatex cfs desso forbo gerflor gradus heckmondwike interface ivc jhs lifestyle modulyss paragon polyflor tarkett,-0.125
51,japans large airport open novel coronavirus testing facility take step reopen international travel,0.07142857142857142
52,place like roomie enjoy time alone roomsmuch like we do not think,0.4
53,turn allege michigan plotter attend least six antilockdown protest prior arrest photo,-0.11666666666666665
54,question fence keep protest eviction,0.0
55,ph can not relate,0.0
56,lockdown know go to happen know,0.0
57,will not put one picture today devastating news brother die night,-1.0
58,place like roomie enjoy time alone roomsmuch like we do not think,0.4
59,jesus fucking christ outbreak horror movie begin,-0.6
60,analysis price change new weo analysis energy renewableenergy,0.13636363636363635
61,lot information rapidly come light george antilockdown great barrington declaration,0.6000000000000001
62,I m excited join youth heart virtual forum conversation education covid crisistijmenrooseboomdutchmfayouthatheart,0.375
63,bondbubbleupdatei agree article would lot impressive author acknowledge falter treasury market historic strong correlation mortgage rate,0.4777777777777778
64,keep tennis open uk parliament allow outdoor tennis continue lockdown sign petition via,0.0
65,woodys bar amp restaurant final carvery season serve wednesday november till inside outside dining experience enhance social distancing measure place book necessary operate walk basis,0.008333333333333333
66,please mind thank everything incredibly appreciated hope make full recovery fearful timepeople always try pull know make amazing difference manymay bless,0.06250000000000003
67,khaled zayyid drive uber much hour week die complication family leave without,0.2
68,one do not age well,0.0
