Unnamed: 0,full_text,sentiment_score
0,twitter hold marjorie jewish space lasers greene accountable congress,0.0
1,break news twitter permanently suspend personal account representative marjorie taylor greene republican ge,0.0
2,cdc official tell subcommittee april wh reject agencys request hold briefing scienti,0.0
3,die line duty die covid two kill vehiclerelated accident,0.0
4,simply post fact know big tech cancel hide truth do not fit agendamarjorie taylor greenes personal twitter account permanently suspend misinformation foxnew,-0.05
5,hard saaaame get ish body pain get covid test near impossible sohere hope flu,-0.2861111111111111
6,covid case surge another deadly variant emerge india india nation would slander world stage mass testing treat produce covid certificate enter train workplace mall bus response,-0.2
7,climate change part evolution planet way always change much human contribute body guess like pandemic need learn live fighting futile,0.06818181818181818
8,twitter you re permanently suspend spread covid misinformationmarjorie taylor greene violate,0.0
9,joe rogans podcast dr robert malone covid vaccine incredible listen highly recommend,0.53
10,go back scotus honey whereby sc overturn early ruling also may wrong neither court rely small pox case think,-0.1625
11,need protect omicron natural immunity strong enough bad cold upper tract,-0.12777777777777774
12,sharing concern recent surge covid case throughout country congress president soniagandhi direct punjab cm fully prepare combat eventuality arise pandemic especially wake new variant omicrcon,0.05909090909090909
13,tyrant health safety need new nuremberg trial covid criminal human righ,-0.08787878787878789
14,safety,0.0
15,yesterday tx mandate covid case liberal shriek bout record new number ny passport mask mandate new case tell follow nys lead factsmatter,0.13636363636363635
16,take lot hard work persistence rig statehouse extremist they ve manage get ohio rank,-0.5458333333333334
17,dev witness fight flight tonic amidst much audience say,0.2
18,first onscreen couple ship admire bottom heart come life become part borin,0.25
19,report omicron case vaccinate people,0.0
20,virginia woolfs new year resolution free amp kindly sometimes read sometimes,0.37878787878787873
21,funny demonize ron desantis like he s basically murder everyone florida go florida v,0.25
22,twitter confirm npr ban marjorie taylor greenes account repeat violation misi,0.0
23,extra attempt competitive exam upsc ssc rrb banking neet jee covid de,0.0
24,indonesia year old child jombang est java die inject pfizer type vaccinekompa,0.1
25,accord handful protester covid measure amsterdam,0.0
26,amsterdam indulge decadence want do not dare protest government,0.0
27,quite proper good newspaper good writer give fair hearing want make serious c,0.3533333333333333
28,god bless,0.0
29,twitter permanently suspend personal account rep marjorie taylor greene repeat violation,0.0
30,I ve work full time pandemic nyc day never got covid spread anyone else I ve outdoor dine recently travel rocket science point anyway cool fun basement ya incel,0.25
31,tell two public hospital la review covid test point,0.0
32,vaer self report raw datum basically cdc websites internet message board vaccine misinformation vet write got vaxxe turn monkey know source misinformation,-0.14038461538461539
33,bill gate say rich country could back close normal end vaccine approve soon htt,0.17500000000000002
34,idea covid spread do not lockdown mandate contact trace mitigate enough farcical n,-0.2
35,let sink inthe cdc england recommend take combined throat amp nose swab test,0.0
36,national review dump one conservative member congress do not mind manner wi,0.0
37,politician talk like deserve end swinge lamppost,0.0
38,anubhav singhal year student jssate noida find positivekarma bitchaur lo offl,0.0
39,joe rogans podcast dr robert malone covid vaccine incredible listen highly recommend,0.53
40,harayana take first step student shift physical class online increment covidwhy state take decisionwhy put student life danger,0.125
41,usual misinformation use bbc there s actually lot strong evidence mask school,0.061111111111111095
42,update artemi panarin assistant coach mike kelly add nhls covid protocol list today mo,0.0
43,grande,0.0
44,happy new year may year bless stop covid heal planet may find new life w,0.3575757575757576
45,call omicron desantis,0.0
46,adult icus full do not enough rn,0.15
47,youtube remove malone interview joe rogan enough everyone know they re try hide,0.0
48,notice loud voice covid apparatus fauci walensky never ever subject debate air li,-0.033333333333333326
49,kinda crazy twitter do curb misbehavior covid misinformation member congress congress ha,-0.6
50,us congresswoman marjorie taylor greenes personal twitter account mtgreenee permanently suspend misinform,0.0
51,possible parent likely will not qualify covid benefit offer fed pay sick day per year,-0.2380952380952381
52,support lmgt help someone you ve never metwe anonymously fund grant string attach academicattendance req help we high school student pursue passionit mean help covid could keep,-0.07625
53,think thisthere must pandemic child heart attack school I m sure school be not even staff full time nurse prior poison,0.2833333333333333
54,part iiivaccine work wellregardless datum set look globally remain unvaccinated co,0.0
55,common symptom omicronmaskupindia maskupomicronindia coronaupdate,-0.3
56,break news twitter permanently suspend personal account representative marjorie taylor greene republican ge,0.0
57,respected sir despite delta reach cgst staff household amp kill many san hospital bedvaccinemedicinert pcroxygen mean physical verification still go strong send omicron afraid,0.004166666666666674
58,work courier today new year day people order earn enough,0.06818181818181818
59,narrativetm covid begin change hoo boy ben shapiro receipts,0.0
60,unauthorized protest get authorization people want protest,0.0
61,youtube remove malone interview joe rogan enough everyone know they re try hide,0.0
62,cw breast pregger gift art dj boi get covid need booba draw gator,0.0
63,violator prosecute whoever may bebut someone look long,-0.05
64,first annual big technology book award congrat honorable,0.125
65,even goat catch covid get well soon leo messi,0.0
66,perhaps long willing time civil disobedience quebec bc damn near bad,-0.09999999999999995
67,hell ya,0.0
68,would not happen we like get lot gun amp shit baby,-0.2
69,break news twitter permanently suspend personal account representative marjorie taylor greene republican ge,0.0
70,even alien can not escape virus get well soon leo,-0.25
71,stop,0.0
72,covid suck hardcore sorry hear get hope get feel well soon get plenty rest relaxation hang,-0.5
73,heres ideastarte january end go back sit ontario mla volunteer full time,0.175
74,twitter permanently suspend marjorie taylor greenes account misinformation write l,0.0
75,marjorie taylor greene permanently ban twitter spread covid misinformation,0.0
76,fear volume omicron case trigger staff shortage threaten collapse system obviously health care longterm care first reponse education also transit food chain trucking transport nothing run without people,0.125
77,cursory glance cdc datum tell one thing earn mtg strike obviously true btw,0.35
78,funny mtg account permanently suspend minute criticize call fema run,0.25
79,think tragedy holocaust start go back learn process dehumanization start wothere people group clean amp unclean disease spreader that s exactly happen wcovid vax pass,0.20555555555555557
80,dr robert malone expose government response lawless completely disreg,0.1
81,snedden do not download telegram app join covid vaccine injury channel read what s really go you re yet think jab bloody wonderful time tell,0.1333333333333333
82,still wear mask fly unite aggressive even covid,0.8
83,find byui require mask classroom building general make stress social anxiety friend be not wear mask building choose risk get expose b panic attack different wear mask,0.02777777777777778
84,mri ask remove mask set shelf explain tech remove wire surgical mask know someone else remove wire do not good seal place tape nose keep mask,-0.35
85,cdc do not care you all really need shut f you re kill can not process infor,0.2
86,president also bore address people native language covid,0.0
87,that s exactly variant would say,0.25
88,twitter say ban personal account rep marjorie taylor greene multiple violation misinformati,0.0
89,government need act,0.0
90,thou shalt covid thy neighbor lifebook stfu pass,0.0
91,foxs coverage similar story involve president bush attempt mandate vaccine starkly contrast,-0.1
92,I ve put version presentation world council health general assembly december,0.05000000000000002
93,ontario report another case today saturday pandemic recordbreaking case case count,0.0
94,twitter permanently ban georgia republican conspiracy theorist marjorie taylor greenes account repeat viol,0.0
95,confirm alien contract swift recovery leo,-0.25
96,you re right there s way self administer test go health record wh,0.2857142857142857
97,world turnsverticalthe omicron signature ourworldindata,0.0
98,happy new year congress go step expel deranged republican congress,0.4681818181818182
99,mom die tonight die covid vaxxed sister say sick week,-0.7142857142857143
100,hysterical risk kid new strain covid tiny statistically insignificantkid overwhelmingly fair fine covid kid spread covid other minimally kid impact disruption normal routine,0.022253787878787873
101,dumbass blame covid control would get vaccinate would control viru,0.0
102,crucial day nhs covid soar give uk one world bad case rate,-0.3499999999999999
103,swabyourthroat negative via nose positive via throat omicron different vari,-0.024242424242424242
104,youtube remove malone interview joe rogan enough everyone know they re try hide,0.0
105,fyi india furthest along also transfer covid vaccine technology help c,0.0
106,petition get tony blair knighthood rescind twitter absolute mockery,0.2
107,twitter permanently suspend marjorie taylor greenes account misinformation write l,0.0
108,hmmmwas hope get little year first one thesei can not see level acceptable solution like school have not think already,0.03125
109,never forget china unleash virus that s turn world government ccp clone,0.0
110,everyone wear good mask everywhere week would pandemic,0.7
111,carry unrealistic storyline lose viewer would manpreet leave hospital someone know murderer meena allow stay hospital covid stop treat viewer fool,-0.5
112,truth fact check anything let people spew lie fact,0.0
113,prolife party tell ignore american death dismiss real ubiquitous danger,0.1
114,people contract covid experience supreme erectile dysfunction get vaccinate today,0.0
115,evident omicron less severe triple vaxxed helpful still difficult watch love,0.020833333333333343
116,darlington nuclear power plant ontario break world record operating unit reactor continuous daysit involve perform maintenance reactor run contribute throughout,0.0
117,visit elderly family friend take rapid test go case rise important protect othersi pick free rapid test kit local visit,0.26666666666666666
118,let beat pandemic travel amp unvaccinated protect amp other getting test travel upon return amp day laterto schedule vaccination booster visit,-0.125
119,contact socialist equality party international worker alliance rankandfile committee anxious discuss situation workplace assist organize fight end pandemic,-0.125
120,florida gov ron desantis return public eye critic accuse missinginaction record break surgehttpstcodraglciqxf,0.0
121,twitter spokesperson permanently suspend repeat violation misinformation poli,0.0
122,twitter permanently suspend one rep marjorie taylor greenes account spread misinformation,0.0
123,mild omicron still result longcovid public body convey message gene,0.16666666666666666
124,heres piece early year volunteer network send oxygen indias co,0.1
125,world look dillon danis last fight one know ben askren undefeated c,0.0
126,wvuhoop game tcu postpone due protocolshttpstcoqxxrfhxndm,-0.2625
127,christmas much enjoyable affair last year write moreen simpson even covid threaten ruin,0.25
128,riot police amsterdam violently shut antilockdown protest today leftist mayor femke halsema trigger e,-0.42500000000000004
129,next week big day,0.0
130,got suspend spread misinformation covidshe suspend long time ago co,-0.05
131,everyone realize even omicron stay mild probably talk billion case long covid worl,0.14166666666666666
132,infection detect deer six ohio location scientist unsure wild deer could virus,0.1
133,sky news say clearly double vaccinate little protection omicron,-0.09375
134,city report approximately collision per year number fall due decrease drive pandemic,-0.2625
135,speak we step behind country cdc completely reject shorten isolation w,-0.15000000000000002
136,justin mckoy unavailable today bc due covid protocol,-0.125
137,covid continue produce death toll country every day one gop big hawk,0.0
